0,21,54,55,45,55,63,53,18,63,49,62,45,34,45,41,56,53,24,12,44,63,56,28,67,18,54,33,15,15,36,38,27,27,39,38,53,32,32,50,33,12,34
21,0,70,72,53,65,82,43,8,83,55,77,43,30,64,54,75,52,8,32,60,84,70,49,88,25,47,34,14,14,49,50,47,35,55,58,71,27,51,65,38,13,18
54,70,0,78,29,22,18,69,62,64,31,86,97,54,17,17,19,48,76,42,72,57,85,40,38,70,65,46,55,69,23,79,30,36,14,56,15,55,23,4,83,56,71
55,72,78,0,90,93,73,108,73,26,93,7,56,90,61,77,65,104,70,53,11,35,9,41,59,48,109,86,71,58,77,25,52,75,72,22,66,87,58,77,43,68,89
45,53,29,90,0,13,48,40,45,84,3,97,91,28,39,15,46,19,61,39,80,78,94,49,66,64,35,21,38,58,13,81,38,18,21,67,41,31,33,25,79,41,47
55,65,22,93,13,0,40,51,57,84,12,101,101,41,36,16,41,28,73,46,85,77,99,52,60,73,46,34,50,69,18,88,41,29,21,71,36,44,35,19,88,52,60
63,82,18,73,48,40,0,87,75,54,49,81,103,71,18,34,8,67,87,51,70,45,81,41,22,77,83,63,68,78,39,80,36,51,29,54,10,72,31,22,88,68,86
53,43,69,108,40,51,87,0,37,111,39,115,86,19,74,52,84,24,50,56,97,109,109,73,102,66,6,25,37,56,47,91,65,38,58,89,79,21,64,64,81,41,25
18,8,62,73,45,57,75,37,0,81,47,79,50,22,58,46,69,44,16,28,61,81,72,45,83,28,40,25,6,18,41,53,42,27,47,57,65,19,45,58,43,7,16
63,83,64,26,84,84,54,111,81,0,87,31,78,92,47,69,47,101,83,55,31,10,36,37,36,62,110,86,77,71,70,47,47,74,62,24,50,90,50,65,63,74,97
49,55,31,93,3,12,49,39,47,87,0,101,94,30,41,17,48,17,63,42,84,81,97,52,68,67,35,23,41,61,16,84,41,21,24,71,43,32,36,27,82,44,49
62,77,86,7,97,101,81,115,79,31,101,0,57,96,69,85,73,111,74,60,17,41,8,49,66,52,116,93,77,63,85,28,60,83,79,30,74,94,66,85,45,74,95
45,43,97,56,91,101,103,86,50,78,94,57,0,73,85,86,95,94,35,55,47,84,49,61,100,27,90,75,54,32,82,31,67,72,84,57,93,69,74,94,15,50,60
34,30,54,90,28,41,71,19,22,92,30,96,73,0,57,37,67,22,38,37,78,90,90,54,84,50,19,7,20,41,31,73,46,20,41,70,62,3,46,49,65,24,19
45,64,17,61,39,36,18,74,58,47,41,69,85,57,0,24,10,58,69,33,55,40,68,24,27,59,72,50,52,60,27,63,18,37,17,39,7,57,13,17,70,51,70
41,54,17,77,15,16,34,52,46,69,17,85,86,37,24,0,32,34,61,31,69,63,82,36,51,58,49,29,39,56,5,72,25,19,6,55,27,38,19,12,73,41,53
56,75,19,65,46,41,8,84,69,47,48,73,95,67,10,32,0,66,80,43,61,39,73,33,19,69,81,59,63,71,36,71,28,47,26,45,5,67,24,22,80,62,81
53,52,48,104,19,28,67,24,44,101,17,111,94,22,58,34,66,0,61,50,93,96,106,64,85,70,18,19,40,62,30,91,54,28,40,82,60,25,50,44,85,44,40
24,8,76,70,61,73,87,50,16,83,63,74,35,38,69,61,80,61,0,36,58,85,67,51,91,21,54,42,22,11,56,46,51,43,61,58,76,35,56,72,32,20,25
12,32,42,53,39,46,51,56,28,55,42,60,55,37,33,31,43,50,36,0,43,54,55,18,55,27,56,33,22,27,28,42,15,22,28,33,40,35,19,38,42,20,42
44,60,72,11,80,85,70,97,61,31,84,17,47,78,55,69,61,93,58,43,0,38,13,33,59,36,98,75,59,46,68,16,44,65,64,16,61,76,50,71,33,56,77
63,84,57,35,78,77,45,109,81,10,81,41,84,90,40,63,39,96,85,54,38,0,45,36,25,66,107,84,77,74,65,54,43,71,57,28,42,88,45,58,69,74,97
56,70,85,9,94,99,81,109,72,36,97,8,49,90,68,82,73,106,67,55,13,45,0,46,68,45,110,88,71,56,81,20,57,78,77,28,73,88,63,84,37,68,88
28,49,40,41,49,52,41,73,45,37,52,49,61,54,24,36,33,64,51,18,33,36,46,0,40,36,72,49,40,41,36,39,11,36,31,18,31,52,17,38,46,38,60
67,88,38,59,66,60,22,102,83,36,68,66,100,84,27,51,19,85,91,55,59,25,68,40,0,76,99,77,77,81,55,72,41,64,44,44,24,84,39,41,84,76,96
18,25,70,48,64,73,77,66,28,62,67,52,27,50,59,58,69,70,21,27,36,66,45,36,76,0,69,50,29,10,54,25,40,45,56,38,66,47,46,66,15,26,43
54,47,65,109,35,46,83,6,40,110,35,116,90,19,72,49,81,18,54,56,98,107,110,72,99,69,0,23,39,59,44,93,64,36,54,89,76,22,62,60,84,43,30
33,34,46,86,21,34,63,25,25,86,23,93,75,7,50,29,59,19,42,33,75,84,88,49,77,50,23,0,21,42,23,72,40,13,33,66,54,9,39,41,66,24,26
15,14,55,71,38,50,68,37,6,77,41,77,54,20,52,39,63,40,22,22,59,77,71,40,77,29,39,21,0,21,34,53,36,21,40,53,58,17,38,51,45,3,20
15,14,69,58,58,69,78,56,18,71,61,63,32,41,60,56,71,62,11,27,46,74,56,41,81,10,59,42,21,0,51,36,42,39,55,46,68,37,47,65,24,18,32
36,49,23,77,13,18,39,47,41,70,16,85,82,31,27,5,36,30,56,28,68,65,81,36,55,54,44,23,34,51,0,70,24,13,10,54,31,32,20,18,69,35,48
38,50,79,25,81,88,80,91,53,47,84,28,31,73,63,72,71,91,46,42,16,54,20,39,72,25,93,72,53,36,70,0,48,64,68,28,70,70,55,76,17,49,69
27,47,30,52,38,41,36,65,42,47,41,60,67,46,18,25,28,54,51,15,44,43,57,11,41,40,64,40,36,42,24,48,0,27,20,29,25,45,6,28,53,35,55
27,35,36,75,18,29,51,38,27,74,21,83,72,20,37,19,47,28,43,22,65,71,78,36,64,45,36,13,21,39,13,64,27,0,22,54,42,20,26,31,60,23,34
39,55,14,72,21,21,29,58,47,62,24,79,84,41,17,6,26,40,61,28,64,57,77,31,44,56,54,33,40,55,10,68,20,22,0,49,21,42,13,10,70,41,56
38,58,56,22,67,71,54,89,57,24,71,30,57,70,39,55,45,82,58,33,16,28,28,18,44,38,89,66,53,46,54,28,29,54,49,0,45,68,35,55,41,50,73
53,71,15,66,41,36,10,79,65,50,43,74,93,62,7,27,5,60,76,40,61,42,73,31,24,66,76,54,58,68,31,70,25,42,21,45,0,62,20,17,77,58,76
32,27,55,87,31,44,72,21,19,90,32,94,69,3,57,38,67,25,35,35,76,88,88,52,84,47,22,9,17,37,32,70,45,20,42,68,62,0,45,51,62,20,16
32,51,23,58,33,35,31,64,45,50,36,66,74,46,13,19,24,50,56,19,50,45,63,17,39,46,62,39,38,47,20,55,6,26,13,35,20,45,0,21,59,38,57
50,65,4,77,25,19,22,64,58,65,27,85,94,49,17,12,22,44,72,38,71,58,84,38,41,66,60,41,51,65,18,76,28,31,10,55,17,51,21,0,80,52,66
33,38,83,43,79,88,88,81,43,63,82,45,15,65,70,73,80,85,32,42,33,69,37,46,84,15,84,66,45,24,69,17,53,60,70,41,77,62,59,80,0,41,57
12,13,56,68,41,52,68,41,7,74,44,74,50,24,51,41,62,44,20,20,56,74,68,38,76,26,43,24,3,18,35,49,35,23,41,50,58,20,38,52,41,0,22
34,18,71,89,47,60,86,25,16,97,49,95,60,19,70,53,81,40,25,42,77,97,88,60,96,43,30,26,20,32,48,69,55,34,56,73,76,16,57,66,57,22,0
