0,80,96,69,104,70,58,86,39,60,49,78,94,86,86,49,17,4,6,84,43,75,15,71,4,25,75,24,20,63,100,97,67,45,98,92,105,74,38
80,0,40,49,29,77,23,45,69,57,40,41,18,24,48,35,94,85,86,27,47,13,77,72,83,76,7,60,76,49,20,25,40,80,17,17,35,14,69
96,40,0,32,24,58,55,86,100,45,73,81,27,16,88,47,113,101,102,68,53,30,86,52,98,102,47,71,100,38,37,20,79,75,40,26,17,54,69
69,49,32,0,52,29,49,89,83,12,63,82,48,32,91,28,87,73,76,73,27,35,57,23,70,81,51,45,78,6,58,44,76,42,59,46,48,58,37
104,29,24,52,0,80,51,70,98,64,69,68,10,20,73,54,119,109,110,52,64,28,97,74,106,103,37,81,103,56,15,7,69,92,19,12,9,43,84
70,77,58,29,80,0,72,114,96,21,83,107,77,61,115,49,87,73,76,100,41,64,55,6,69,89,79,51,86,28,87,73,98,27,89,75,75,85,32
58,23,55,49,51,72,0,41,46,51,18,34,40,39,42,23,70,63,63,30,34,25,57,69,61,52,16,40,52,46,43,46,27,67,40,38,56,16,55
86,45,86,89,70,114,41,0,55,93,38,8,61,70,2,65,92,91,89,18,75,58,91,110,91,69,39,77,71,87,56,69,19,107,51,61,79,32,95
39,69,100,83,98,96,46,55,0,79,28,48,87,85,54,55,39,42,39,60,57,71,51,95,43,15,61,45,19,78,88,92,38,77,85,85,102,57,66
60,57,45,12,64,21,51,93,79,0,63,85,59,44,94,28,78,64,66,79,22,43,46,17,60,75,58,37,72,8,68,56,78,29,69,56,60,63,25
49,40,73,63,69,83,18,38,28,63,0,29,58,58,38,35,58,54,53,35,42,44,53,80,53,37,33,40,38,59,60,64,18,71,56,57,74,29,59
78,41,81,82,68,107,34,8,48,85,29,0,58,65,9,57,84,82,81,16,67,52,83,103,82,61,34,69,63,80,54,66,10,99,50,57,76,27,86
94,18,27,48,10,77,40,61,87,59,58,58,0,16,63,46,109,99,100,42,56,19,89,71,97,93,26,72,93,51,9,8,58,86,13,2,17,32,77
86,24,16,32,20,61,39,70,85,44,58,65,16,0,72,36,102,91,92,52,45,14,78,55,88,89,31,62,87,36,25,12,63,72,28,13,19,38,64
86,48,88,91,73,115,42,2,54,94,38,9,63,72,0,66,91,90,89,21,76,59,92,112,90,68,41,78,71,89,58,71,19,108,54,63,81,34,96
49,35,47,28,54,49,23,65,55,28,35,57,46,36,66,0,66,54,56,53,11,27,42,45,52,55,34,26,53,24,53,47,49,45,52,43,55,38,33
