0,40,41,39,16,32,56,30,53,31,10,61,50,48,61,31,31,76,34,58,41,20,58,22,39,40,34,36,33,31,67,30,35,53,61,77,58,30,63,61,45,17,30,66,39,16,30,15,57,54
40,0,80,35,45,72,96,67,93,64,44,78,53,88,95,70,23,97,44,31,60,28,95,27,60,17,33,37,56,54,38,16,74,91,87,101,88,55,78,78,86,29,13,96,66,27,52,50,98,54
41,80,0,77,36,9,18,38,16,45,44,82,62,9,57,10,71,89,51,99,42,53,49,55,39,81,59,73,58,58,107,66,32,42,71,85,64,34,86,81,10,51,71,69,30,57,38,29,20,66
39,35,77,0,54,69,89,49,86,42,33,44,79,83,70,67,13,63,65,26,77,44,73,45,76,19,58,5,29,27,33,42,58,71,57,69,59,67,43,44,79,44,24,67,78,25,67,54,90,81
16,45,36,54,0,30,54,42,51,45,27,78,35,45,72,28,43,91,19,69,25,17,68,18,22,50,24,51,49,48,77,30,44,62,76,92,72,13,80,77,44,15,39,80,24,28,13,7,56,39
32,72,9,69,30,0,24,30,20,37,35,74,60,16,52,2,63,82,47,91,42,47,45,48,38,73,55,64,50,49,99,59,25,38,64,79,58,31,78,73,13,44,63,64,31,48,35,23,25,65
56,96,18,89,54,24,0,43,3,51,56,85,80,8,52,26,85,87,69,113,60,71,42,72,57,96,78,84,66,66,121,84,35,36,70,82,62,52,89,84,10,68,86,66,48,71,57,47,1,85
30,67,38,49,42,30,43,0,40,7,22,43,78,40,30,30,49,52,62,74,64,50,28,52,60,60,64,43,22,23,82,60,9,24,35,50,30,51,47,42,35,48,54,37,57,39,54,36,44,82
53,93,16,86,51,20,3,40,0,48,53,82,78,6,50,23,82,85,67,110,58,68,41,69,55,92,75,81,63,63,118,80,32,34,68,80,60,50,87,81,7,65,83,64,46,68,54,44,4,82
31,64,45,42,45,37,51,7,48,0,21,36,80,48,31,37,44,47,64,68,68,50,31,52,65,55,65,37,15,15,76,59,16,28,30,46,27,56,40,35,42,48,50,35,62,36,58,39,52,84
10,44,44,33,27,35,56,22,53,21,0,50,61,50,52,33,29,65,45,56,52,29,51,31,49,40,44,29,22,21,64,37,29,46,50,66,48,40,53,50,46,27,32,56,49,17,41,24,57,64
61,78,82,44,78,74,85,43,82,36,50,0,111,83,41,74,55,19,95,66,102,77,49,79,99,63,92,41,28,29,71,80,50,52,19,25,27,90,5,1,77,76,65,30,97,57,91,73,85,114
50,53,62,79,35,60,80,78,78,80,61,111,0,71,107,58,65,126,15,84,20,34,103,33,23,67,21,78,83,81,91,38,79,96,111,127,107,28,112,110,72,35,56,115,33,55,25,42,82,4
48,88,9,83,45,16,8,40,6,48,50,83,71,0,54,17,78,88,60,106,52,62,45,64,48,89,69,79,62,62,114,75,32,38,70,83,63,43,87,82,5,60,79,67,39,64,48,39,10,76
61,95,57,70,72,52,52,30,50,31,52,41,107,54,0,53,74,37,92,96,92,81,9,83,88,85,94,65,41,42,103,90,28,15,22,30,14,80,46,40,49,78,81,14,83,67,83,65,52,112
31,70,10,67,28,2,26,30,23,37,33,74,58,17,53,0,61,82,45,89,40,44,47,46,36,71,53,63,49,49,97,57,26,39,65,79,58,29,78,73,15,42,61,64,29,47,33,21,27,63
31,23,71,13,43,63,85,49,82,44,29,55,65,78,74,61,0,74,52,27,65,31,76,32,64,11,44,14,34,32,36,28,57,73,65,78,66,56,55,55,75,31,10,74,67,15,55,45,87,68
76,97,89,63,91,82,87,52,85,47,65,19,126,88,37,82,74,0,110,86,115,93,46,95,112,82,109,60,43,45,90,98,56,51,17,9,25,103,22,19,82,92,84,23,109,75,104,86,88,130
34,44,51,65,19,47,69,62,67,64,45,95,15,60,92,45,52,110,0,74,16,20,88,20,17,56,12,64,67,66,82,28,64,81,95,111,92,17,97,95,60,21,44,99,25,40,12,27,71,19
58,31,99,26,69,91,113,74,110,68,56,66,84,106,96,89,27,86,74,0,89,55,99,55,89,19,64,31,55,54,8,46,83,97,82,92,85,82,64,67,102,56,30,92,93,42,80,72,114,86
41,60,42,77,25,42,60,64,58,68,52,102,20,52,92,40,65,115,16,89,0,34,87,34,3,71,28,75,74,73,97,44,64,80,99,115,94,12,105,102,53,34,59,102,12,52,11,29,62,24
20,28,53,44,17,47,71,50,68,50,29,77,34,62,81,44,31,93,20,55,34,0,78,1,33,36,15,43,50,48,63,13,55,73,80,95,77,27,78,77,60,2,24,86,39,20,25,23,72,37
58,95,49,73,68,45,42,28,41,31,51,49,103,45,9,47,76,46,88,99,87,78,0,80,83,87,91,68,44,45,106,88,23,7,30,40,22,75,54,48,40,76,82,23,76,67,78,61,42,107
22,27,55,45,18,48,72,52,69,52,31,79,33,64,83,46,32,95,20,55,34,1,80,0,33,36,13,44,51,50,62,11,57,75,82,97,79,28,80,79,62,4,24,88,39,22,25,25,74,36
39,60,39,76,22,38,57,60,55,65,49,99,23,48,88,36,64,112,17,89,3,33,83,33,0,70,29,73,71,70,96,44,60,76,96,111,91,9,102,99,49,33,58,98,9,50,9,25,58,28
40,17,81,19,50,73,96,60,92,55,40,63,67,89,85,71,11,82,56,19,71,36,87,36,70,0,46,22,44,43,27,28,68,84,74,87,76,63,62,63,85,37,11,84,74,24,61,53,97,69
34,33,59,58,24,55,78,64,75,65,44,92,21,69,94,53,44,109,12,64,28,15,91,13,29,46,0,57,65,63,70,17,68,85,95,110,92,27,93,92,68,17,35,100,37,35,23,32,79,23
36,37,73,5,51,64,84,43,81,37,29,41,78,79,65,63,14,60,64,31,75,43,68,44,73,22,57,0,24,22,38,42,52,66,52,65,54,65,40,41,74,42,25,62,75,23,64,51,86,81
33,56,58,29,49,50,66,22,63,15,22,28,83,62,41,49,34,43,67,55,74,50,44,51,71,44,65,24,0,1,62,54,31,42,31,46,31,62,30,27,57,48,42,39,70,31,63,45,67,86
31,54,58,27,48,49,66,23,63,15,21,29,81,62,42,49,32,45,66,54,73,48,45,50,70,43,63,22,1,0,61,53,32,43,33,48,33,61,31,29,57,46,41,41,69,29,62,44,67,85
67,38,107,33,77,99,121,82,118,76,64,71,91,114,103,97,36,90,82,8,97,63,106,62,96,27,70,38,62,61,0,53,91,105,88,97,91,90,68,72,110,63,38,98,101,50,88,80,122,92
30,16,66,42,30,59,84,60,80,59,37,80,38,75,90,57,28,98,28,46,44,13,88,11,44,28,17,42,54,53,53,0,66,83,86,101,85,39,81,80,73,15,18,93,50,23,36,36,85,40
35,74,32,58,44,25,35,9,32,16,29,50,79,32,28,26,57,56,64,83,64,55,23,57,60,68,68,52,31,32,91,66,0,17,38,53,32,52,54,49,27,53,62,38,55,46,55,37,36,84
53,91,42,71,62,38,36,24,34,28,46,52,96,38,15,39,73,51,81,97,80,73,7,75,76,84,85,66,42,43,105,83,17,0,35,46,26,68,57,51,33,70,78,29,69,63,71,54,36,100
61,87,71,57,76,64,70,35,68,30,50,19,111,70,22,65,65,17,95,82,99,80,30,82,96,74,95,52,31,33,88,86,38,35,0,15,8,86,25,18,65,78,74,11,92,62,89,70,70,115
77,101,85,69,92,79,82,50,80,46,66,25,127,83,30,79,78,9,111,92,115,95,40,97,111,87,110,65,46,48,97,101,53,46,15,0,21,102,29,25,78,93,88,16,107,77,104,86,82,131
58,88,64,59,72,58,62,30,60,27,48,27,107,63,14,58,66,25,92,85,94,77,22,79,91,76,92,54,31,33,91,85,32,26,8,21,0,82,32,26,57,75,74,8,86,61,84,66,62,111
30,55,34,67,13,31,52,51,50,56,40,90,28,43,80,29,56,103,17,82,12,27,75,28,9,63,27,65,62,61,90,39,52,68,86,102,82,0,92,89,44,26,51,89,11,42,4,16,54,33
63,78,86,43,80,78,89,47,87,40,53,5,112,87,46,78,55,22,97,64,105,78,54,80,102,62,93,40,30,31,68,81,54,57,25,29,32,92,0,6,82,77,65,35,100,58,94,76,90,116
61,78,81,44,77,73,84,42,81,35,50,1,110,82,40,73,55,19,95,67,102,77,48,79,99,63,92,41,27,29,72,80,49,51,18,25,26,89,6,0,76,75,65,29,97,57,91,73,84,114
45,86,10,79,44,13,10,35,7,42,46,77,72,5,49,15,75,82,60,102,53,60,40,62,49,85,68,74,57,57,110,73,27,33,65,78,57,44,82,76,0,58,76,62,41,61,48,37,12,77
17,29,51,44,15,44,68,48,65,48,27,76,35,60,78,42,31,92,21,56,34,2,76,4,33,37,17,42,48,46,63,15,53,70,78,93,75,26,77,75,58,0,25,83,37,19,24,21,70,39
30,13,71,24,39,63,86,54,83,50,32,65,56,79,81,61,10,84,44,30,59,24,82,24,58,11,35,25,42,41,38,18,62,78,74,88,74,51,65,65,76,25,0,82,63,15,49,42,88,58
66,96,69,67,80,64,66,37,64,35,56,30,115,67,14,64,74,23,99,92,102,86,23,88,98,84,100,62,39,41,98,93,38,29,11,16,8,89,35,29,62,83,82,0,93,70,92,73,66,119
39,66,30,78,24,31,48,57,46,62,49,97,33,39,83,29,67,109,25,93,12,39,76,39,9,74,37,75,70,69,101,50,55,69,92,107,86,11,100,97,41,37,63,93,0,53,14,24,49,37
16,27,57,25,28,48,71,39,68,36,17,57,55,64,67,47,15,75,40,42,52,20,67,22,50,24,35,23,31,29,50,23,46,63,62,77,61,42,58,57,61,19,15,70,53,0,41,30,73,58
30,52,38,67,13,35,57,54,54,58,41,91,25,48,83,33,55,104,12,80,11,25,78,25,9,61,23,64,63,62,88,36,55,71,89,104,84,4,94,91,48,24,49,92,14,41,0,18,58,29
15,50,29,54,7,23,47,36,44,39,24,73,42,39,65,21,45,86,27,72,29,23,61,25,25,53,32,51,45,44,80,36,37,54,70,86,66,16,76,73,37,21,42,73,24,30,18,0,49,46
57,98,20,90,56,25,1,44,4,52,57,85,82,10,52,27,87,88,71,114,62,72,42,74,58,97,79,86,67,67,122,85,36,36,70,82,62,54,90,84,12,70,88,66,49,73,58,49,0,86
54,54,66,81,39,65,85,82,82,84,64,114,4,76,112,63,68,130,19,86,24,37,107,36,28,69,23,81,86,85,92,40,84,100,115,131,111,33,116,114,77,39,58,119,37,58,29,46,86,0
