node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
4,10.284897206180476,43.07744122374848,-1,0,0,2,117,19,,0.0,-1.0,1
5,33.74147086864342,65.59173524819735,2,0,0,224,337,17,,0.0,280.0,2
6,92.52469869511654,24.77302857741588,-1,0,0,302,409,15,,1.0,70.0,3
7,85.52339332828451,92.04619784452005,3,0,0,181,245,5,,0.0,-1.0,4
8,90.20025994699014,95.20773299454353,1,0,0,208,302,12,,0.0,-1.0,5
9,84.21086221292752,59.34860053966702,2,0,0,9,86,7,,0.0,-1.0,6
10,40.98460987102419,49.16877860337713,3,0,0,18,132,16,,0.0,-1.0,7
11,87.26121748775853,30.139837741718246,-2,0,0,248,335,15,,1.0,-1.0,8
12,15.926169434109438,14.081921813379516,2,0,0,19,98,19,,0.0,126.0,9
13,82.69946099050004,76.14856863300977,-3,0,0,152,328,8,,0.0,311.0,10
14,49.76453410463415,27.487142809215314,-2,0,0,219,349,16,,1.0,294.0,11
15,67.76131755426114,3.843309743246981,3,0,0,12,127,16,,0.0,231.0,12
16,56.82278156666614,39.842516873946366,-2,0,0,17,89,17,,1.0,-1.0,13
17,97.78596338119685,50.7560249110526,1,0,0,213,372,5,,0.0,63.0,14
18,55.22677524502678,71.23626634428192,-2,0,0,175,267,8,,0.0,-1.0,15
19,48.45384811256467,22.456861927675142,3,0,0,339,488,19,,0.0,172.0,16
20,53.727784654844804,94.42688708907204,-3,0,0,308,384,8,,1.0,-1.0,17
21,40.991098816847185,67.9640954999673,3,0,0,238,417,9,,0.0,-1.0,18
22,97.8034188885685,82.99223129834905,1,0,0,276,396,18,,0.0,-1.0,19
23,65.90341330833238,73.59964883305143,1,0,0,74,219,17,,0.0,-1.0,20
24,93.6483248017075,95.97521044003567,-2,0,0,181,317,7,,1.0,306.0,21
25,96.89681303219957,62.5641628202522,2,0,0,82,157,16,,0.0,-1.0,22
26,38.471164986523654,13.315312895629994,-3,0,0,111,281,10,,1.0,226.0,23
27,38.55480013404029,94.2955454735619,3,0,0,68,185,11,,0.0,-1.0,24
28,88.97970805923896,52.365966206287865,-3,0,0,67,213,9,,0.0,-1.0,25
29,53.700728659392404,30.89203495949695,2,0,0,350,492,10,,0.0,-1.0,26
30,45.450789007048144,71.4448493939395,1,0,0,139,254,12,,1.0,-1.0,27
31,40.24307256477919,18.798387207603383,-3,0,0,196,324,10,,0.0,-1.0,28
32,54.08595788250777,22.533691145432797,-1,0,0,121,201,8,,1.0,-1.0,29
33,97.42875560126001,39.03399140119541,2,0,0,63,212,16,,0.0,-1.0,30
34,90.96649716091162,22.55539966036243,2,0,0,12,109,13,,1.0,-1.0,31
35,18.920900530577644,61.690112903973734,2,0,0,181,303,18,,0.0,105.0,32
36,77.93790783033207,56.67645638523757,-3,0,0,202,362,12,,0.0,414.0,33
37,22.97956836052594,3.789436288399606,-1,0,0,359,446,15,,0.0,-1.0,34
38,61.82888211910051,13.10372253655483,2,0,0,218,379,7,,0.0,309.0,35
39,34.31763870323312,67.57847536712315,1,0,0,277,445,17,,1.0,-1.0,36
40,9.802344058293189,12.72514797839558,3,0,0,66,216,7,,0.0,62.0,37
41,6.166620730740413,99.60791289068266,-1,0,0,274,369,7,,0.0,-1.0,38
42,38.707676860158124,90.57951677346345,-3,0,0,23,109,5,,1.0,-1.0,39
43,29.35856384242821,75.32025651404958,-3,0,0,237,407,12,,1.0,-1.0,40
44,21.90666163123789,49.83247096482503,-2,0,0,261,372,12,,0.0,-1.0,41
45,82.46157392957795,81.63343988950827,1,0,0,287,356,15,,1.0,-1.0,42
46,79.42807173626744,82.37344130385529,-1,0,0,354,504,8,,0.0,131.0,43
47,21.147228130587926,48.221627256038644,-3,0,0,160,324,15,,1.0,-1.0,44
48,48.487147459715864,89.05024873479125,-1,0,0,272,373,17,,0.0,-1.0,45
49,29.68918293994288,93.14958933890483,-3,0,0,358,483,5,,0.0,419.0,46
50,45.0795736306099,66.97870031774188,1,0,0,242,322,7,,1.0,-1.0,47
