0,78,37,85,37,75,32,36,19,9,47,72,33,24,77,33,68,35,31,12,22,45,16,80,85,64,34,63,12,39,64,69,46,66,22,74,92,45,38,71,36
78,0,88,75,85,86,59,100,79,88,31,36,70,84,86,50,76,46,86,71,88,72,94,71,78,54,44,22,65,109,45,31,65,55,56,76,87,112,59,45,83
37,88,0,61,4,44,65,15,56,37,65,66,69,61,46,38,41,60,68,47,58,81,35,57,59,49,55,67,39,25,54,65,27,50,41,48,64,25,71,61,74
85,75,61,0,57,22,96,76,101,91,75,38,105,107,21,58,20,83,114,89,107,115,92,5,4,25,76,56,78,87,32,43,39,23,72,13,12,85,101,30,115
37,85,4,57,0,41,64,19,57,39,62,61,68,62,43,35,37,58,69,47,59,80,37,53,55,45,53,63,39,30,49,61,23,46,39,44,60,30,70,57,74
75,86,44,22,41,0,92,58,93,79,78,51,101,99,1,55,10,82,106,81,97,111,78,20,18,31,75,64,71,68,40,55,31,31,67,11,19,65,98,43,109
32,59,65,96,64,92,0,68,22,40,28,69,11,25,94,38,83,14,27,20,31,19,47,90,96,71,20,53,25,72,66,64,61,72,26,88,105,78,6,72,24
36,100,15,76,19,58,68,0,55,33,74,80,70,59,59,49,55,67,66,48,54,82,28,71,73,64,63,80,44,10,68,80,42,66,48,63,77,11,74,76,72
19,79,56,101,57,93,22,55,0,22,47,82,17,5,95,45,85,33,12,12,8,27,29,96,101,79,36,69,22,56,76,78,63,80,31,92,109,62,26,83,17
9,88,37,91,39,79,40,33,22,0,57,80,38,25,81,42,73,44,32,19,21,50,7,86,90,72,44,72,22,33,72,77,52,73,31,80,97,40,45,79,39
47,31,65,75,62,78,28,74,47,57,0,43,40,52,79,27,68,15,55,39,56,45,63,70,77,51,12,25,34,81,44,37,50,52,26,71,87,86,30,48,52
72,36,66,38,61,51,69,80,82,80,43,0,80,88,51,38,42,54,93,70,90,87,84,34,41,20,48,19,61,90,12,5,38,20,51,40,51,91,72,8,92
33,70,69,105,68,101,11,70,17,38,40,80,0,17,102,47,92,25,17,21,24,11,45,100,106,81,31,64,30,72,77,75,69,83,34,97,115,78,11,83,12
24,84,61,107,62,99,25,59,5,25,52,88,17,0,100,51,91,37,7,18,6,26,31,102,107,85,41,74,28,58,82,83,69,86,36,97,115,65,28,89,13
77,86,46,21,43,1,94,59,95,81,79,51,102,100,0,56,10,83,107,83,99,113,80,19,17,32,76,65,73,70,40,55,32,31,68,11,18,67,99,43,110
33,50,38,58,35,55,38,49,45,42,27,38,47,51,56,0,45,27,56,33,52,57,46,52,58,34,20,31,22,58,31,35,24,35,14,50,67,61,43,38,57
68,76,41,20,37,10,83,55,85,73,68,42,92,91,10,45,0,72,98,74,90,102,73,16,18,22,66,54,63,66,31,45,22,22,58,7,24,64,89,34,101
35,46,60,83,58,82,14,67,33,44,15,54,25,37,83,27,72,0,40,25,41,32,51,78,84,58,6,38,23,72,52,50,51,59,18,76,93,77,18,58,38
31,86,68,114,69,106,27,66,12,32,55,93,17,7,107,56,98,40,0,24,11,22,38,108,113,90,45,78,35,65,88,88,76,92,42,104,122,72,28,95,8
12,71,47,89,47,81,20,48,12,19,39,70,21,18,83,33,74,25,24,0,19,33,27,84,89,66,26,58,10,51,64,66,51,68,19,79,97,57,26,71,27
22,88,58,107,59,97,31,54,8,21,56,90,24,6,99,52,90,41,11,19,0,33,26,102,106,85,44,77,29,53,83,86,68,87,38,97,114,60,34,91,19
45,72,81,115,80,111,19,82,27,50,45,87,11,26,113,57,102,32,22,33,33,0,56,109,116,90,39,70,41,83,85,82,80,92,44,107,125,90,14,91,15
16,94,35,92,37,78,47,28,29,7,63,84,45,31,80,46,73,51,38,27,26,56,0,87,91,74,50,77,28,27,75,82,54,76,37,80,97,34,52,83,45
80,71,57,5,53,20,90,71,96,86,70,34,100,102,19,52,16,78,108,84,102,109,87,0,6,19,71,51,73,82,27,39,33,18,66,9,16,81,95,26,110
85,78,59,4,55,18,96,73,101,90,77,41,106,107,17,58,18,84,113,89,106,116,91,6,0,26,77,58,78,84,34,46,38,25,72,10,9,82,101,33,116
64,54,49,25,45,31,71,64,79,72,51,20,81,85,32,34,22,58,90,66,85,90,74,19,26,0,51,33,56,75,8,23,22,1,48,21,36,75,76,12,92
34,44,55,76,53,75,20,63,36,44,12,48,31,41,76,20,66,6,45,26,44,39,50,71,77,51,0,33,22,70,46,44,45,53,15,69,86,74,24,52,43
63,22,67,56,63,64,53,80,69,72,25,19,64,74,65,31,54,38,78,58,77,70,77,51,58,33,33,0,50,89,24,13,43,33,40,54,68,91,55,26,76
12,65,39,78,39,71,25,44,22,22,34,61,30,28,73,22,63,23,35,10,29,41,28,73,78,56,22,50,0,49,54,57,41,57,9,69,87,54,31,61,37
39,109,25,87,30,68,72,10,56,33,81,90,72,58,70,58,66,72,65,51,53,83,27,82,84,75,70,89,49,0,79,90,53,76,55,74,88,7,78,86,72
64,45,54,32,49,40,66,68,76,72,44,12,77,82,40,31,31,52,88,64,83,85,75,27,34,8,46,24,54,79,0,14,26,9,45,30,44,80,70,7,88
69,31,65,43,61,55,64,80,78,77,37,5,75,83,55,35,45,50,88,66,86,82,82,39,46,23,44,13,57,90,14,0,39,23,48,44,56,91,67,13,87
46,65,27,39,23,31,61,42,63,52,50,38,69,69,32,24,22,51,76,51,68,80,54,33,38,22,45,43,41,53,26,39,0,23,35,28,46,53,67,33,78
66,55,50,23,46,31,72,66,80,73,52,20,83,86,31,35,22,59,92,68,87,92,76,18,25,1,53,33,57,76,9,23,23,0,49,21,35,76,77,12,93
22,56,41,72,39,67,26,48,31,31,26,51,34,36,68,14,58,18,42,19,38,44,37,66,72,48,15,40,9,55,45,48,35,49,0,63,80,59,32,52,43
74,76,48,13,44,11,88,63,92,80,71,40,97,97,11,50,7,76,104,79,97,107,80,9,10,21,69,54,69,74,30,44,28,21,63,0,17,72,93,31,106
92,87,64,12,60,19,105,77,109,97,87,51,115,115,18,67,24,93,122,97,114,125,97,16,9,36,86,68,87,88,44,56,46,35,80,17,0,85,111,42,124
45,112,25,85,30,65,78,11,62,40,86,91,78,65,67,61,64,77,72,57,60,90,34,81,82,75,74,91,54,7,80,91,53,76,59,72,85,0,84,87,79
38,59,71,101,70,98,6,74,26,45,30,72,11,28,99,43,89,18,28,26,34,14,52,95,101,76,24,55,31,78,70,67,67,77,32,93,111,84,0,76,23
71,45,61,30,57,43,72,76,83,79,48,8,83,89,43,38,34,58,95,71,91,91,83,26,33,12,52,26,61,86,7,13,33,12,52,31,42,87,76,0,95
36,83,74,115,74,109,24,72,17,39,52,92,12,13,110,57,101,38,8,27,19,15,45,110,116,92,43,76,37,72,88,87,78,93,43,106,124,79,23,95,0
