0,35,26,45,53,51,19,40,13,15,55,7,34,52,7,53,39,32,49,49,43,55,44,32,17,43,25,6,32,44,35,41,55,31,45,59,10,39
35,0,62,81,85,50,52,71,37,51,23,29,64,87,40,54,18,23,63,63,48,70,33,28,48,79,44,42,18,47,9,22,91,40,10,70,45,16
26,62,0,21,38,68,12,21,32,11,80,32,20,26,24,69,62,57,57,58,59,52,67,56,16,18,33,20,57,55,60,66,30,43,71,69,20,65
45,81,21,0,25,77,33,32,46,30,100,52,36,20,41,77,83,72,60,61,68,68,81,70,37,2,53,39,74,75,80,82,10,64,91,71,36,81
53,85,38,25,0,65,50,56,47,43,107,60,58,45,46,64,93,71,45,45,57,90,75,67,53,26,70,47,73,92,87,80,27,80,96,54,42,81
51,50,68,77,65,0,68,88,38,60,72,53,84,93,47,4,68,28,22,22,8,105,19,23,67,76,76,53,32,90,59,30,85,78,58,22,48,35
19,52,12,33,50,68,0,20,30,8,68,23,15,34,21,69,51,52,61,62,60,43,64,52,4,30,20,15,51,42,49,60,42,31,61,72,19,58
40,71,21,32,56,88,20,0,50,27,84,43,7,21,41,89,66,73,79,79,79,36,84,73,23,30,30,35,72,48,67,81,38,40,79,90,39,78
13,37,32,46,47,38,30,50,0,22,60,18,46,58,8,40,47,25,35,36,30,69,35,24,28,45,39,14,27,57,40,35,57,45,48,46,11,35
15,51,11,30,43,60,8,27,22,0,69,21,23,37,14,61,52,47,52,53,52,52,57,46,10,28,27,9,47,49,49,56,41,36,60,64,11,54
55,23,80,100,107,72,68,84,60,69,0,48,77,103,61,77,17,46,86,87,71,73,54,51,64,97,54,61,41,47,20,42,110,46,14,93,65,37
7,29,32,52,60,53,23,43,18,21,48,0,36,57,15,55,32,31,54,54,46,52,44,32,19,49,22,13,29,39,28,38,62,26,39,64,18,35
34,64,20,36,58,84,15,7,46,23,77,36,0,27,37,85,59,67,76,77,75,32,79,67,17,33,23,31,66,41,60,75,43,33,72,88,35,72
52,87,26,20,45,93,34,21,58,37,103,57,27,0,50,93,85,84,79,80,84,55,94,82,38,19,50,46,84,69,84,93,20,60,96,90,47,91
7,40,24,41,46,47,21,41,8,14,61,15,37,50,0,48,46,33,42,43,38,61,43,32,20,38,32,6,33,52,41,42,51,39,51,53,4,41
53,54,69,77,64,4,69,89,40,61,77,55,85,93,48,0,72,31,19,19,9,108,23,27,69,76,78,55,36,93,63,34,85,81,62,18,50,40
39,18,62,83,93,68,51,66,47,52,17,32,59,85,46,72,0,40,78,78,65,57,51,44,47,81,36,45,36,32,9,40,93,28,18,86,50,34
32,23,57,72,71,28,52,73,25,47,46,31,67,84,33,31,40,0,41,41,25,82,13,5,49,71,53,37,4,64,31,9,83,53,31,47,36,10
49,63,57,60,45,22,61,79,35,52,86,54,76,79,42,19,78,41,0,0,16,103,38,36,61,60,74,48,45,93,69,47,68,80,72,11,42,51
49,63,58,61,45,22,62,79,36,53,87,54,77,80,43,19,78,41,0,0,17,104,38,36,62,61,75,49,45,93,70,47,68,81,72,10,43,51
43,48,59,68,57,8,60,79,30,52,71,46,75,84,38,9,65,25,16,17,0,98,21,20,59,67,69,45,30,84,56,30,77,72,57,21,40,35
55,70,52,68,90,105,43,36,69,52,73,52,32,55,61,108,57,82,103,104,98,0,96,85,42,66,29,55,80,26,62,88,74,30,75,114,61,83
44,33,67,81,75,19,64,84,35,57,54,44,79,94,43,23,51,13,38,38,21,96,0,11,61,79,66,49,16,77,42,11,91,66,39,41,47,17
32,28,56,70,67,23,52,73,24,46,51,32,67,82,32,27,44,5,36,36,20,85,11,0,49,68,55,37,9,67,35,12,80,56,36,42,35,15
17,48,16,37,53,67,4,23,28,10,64,19,17,38,20,69,47,49,61,62,59,42,61,49,0,34,17,14,49,39,45,58,47,27,57,73,19,55
43,79,18,2,26,76,30,30,45,28,97,49,33,19,38,76,81,71,60,61,67,66,79,68,34,0,51,36,72,72,78,80,12,61,88,71,34,79
