0,39,30,48,82,46,19,61,49,33,23,40,66,48,38,64,55,24,30,47,38,64,47,83,16,61,57,29,50,37,35,15,57,52,33,46,67,53,58,23,61
39,0,25,60,58,39,47,47,25,6,62,70,90,9,77,35,82,62,38,47,71,86,81,59,55,79,18,25,87,77,26,41,22,14,72,35,77,36,36,39,51
30,25,0,70,83,57,46,68,19,19,53,69,94,28,61,60,84,45,47,62,68,91,77,84,45,87,43,37,68,62,42,22,48,40,57,17,89,57,28,16,70
48,60,70,0,58,26,30,36,83,59,45,30,33,69,68,55,30,64,23,18,36,26,43,60,47,19,66,35,85,66,34,63,60,63,64,87,19,37,94,71,31
82,58,83,58,0,37,73,22,82,63,93,86,89,61,116,23,89,106,55,42,92,82,100,1,91,74,46,52,131,114,46,92,38,47,111,94,60,28,91,94,27
46,39,57,26,37,0,36,15,64,40,56,50,59,47,78,29,55,69,17,8,54,53,64,39,54,45,41,19,93,77,14,59,34,38,73,72,39,11,75,63,14
19,47,46,30,73,36,0,51,63,43,20,23,47,56,42,61,37,35,18,33,24,45,34,75,18,42,61,26,58,41,30,34,58,56,37,63,48,45,73,43,49
61,47,68,36,22,15,51,0,72,50,71,64,69,53,94,22,67,84,32,19,69,61,77,24,70,53,42,33,109,92,27,73,33,40,89,82,42,11,83,77,6
49,25,19,83,82,64,63,72,0,24,72,87,110,20,81,58,100,65,60,71,86,107,95,83,65,101,36,47,87,81,50,42,44,35,77,15,101,61,11,35,76
33,6,19,59,63,40,43,50,24,0,56,66,88,14,71,40,79,56,36,47,67,84,77,64,50,78,25,23,81,71,26,35,28,21,66,32,76,39,35,33,53
23,62,53,45,93,56,20,71,72,56,0,22,50,70,23,80,38,21,38,52,18,51,24,95,7,50,78,44,39,21,49,33,76,73,19,68,62,65,81,43,69
40,70,69,30,86,50,23,64,87,66,22,0,27,80,42,79,15,43,36,44,6,28,13,88,28,29,83,47,59,40,50,53,79,78,39,86,42,61,97,63,60
66,90,94,33,89,59,47,69,110,88,50,27,0,100,67,89,12,71,52,51,32,7,31,91,56,15,99,65,83,65,66,80,93,95,65,111,31,71,121,90,63
48,9,28,69,61,47,56,53,20,14,70,80,100,0,85,38,92,69,47,55,81,95,91,62,64,89,16,34,94,84,35,47,23,14,80,34,86,42,30,44,57
38,77,61,68,116,78,42,94,81,71,23,42,67,85,0,101,55,16,61,76,36,70,36,118,24,71,95,65,16,2,70,39,95,90,5,73,84,87,88,47,92
64,35,60,55,23,29,61,22,58,40,80,79,89,38,101,0,85,89,43,37,83,82,92,24,76,74,23,36,114,100,30,72,14,23,96,71,64,17,68,73,29
55,82,84,30,89,55,37,67,100,79,38,15,12,92,55,85,0,59,45,48,20,15,19,90,44,19,93,58,72,53,59,69,87,88,53,100,35,67,111,78,62
24,62,45,64,106,69,35,84,65,56,21,43,71,69,16,89,59,0,52,68,38,72,43,107,16,72,81,53,25,16,59,23,81,76,12,57,82,77,72,31,83
30,38,47,23,55,17,18,32,60,36,38,36,52,47,61,43,45,52,0,16,39,47,49,56,37,41,47,13,76,59,14,44,42,43,56,64,41,27,71,50,31
47,47,62,18,42,8,33,19,71,47,52,44,51,55,76,37,48,68,16,0,49,44,57,44,52,37,50,24,91,74,20,61,42,46,71,78,30,19,82,66,16
38,71,68,36,92,54,24,69,86,67,18,6,32,81,36,83,20,38,39,49,0,34,9,93,25,35,85,50,53,33,53,50,82,80,33,84,49,66,96,60,65
64,86,91,26,82,53,45,61,107,84,51,28,7,95,70,82,15,72,47,44,34,0,35,83,56,8,93,60,87,68,61,79,87,89,67,108,23,64,117,88,56
47,81,77,43,100,64,34,77,95,77,24,13,31,91,36,92,19,43,49,57,9,35,0,102,32,38,95,60,52,34,63,58,91,90,35,92,53,75,105,68,73
83,59,84,60,1,39,75,24,83,64,95,88,91,62,118,24,90,107,56,44,93,83,102,0,93,75,47,54,132,116,48,93,38,47,113,95,62,30,92,95,28
16,55,45,47,91,54,18,70,65,50,7,28,56,64,24,76,44,16,37,52,25,56,32,93,0,55,72,40,39,23,46,26,71,67,19,60,65,63,74,35,68
61,79,87,19,74,45,42,53,101,78,50,29,15,89,71,74,19,72,41,37,35,8,38,75,55,0,86,54,88,69,54,76,79,82,68,104,16,56,112,85,48
57,18,43,66,46,41,61,42,36,25,78,83,99,16,95,23,93,81,47,50,85,93,95,47,72,86,0,35,106,94,33,60,9,4,90,50,80,33,45,58,47
29,25,37,35,52,19,26,33,47,23,44,47,65,34,65,36,58,53,13,24,50,60,60,54,40,54,35,0,78,64,5,40,32,30,60,53,53,24,59,44,34
50,87,68,85,131,93,58,109,87,81,39,59,83,94,16,114,72,25,76,91,53,87,52,132,39,88,106,78,0,19,84,46,107,101,20,76,101,102,92,51,107
37,77,62,66,114,77,41,92,81,71,21,40,65,84,2,100,53,16,59,74,33,68,34,116,23,69,94,64,19,0,69,39,94,90,4,73,82,86,89,47,90
