0,65,45,74,36,60,38,66,78,47,28,63,26,58,42,59,3,58,64,38,56,68,31,47,12,3,49,5,20,71,36,75,56,11,23,23,40,60,73,54,67,40,32,36,40,63,67,51,75,45,34,53,47,36
65,0,67,91,80,45,69,92,73,101,79,25,60,48,26,74,63,113,93,92,67,40,94,56,77,64,75,69,57,89,85,83,113,54,88,74,93,29,84,14,93,34,70,31,93,13,34,75,93,98,96,66,102,64
45,67,0,30,81,31,8,26,35,41,74,48,68,26,43,14,42,53,26,36,11,41,51,12,47,41,7,49,60,27,29,30,54,42,61,68,36,43,28,53,27,33,15,56,36,57,45,8,32,38,51,9,44,78
74,91,30,0,110,48,35,11,29,51,102,68,98,43,70,17,71,59,15,51,24,56,71,36,73,70,24,77,90,2,46,13,61,72,86,97,49,63,9,78,10,61,41,86,50,79,62,22,1,49,70,26,54,108
36,80,81,110,0,91,74,101,112,77,8,88,20,90,66,95,38,84,100,68,91,97,52,82,39,40,86,32,25,107,69,111,81,40,33,12,71,86,109,74,103,68,68,49,71,84,94,87,111,76,56,89,75,17
60,45,31,48,91,0,38,51,28,73,86,20,73,4,30,32,57,85,53,66,26,10,78,19,68,57,37,65,66,46,59,38,86,52,82,80,66,15,39,33,52,23,42,50,66,32,14,36,49,69,79,26,75,82
38,69,8,35,74,38,0,29,43,35,67,52,62,33,43,21,35,47,28,28,20,48,43,18,39,34,11,42,55,32,21,37,48,37,53,61,28,47,35,55,30,35,6,54,28,60,51,13,37,31,43,17,37,72
66,92,26,11,101,51,29,0,38,39,94,70,91,46,69,18,63,47,3,40,25,60,60,36,63,62,18,69,83,10,35,23,49,66,76,88,38,65,19,78,1,60,33,82,38,81,66,18,13,37,59,26,43,101
78,73,35,29,112,28,43,38,0,72,106,47,97,25,57,24,75,82,41,69,23,32,86,30,81,74,35,82,89,28,62,16,84,72,96,100,68,43,19,61,38,49,50,77,68,59,39,33,29,69,86,25,76,106
47,101,41,51,77,73,35,39,72,0,69,87,74,68,74,48,46,12,36,9,51,83,26,53,38,45,38,47,68,49,15,61,12,54,45,65,7,82,57,87,40,67,31,79,8,93,86,39,52,3,23,49,3,83
