node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
6,88.67343919459044,67.06633160020995,3,0,0,174,241,11,,0.0,-1.0,1
7,98.2040087590982,6.3033652499761565,-3,0,0,159,338,12,,0.0,-1.0,2
8,90.30010851514962,81.40682873866807,2,0,0,355,504,14,,1.0,311.0,3
9,31.424152049950493,97.35265518372518,3,0,0,331,422,15,,0.0,81.0,4
10,28.793774817141504,88.93047238282185,1,0,0,102,266,12,,0.0,-1.0,5
11,88.07485770741894,75.76576166029724,2,0,0,303,455,15,,0.0,-1.0,6
12,56.347047381285186,12.000274961688806,-2,0,0,2,129,10,,0.0,381.0,7
13,53.197173449649824,35.67962556549345,-2,0,0,346,474,9,,0.0,-1.0,8
14,79.22170331553518,75.81292064968449,-1,0,0,191,335,12,,0.0,-1.0,9
15,91.06125073726052,1.4830162431707872,-3,0,0,52,185,5,,0.0,-1.0,10
16,80.91032168230461,93.84620531246688,-3,0,0,131,241,15,,0.0,-1.0,11
17,78.93004491081501,13.01944598703667,-3,0,0,324,467,17,,1.0,-1.0,12
18,8.127910484088774,2.084523980770081,1,0,0,282,349,10,,0.0,-1.0,13
19,62.8745225828071,62.96726518598873,3,0,0,258,386,13,,1.0,162.0,14
20,98.69137142182123,39.804317410409574,-1,0,0,124,198,6,,0.0,389.0,15
21,33.19062848974967,62.44249271843925,3,0,0,319,481,6,,1.0,-1.0,16
22,82.5608672507594,93.67739495230019,3,0,0,339,437,7,,0.0,224.0,17
23,80.31241661790386,42.66739806158048,-3,0,0,238,403,6,,0.0,106.0,18
24,63.491423531206415,85.6299326716117,-1,0,0,0,81,18,,1.0,166.0,19
25,49.060968831173945,21.66866437053927,-3,0,0,234,302,11,,1.0,-1.0,20
26,16.972343974787297,0.01577445780567288,3,0,0,293,392,19,,0.0,378.0,21
27,71.82379949812842,11.10972088459905,1,0,0,202,267,7,,0.0,-1.0,22
28,24.383909969594043,29.787633152279337,-1,0,0,341,467,6,,0.0,-1.0,23
29,56.037986013676836,39.795727729576925,-3,0,0,14,110,15,,0.0,-1.0,24
30,67.46739920231619,5.5638659328702715,1,0,0,66,155,11,,0.0,-1.0,25
31,12.393919426443944,49.921150353326674,2,0,0,38,193,15,,0.0,72.0,26
32,33.69647878468298,29.58133627513597,1,0,0,336,507,7,,1.0,-1.0,27
33,6.702807903752273,89.57191747480014,-2,0,0,322,484,18,,1.0,340.0,28
34,69.18185861250508,12.161815681964939,3,0,0,330,449,5,,0.0,-1.0,29
35,6.504595773714062,97.48725334312431,3,0,0,25,170,9,,0.0,-1.0,30
36,68.1172550439505,41.74560710937415,-1,0,0,50,222,6,,0.0,-1.0,31
37,70.17310407557848,75.63317864801591,3,0,0,337,441,19,,0.0,-1.0,32
38,77.99622023887794,47.787730565305765,-3,0,0,226,308,16,,1.0,-1.0,33
39,42.9882758124848,1.102808426890034,-3,0,0,332,431,10,,0.0,-1.0,34
40,92.6557115141838,60.33078783889431,3,0,0,23,84,7,,0.0,-1.0,35
41,20.31539371899681,91.96034194214366,2,0,0,116,249,9,,0.0,-1.0,36
