0,38,63,75,47,5,30,63,41,87,11,51,63,53,14,10,63,59,22,66,53,32,54,23,50,33,51,50,56,99,90,44,86,64,29,59,73,77,27,83,31,63,80,91,85,51,89,20
38,0,28,37,34,33,21,32,47,49,45,18,39,15,25,29,51,21,49,48,38,8,50,16,31,28,53,48,21,75,51,23,47,40,9,20,35,54,24,61,33,24,44,57,50,20,56,29
63,28,0,36,31,57,50,8,52,27,71,12,21,13,51,53,73,10,77,68,30,31,76,39,25,37,53,74,7,87,35,47,32,58,36,20,14,70,39,75,43,19,43,59,49,39,60,58
75,37,36,0,64,70,48,45,81,29,78,40,57,31,61,67,50,27,79,43,64,46,59,54,58,64,86,59,35,52,21,36,19,31,46,19,25,39,61,43,68,17,7,23,13,26,23,60
47,34,31,64,0,42,51,25,20,58,58,23,18,32,41,38,85,37,68,83,6,29,83,30,6,13,22,80,28,109,67,57,64,75,35,44,46,89,20,95,17,46,71,87,77,54,86,53
5,33,57,70,42,0,26,57,38,81,16,45,58,47,9,4,61,53,25,63,49,26,53,18,44,28,48,50,50,96,84,40,80,61,23,53,67,74,22,80,27,57,75,87,80,46,85,18
30,21,50,48,51,26,0,54,57,68,30,40,60,37,17,26,36,42,31,37,56,22,31,22,50,41,65,29,43,70,66,14,63,34,16,37,54,47,34,53,42,41,53,62,57,22,59,11
63,32,8,45,25,57,54,0,46,33,72,13,12,19,52,52,80,18,79,76,22,33,82,40,19,33,46,80,11,95,43,53,40,65,39,28,22,78,37,84,39,28,52,68,58,46,68,60
41,47,52,81,20,38,57,46,0,79,53,42,38,50,42,35,94,56,64,93,24,40,89,35,26,18,9,86,48,123,87,67,84,87,43,62,66,101,23,108,15,64,89,104,95,68,103,55
87,49,27,29,58,81,68,33,79,0,94,38,44,34,74,78,79,28,98,72,56,55,86,64,52,64,80,86,32,80,13,60,12,61,59,30,14,69,65,73,70,26,34,47,38,49,49,78
11,45,71,78,58,16,30,72,53,94,0,59,74,60,20,20,59,66,11,62,65,39,47,32,60,45,62,44,64,96,95,44,92,63,35,64,80,74,38,80,42,68,83,93,88,53,90,19
