0,60,52,27,66,25,30,57,48,81,32,30,56,29,8,35,65,66,78,27,59,60,71,57,72,25,38,46,37,94,22,56,54,68,72,58,87,82,41,56,18,5,22,50,64
60,0,63,53,24,36,88,26,12,21,59,70,46,31,68,38,51,19,24,87,3,6,75,21,69,82,46,47,33,36,39,43,19,29,16,2,27,22,30,10,72,65,48,22,13
52,63,0,73,48,57,58,39,59,79,80,29,92,54,60,70,100,52,63,62,60,58,18,43,20,52,78,16,32,82,43,90,72,46,63,60,77,80,70,52,45,56,31,72,56
27,53,73,0,69,20,55,62,41,72,6,57,31,25,28,16,38,66,77,50,54,56,92,60,91,51,13,62,47,89,31,31,39,72,69,53,81,73,24,55,45,29,42,34,62
66,24,48,69,0,49,89,9,30,32,75,64,69,43,74,55,74,5,15,89,20,18,55,8,49,82,65,33,29,34,44,66,42,4,16,22,29,33,50,15,72,71,47,45,11
25,36,57,20,49,0,56,42,24,57,26,47,35,5,32,13,44,47,58,53,36,38,75,40,73,50,21,44,27,72,13,34,28,52,51,35,64,58,16,36,41,30,27,24,44
30,88,58,55,89,56,0,79,77,109,58,29,86,59,27,66,94,90,103,7,87,87,74,80,78,7,68,61,59,121,49,86,84,90,99,87,114,111,72,83,17,27,42,81,90
57,26,39,62,9,42,79,0,28,39,69,55,67,37,66,51,73,12,25,80,22,20,49,4,43,72,60,24,20,43,36,64,41,10,23,23,38,40,46,15,62,62,37,43,16
48,12,59,41,30,24,77,28,0,33,47,61,38,19,55,26,45,27,36,75,13,15,73,24,69,70,35,43,27,48,28,36,13,35,28,12,40,34,19,15,61,53,39,15,22
81,21,79,72,32,57,109,39,33,0,77,90,58,52,89,56,60,27,20,108,22,22,87,35,81,102,63,63,52,19,60,55,34,36,15,22,11,1,48,27,92,86,69,38,23
32,59,80,6,75,26,58,69,47,77,0,63,30,32,31,21,37,73,83,53,60,62,99,67,98,54,14,69,54,95,38,31,43,79,75,59,86,78,29,61,50,33,48,39,68
30,70,29,57,64,47,29,55,61,90,63,0,83,47,35,60,91,67,80,33,68,67,46,57,49,23,66,33,37,98,35,82,72,64,77,68,92,91,64,62,17,32,22,70,68
56,46,92,31,69,35,86,67,38,58,30,83,0,37,59,22,8,64,70,81,49,51,108,63,105,81,18,77,59,77,49,2,27,73,61,47,68,58,21,53,74,59,63,23,59
29,31,54,25,43,5,59,37,19,52,32,47,37,0,36,16,45,41,53,57,31,32,71,35,69,53,25,40,23,67,12,36,25,47,45,30,59,54,16,30,43,34,26,22,38
8,68,60,28,74,32,27,66,55,89,31,35,59,36,0,39,67,74,87,22,67,68,78,65,79,23,41,54,46,103,30,59,60,77,80,66,95,90,46,64,19,3,31,56,72
35,38,70,16,55,13,66,51,26,56,21,60,22,16,39,0,31,53,62,62,39,41,87,48,85,60,9,56,39,73,27,21,22,60,54,38,65,57,8,41,53,39,40,18,48
65,51,100,38,74,44,94,73,45,60,37,91,8,45,67,31,0,70,75,89,54,57,116,69,113,89,26,85,67,79,58,9,32,79,66,52,71,61,29,59,83,67,71,30,64
66,19,52,66,5,47,90,12,27,27,73,67,64,41,74,53,70,0,13,90,16,13,60,10,54,83,62,37,30,31,44,62,38,10,11,17,25,28,46,12,73,71,48,41,6
78,24,63,77,15,58,103,25,36,20,83,80,70,53,87,62,75,13,0,103,22,20,69,23,62,96,70,49,43,18,56,68,43,17,8,24,14,21,55,22,86,84,61,47,14
27,87,62,50,89,53,7,80,75,108,53,33,81,57,22,62,89,90,103,0,86,86,79,81,82,9,63,63,60,121,48,82,81,91,98,85,113,110,69,82,18,23,42,78,90
59,3,60,54,20,36,87,22,13,22,60,68,49,31,67,39,54,16,22,86,0,2,71,18,66,80,47,43,30,36,37,46,22,25,14,1,27,24,32,7,70,64,46,25,10
60,6,58,56,18,38,87,20,15,22,62,67,51,32,68,41,57,13,20,86,2,0,69,15,64,80,50,42,30,34,38,49,24,22,12,4,26,24,34,5,70,65,46,27,7
71,75,18,92,55,75,74,49,73,87,99,46,108,71,78,87,116,60,69,79,71,69,0,53,7,69,96,31,48,86,61,106,87,51,71,72,83,89,87,64,62,75,50,87,65
57,21,43,60,8,40,80,4,24,35,67,57,63,35,65,48,69,10,23,81,18,15,53,0,48,73,57,27,20,41,35,61,37,12,20,19,35,37,43,11,63,62,38,39,12
72,69,20,91,49,73,78,43,69,81,98,49,105,69,79,85,113,54,62,82,66,64,7,48,0,72,94,28,45,79,60,103,83,45,65,67,77,82,84,59,65,76,50,84,59
25,82,52,51,82,50,7,72,70,102,54,23,81,53,23,60,89,83,96,9,80,80,69,73,72,0,63,54,52,114,42,81,78,83,92,80,107,104,66,76,10,22,35,75,83
38,46,78,13,65,21,68,60,35,63,14,66,18,25,41,9,26,62,70,63,47,50,96,57,94,63,0,65,48,81,35,18,29,69,62,46,72,64,15,50,56,41,48,24,57
46,47,16,62,33,44,61,24,43,63,69,33,77,40,54,56,85,37,49,63,43,42,31,27,28,54,65,0,17,68,31,75,56,32,48,44,62,64,55,36,44,51,23,56,40
37,33,32,47,29,27,59,20,27,52,54,37,59,23,46,39,67,30,43,60,30,30,48,20,45,52,48,17,0,61,17,58,40,31,39,31,55,54,38,24,42,42,17,39,31
94,36,82,89,34,72,121,43,48,19,95,98,77,67,103,73,79,31,18,121,36,34,86,41,79,114,81,68,61,0,73,74,52,35,22,36,8,18,65,38,104,100,79,56,30
22,39,43,31,44,13,49,36,28,60,38,35,49,12,30,27,58,44,56,48,37,38,61,35,60,42,35,31,17,73,0,48,37,46,50,37,65,61,29,34,33,27,13,35,42
56,43,90,31,66,34,86,64,36,55,31,82,2,36,59,21,9,62,68,82,46,49,106,61,103,81,18,75,58,74,48,0,24,71,59,45,66,56,19,51,74,59,62,21,56
54,19,72,39,42,28,84,41,13,34,43,72,27,25,60,22,32,38,43,81,22,24,87,37,83,78,29,56,40,52,37,24,0,47,35,20,43,35,14,27,69,58,50,4,32
68,29,46,72,4,52,90,10,35,36,79,64,73,47,77,60,79,10,17,91,25,22,51,12,45,83,69,32,31,35,46,71,47,0,20,27,32,37,54,20,73,73,48,49,16
72,16,63,69,16,51,99,23,28,15,75,77,61,45,80,54,66,11,8,98,14,12,71,20,65,92,62,48,39,22,50,59,35,20,0,15,15,17,46,16,81,78,57,38,8
58,2,60,53,22,35,87,23,12,22,59,68,47,30,66,38,52,17,24,85,1,4,72,19,67,80,46,44,31,36,37,45,20,27,15,0,28,24,31,8,70,64,46,23,11
87,27,77,81,29,64,114,38,40,11,86,92,68,59,95,65,71,25,14,113,27,26,83,35,77,107,72,62,55,8,65,66,43,32,15,28,0,11,57,30,96,92,72,48,23
82,22,80,73,33,58,111,40,34,1,78,91,58,54,90,57,61,28,21,110,24,24,89,37,82,104,64,64,54,18,61,56,35,37,17,24,11,0,49,29,94,88,70,39,24
41,30,70,24,50,16,72,46,19,48,29,64,21,16,46,8,29,46,55,69,32,34,87,43,84,66,15,55,38,65,29,19,14,54,46,31,57,49,0,34,58,45,43,10,41
56,10,52,55,15,36,83,15,15,27,61,62,53,30,64,41,59,12,22,82,7,5,64,11,59,76,50,36,24,38,34,51,27,20,16,8,30,29,34,0,66,62,41,29,7
18,72,45,45,72,41,17,62,61,92,50,17,74,43,19,53,83,73,86,18,70,70,62,63,65,10,56,44,42,104,33,74,69,73,81,70,96,94,58,66,0,17,25,66,73
5,65,56,29,71,30,27,62,53,86,33,32,59,34,3,39,67,71,84,23,64,65,75,62,76,22,41,51,42,100,27,59,58,73,78,64,92,88,45,62,17,0,27,55,69
22,48,31,42,47,27,42,37,39,69,48,22,63,26,31,40,71,48,61,42,46,46,50,38,50,35,48,23,17,79,13,62,50,48,57,46,72,70,43,41,25,27,0,48,48
50,22,72,34,45,24,81,43,15,38,39,70,23,22,56,18,30,41,47,78,25,27,87,39,84,75,24,56,39,56,35,21,4,49,38,23,48,39,10,29,66,55,48,0,35
64,13,56,62,11,44,90,16,22,23,68,68,59,38,72,48,64,6,14,90,10,7,65,12,59,83,57,40,31,30,42,56,32,16,8,11,23,24,41,7,73,69,48,35,0
