0,22,47,72,49,62,54,77,73,53,64,106,45,50,36,59,81,73,38,78,87,56,79,53,80,92,77,97,70,68,36,45,68,13,42,116,110,42,12,68,52,85,75,73,49,36,89,11,65,14,84
22,0,36,54,44,39,47,70,58,42,43,83,22,35,15,39,59,56,16,62,65,33,60,49,62,70,61,77,49,47,16,34,52,11,36,93,87,19,10,54,37,70,53,58,32,21,67,17,55,33,65
47,36,0,81,11,52,11,33,88,6,64,81,37,10,28,28,58,84,46,32,54,46,84,16,87,62,31,58,38,39,48,2,25,44,7,86,84,33,40,85,12,39,45,89,15,16,75,35,19,45,88
72,54,81,0,92,35,93,112,10,84,19,66,44,74,53,62,53,4,38,91,69,38,9,97,9,66,90,86,63,59,38,79,81,59,85,79,70,47,61,12,74,97,60,12,68,66,40,71,97,86,14
49,44,11,92,0,63,5,28,99,13,75,91,47,21,39,39,69,95,55,37,63,57,95,5,98,72,36,66,49,50,57,13,33,49,7,96,94,44,45,95,23,43,56,99,27,25,87,37,17,44,99
62,39,52,35,63,0,63,79,44,53,15,45,18,42,29,27,23,39,25,56,37,6,34,68,37,37,56,53,28,24,28,49,46,49,57,57,49,22,49,43,42,62,26,46,36,40,27,55,64,72,37
54,47,11,93,5,63,0,23,100,10,76,89,48,20,40,38,67,96,57,32,60,57,96,6,98,69,31,62,46,48,59,14,29,53,11,92,91,45,49,96,21,38,54,101,26,27,86,42,12,49,100
77,70,33,112,28,79,23,0,120,28,93,94,67,38,61,51,76,115,78,29,64,74,113,24,116,74,29,59,55,58,81,35,34,77,35,94,95,65,73,117,38,30,62,121,44,49,97,66,15,71,116
73,58,88,10,99,44,100,120,0,91,29,76,52,81,60,71,63,6,43,100,80,47,17,104,15,76,100,96,72,69,42,86,90,61,91,89,80,55,64,5,82,107,70,2,76,73,50,74,105,88,21
53,42,6,84,13,53,10,28,91,0,66,78,39,10,32,27,56,87,50,25,50,47,86,16,89,59,24,53,35,37,52,8,20,50,13,82,81,36,46,88,10,32,43,92,16,21,75,41,13,52,90
64,43,64,19,75,15,76,93,29,66,0,53,27,56,37,43,35,23,26,72,51,19,20,80,22,49,71,68,43,40,28,62,61,51,68,66,57,31,52,28,55,78,41,30,50,50,28,60,78,76,23
106,83,81,66,91,45,89,94,76,78,53,0,61,70,70,53,25,70,71,64,29,50,59,95,62,19,64,38,42,42,74,79,60,94,88,13,3,64,94,78,68,66,35,78,66,76,26,98,84,114,57
45,22,37,44,47,18,48,67,52,39,27,61,0,29,10,22,36,48,14,51,44,11,47,53,50,48,50,58,29,26,18,34,39,33,40,71,65,3,32,49,29,58,32,53,23,22,45,37,52,54,51
50,35,10,74,21,42,20,38,81,10,56,70,29,0,23,18,47,77,40,28,44,36,76,26,78,52,27,50,28,28,43,8,18,44,17,76,73,26,41,78,2,35,35,82,5,14,65,38,23,51,79
36,15,28,53,39,29,40,61,60,32,37,70,10,23,0,23,45,56,17,49,50,22,57,44,59,55,48,62,34,32,19,26,38,26,31,79,73,7,24,56,24,56,38,60,19,13,56,27,46,44,61
59,39,28,62,39,27,38,51,71,27,43,53,22,18,23,0,29,65,36,29,28,23,62,44,65,35,29,38,11,10,39,26,18,50,35,59,56,21,48,69,16,36,17,72,13,24,47,49,37,64,65
81,59,58,53,69,23,67,76,63,56,35,25,36,47,45,29,0,57,48,48,17,27,49,73,51,13,48,33,20,19,51,56,41,70,64,34,28,39,69,63,45,52,13,65,42,52,21,73,64,89,49
73,56,84,4,95,39,96,115,6,87,23,70,48,77,56,65,57,0,40,95,74,42,12,100,10,70,94,90,67,63,40,82,84,60,87,83,74,50,63,9,77,101,64,8,71,69,43,72,100,87,16
38,16,46,38,55,25,57,78,43,50,26,71,14,40,17,36,48,40,0,64,58,20,44,61,45,60,63,72,43,40,3,43,53,24,48,82,75,14,25,39,41,72,45,44,35,30,51,34,63,50,48
78,62,32,91,37,56,32,29,100,25,72,64,51,28,49,29,48,95,64,0,35,53,91,38,93,45,1,31,29,32,67,33,11,72,39,65,66,49,69,98,25,7,35,102,30,42,70,66,22,77,93
87,65,54,69,63,37,60,64,80,50,51,29,44,44,50,28,17,74,58,35,0,38,66,66,69,9,35,16,17,18,62,52,31,77,61,32,31,46,75,80,41,37,12,82,41,53,38,77,54,92,67
56,33,46,38,57,6,57,74,47,47,19,50,11,36,22,23,27,42,20,53,38,0,39,62,42,40,52,54,26,23,24,43,42,43,50,61,54,15,43,45,36,59,26,48,30,33,34,49,59,66,42
79,60,84,9,95,34,96,113,17,86,20,59,47,76,57,62,49,12,44,91,66,39,0,101,2,61,90,83,61,58,44,82,81,66,88,72,62,51,68,21,76,96,58,19,70,70,33,77,98,93,5
53,49,16,97,5,68,6,24,104,16,80,95,53,26,44,44,73,100,61,38,66,62,101,0,103,76,37,68,52,54,62,18,35,54,13,99,97,49,50,100,27,43,60,105,31,31,91,42,16,47,104
80,62,87,9,98,37,98,116,15,89,22,62,50,78,59,65,51,10,45,93,69,42,2,103,0,64,93,85,64,61,46,84,83,67,91,75,65,53,69,19,78,99,61,18,72,72,35,79,101,94,5
92,70,62,66,72,37,69,74,76,59,49,19,48,52,55,35,13,70,60,45,9,40,61,76,64,0,45,22,24,24,64,61,41,81,69,24,21,50,80,77,50,47,17,78,48,59,31,83,64,99,61
77,61,31,90,36,56,31,29,100,24,71,64,50,27,48,29,48,94,63,1,35,52,90,37,93,45,0,31,29,32,67,31,10,71,38,65,66,48,68,98,24,8,34,101,29,41,70,65,21,76,92
97,77,58,86,66,53,62,59,96,53,68,38,58,50,62,38,33,90,72,31,16,54,83,68,85,22,31,0,28,31,76,57,33,88,65,35,39,59,86,96,47,29,27,98,48,61,54,86,53,101,83
70,49,38,63,49,28,46,55,72,35,43,42,29,28,34,11,20,67,43,29,17,26,61,52,64,24,29,28,0,3,47,37,21,60,45,48,45,30,58,71,26,35,7,74,24,36,41,60,43,75,64
68,47,39,59,50,24,48,58,69,37,40,42,26,28,32,10,19,63,40,32,18,23,58,54,61,24,32,31,3,0,44,37,23,58,46,48,45,27,56,68,26,38,6,71,24,35,39,58,45,74,60
36,16,48,38,57,28,59,81,42,52,28,74,18,43,19,39,51,40,3,67,62,24,44,62,46,64,67,76,47,44,0,45,56,22,49,86,78,18,24,38,44,75,49,43,38,31,54,33,66,48,49
45,34,2,79,13,49,14,35,86,8,62,79,34,8,26,26,56,82,43,33,52,43,82,18,84,61,31,57,37,37,45,0,25,42,8,85,82,31,38,82,10,40,44,86,13,13,73,33,21,44,86
68,52,25,81,33,46,29,34,90,20,61,60,39,18,38,18,41,84,53,11,31,42,81,35,83,41,10,33,21,23,56,25,0,62,32,63,63,38,59,87,16,18,27,91,20,32,62,57,23,69,83
13,11,44,59,49,49,53,77,61,50,51,94,33,44,26,50,70,60,24,72,77,43,66,54,67,81,71,88,60,58,22,42,62,0,42,104,98,31,4,56,46,80,64,61,42,30,76,14,63,26,71
42,36,7,85,7,57,11,35,91,13,68,88,40,17,31,35,64,87,48,39,61,50,88,13,91,69,38,65,45,46,49,8,32,42,0,93,91,37,38,87,19,45,52,92,22,18,82,31,22,39,92
116,93,86,79,96,57,92,94,89,82,66,13,71,76,79,59,34,83,82,65,32,61,72,99,75,24,65,35,48,48,86,85,63,104,93,0,10,73,103,91,74,65,42,92,72,84,39,107,86,123,71
110,87,84,70,94,49,91,95,80,81,57,3,65,73,73,56,28,74,75,66,31,54,62,97,65,21,66,39,45,45,78,82,63,98,91,10,0,67,97,82,71,67,38,82,69,80,30,101,86,118,61
42,19,33,47,44,22,45,65,55,36,31,64,3,26,7,21,39,50,14,49,46,15,51,49,53,50,48,59,30,27,18,31,38,31,37,73,67,0,29,51,27,57,33,55,21,19,49,34,50,51,55
12,10,40,61,45,49,49,73,64,46,52,94,32,41,24,48,69,63,25,69,75,43,68,50,69,80,68,86,58,56,24,38,59,4,38,103,97,29,0,59,43,76,63,64,39,26,76,10,59,24,73
68,54,85,12,95,43,96,117,5,88,28,78,49,78,56,69,63,9,39,98,80,45,21,100,19,77,98,96,71,68,38,82,87,56,87,91,82,51,59,0,79,105,70,4,73,69,52,69,102,82,25
52,37,12,74,23,42,21,38,82,10,55,68,29,2,24,16,45,77,41,25,41,36,76,27,78,50,24,47,26,26,44,10,16,46,19,74,71,27,43,79,0,33,33,83,6,16,64,40,23,53,79
85,70,39,97,43,62,38,30,107,32,78,66,58,35,56,36,52,101,72,7,37,59,96,43,99,47,8,29,35,38,75,40,18,80,45,65,67,57,76,105,33,0,39,108,38,49,74,73,26,84,99
75,53,45,60,56,26,54,62,70,43,41,35,32,35,38,17,13,64,45,35,12,26,58,60,61,17,34,27,7,6,49,44,27,64,52,42,38,33,63,70,33,39,0,72,31,42,35,65,50,81,60
73,58,89,12,99,46,101,121,2,92,30,78,53,82,60,72,65,8,44,102,82,48,19,105,18,78,101,98,74,71,43,86,91,61,92,92,82,55,64,4,83,108,72,0,76,73,52,74,106,87,23
49,32,15,68,27,36,26,44,76,16,50,66,23,5,19,13,42,71,35,30,41,30,70,31,72,48,29,48,24,24,38,13,20,42,22,72,69,21,39,73,6,38,31,76,0,12,60,38,29,52,73
36,21,16,66,25,40,27,49,73,21,50,76,22,14,13,24,52,69,30,42,53,33,70,31,72,59,41,61,36,35,31,13,32,30,18,84,80,19,26,69,16,49,42,73,12,0,66,25,34,39,74
89,67,75,40,87,27,86,97,50,75,28,26,45,65,56,47,21,43,51,70,38,34,33,91,35,31,70,54,41,39,54,73,62,76,82,39,30,49,76,52,64,74,35,52,60,66,0,83,84,100,31
11,17,35,71,37,55,42,66,74,41,60,98,37,38,27,49,73,72,34,66,77,49,77,42,79,83,65,86,60,58,33,33,57,14,31,107,101,34,10,69,40,73,65,74,38,25,83,0,53,16,82
65,55,19,97,17,64,12,15,105,13,78,84,52,23,46,37,64,100,63,22,54,59,98,16,101,64,21,53,43,45,66,21,23,63,22,86,86,50,59,102,23,26,50,106,29,34,84,53,0,61,102
14,33,45,86,44,72,49,71,88,52,76,114,54,51,44,64,89,87,50,77,92,66,93,47,94,99,76,101,75,74,48,44,69,26,39,123,118,51,24,82,53,84,81,87,52,39,100,16,61,0,98
84,65,88,14,99,37,100,116,21,90,23,57,51,79,61,65,49,16,48,93,67,42,5,104,5,61,92,83,64,60,49,86,83,71,92,71,61,55,73,25,79,99,60,23,73,74,31,82,102,98,0
