0,17,78,63,51,71,49,66,4,24,68,55,70,60,90,34,49,8,40,37,60,59,67,60,25,31,57,61,27,36,60,62,34,21,63,62,51,61
17,0,93,62,66,89,53,75,13,35,86,73,79,77,103,45,50,21,57,50,64,75,82,76,38,46,73,78,40,54,65,79,25,18,59,79,68,79
78,93,0,81,77,46,60,41,80,58,31,51,41,63,21,51,71,80,37,44,61,18,10,67,81,74,70,32,52,46,58,26,111,98,91,18,59,29
63,62,81,0,108,107,23,40,61,46,95,98,42,108,76,42,15,72,67,49,19,71,73,110,88,90,109,90,49,75,22,85,88,80,12,79,99,88
51,66,77,108,0,40,87,92,55,61,50,26,95,18,97,66,92,45,48,63,97,62,70,15,28,20,10,45,59,37,96,51,65,55,111,58,17,47
71,89,46,107,40,0,84,77,75,66,15,17,79,22,68,65,93,68,41,58,91,40,44,26,59,49,30,18,61,36,89,24,97,85,115,33,24,20
49,53,60,23,87,84,0,25,48,27,72,75,28,86,60,20,11,56,44,26,11,49,51,88,70,71,88,67,28,52,11,62,79,68,31,56,77,65
66,75,41,40,92,77,25,0,66,42,63,73,3,86,36,31,35,72,43,31,21,37,35,88,82,80,89,59,39,54,18,53,99,87,52,45,78,57
4,13,80,61,55,75,48,66,0,24,72,59,70,64,92,35,47,11,43,38,59,62,70,64,29,35,61,64,29,40,59,65,33,20,60,65,56,65
24,35,58,46,61,66,27,42,24,0,58,54,45,63,68,10,31,30,26,14,38,41,48,64,43,44,63,51,6,30,37,49,58,45,50,47,54,50
68,86,31,95,50,15,72,63,72,58,0,23,64,34,52,55,82,67,31,47,78,25,29,38,62,53,41,7,52,32,76,9,98,85,103,17,32,7
55,73,51,98,26,17,75,73,59,54,23,0,76,12,73,55,83,52,31,49,83,39,46,15,42,32,18,19,49,23,82,25,80,68,104,34,8,22
70,79,41,42,95,79,28,3,70,45,64,76,0,88,34,35,38,76,46,34,23,39,36,91,85,83,92,61,43,58,20,55,103,91,54,46,81,59
60,77,63,108,18,22,86,86,64,63,34,12,88,0,85,66,93,55,43,60,95,51,58,4,42,32,8,31,59,33,93,37,80,69,113,46,9,34
90,103,21,76,97,68,60,36,92,68,52,73,34,85,0,58,71,94,53,53,57,35,27,89,98,92,92,54,63,64,54,47,125,111,88,39,80,51
34,45,51,42,66,65,20,31,35,10,55,55,35,66,58,0,27,40,24,7,30,35,40,67,51,51,67,49,8,32,29,46,68,55,49,41,57,48
49,50,71,15,92,93,11,35,47,31,82,83,38,93,71,27,0,57,52,35,16,59,62,95,72,74,94,76,34,60,18,72,75,66,21,67,84,75
8,21,80,72,45,68,56,72,11,30,67,52,76,55,94,40,57,0,42,42,67,61,70,54,17,24,51,60,33,36,67,61,31,18,71,63,47,61
40,57,37,67,48,41,44,43,43,26,31,31,46,43,53,24,52,42,0,17,51,19,27,45,44,39,46,24,20,11,50,22,74,60,73,22,35,24
37,50,44,49,63,58,26,31,38,14,47,49,34,60,53,7,35,42,17,0,34,27,33,62,51,49,62,41,9,26,33,38,72,58,56,34,51,40
60,64,61,19,97,91,11,21,59,38,78,83,23,95,57,30,16,67,51,34,0,53,54,97,81,81,97,73,38,61,2,68,90,79,31,61,86,71
59,75,18,71,62,40,49,37,62,41,25,39,39,51,35,35,59,61,19,27,53,0,8,55,63,57,57,22,35,29,51,16,93,79,80,7,46,19
67,82,10,73,70,44,51,35,70,48,29,46,36,58,27,40,62,70,27,33,54,8,0,62,72,65,65,28,42,37,51,21,101,88,83,12,53,25
60,76,67,110,15,26,88,88,64,64,38,15,91,4,89,67,95,54,45,62,97,55,62,0,40,30,4,34,60,35,95,41,78,67,115,50,10,37
25,38,81,88,28,59,70,82,29,43,62,42,85,42,98,51,72,17,44,51,81,63,72,40,0,9,36,55,43,34,81,58,38,27,89,63,35,56
31,46,74,90,20,49,71,80,35,44,53,32,83,32,92,51,74,24,39,49,81,57,65,30,9,0,26,46,43,28,81,50,48,36,92,56,25,48
