0,29,67,48,21,17,49,44,7,63,26,25,35,58,65,78,54,12,48,62,39,44,30,70,24,72,46,64,33,4,84,61,76,54,59,97,41
29,0,87,76,15,39,64,44,33,65,53,23,57,86,94,61,45,22,78,87,25,47,36,99,13,91,65,48,11,34,83,43,83,73,56,107,36
67,87,0,32,87,50,26,55,60,50,44,65,32,36,46,93,68,79,49,17,74,50,53,44,75,6,22,82,82,64,61,86,39,15,58,44,62
48,76,32,0,70,36,38,61,43,67,22,59,22,11,21,103,75,60,16,18,73,57,51,24,66,38,27,90,74,44,84,91,65,31,70,76,65
21,15,87,70,0,36,67,53,27,74,48,30,55,80,86,76,57,10,69,84,38,54,41,92,22,92,66,63,25,26,93,58,90,74,67,113,46
17,39,50,36,36,0,33,34,9,50,15,23,19,47,56,74,47,28,42,48,38,32,19,60,29,56,29,59,38,14,71,59,60,37,48,81,34
49,64,26,38,67,33,0,29,42,29,34,41,20,47,58,68,42,60,53,35,48,24,28,59,51,28,10,57,57,47,45,60,29,11,34,48,36
44,44,55,61,53,34,29,0,40,21,46,22,38,72,82,42,14,50,72,63,21,4,15,84,31,57,36,29,34,45,40,31,39,40,14,63,8
7,33,60,43,27,9,42,40,0,58,20,23,28,53,61,76,50,19,45,56,38,39,24,66,25,65,39,62,34,5,78,60,69,47,54,90,38
63,65,50,67,74,50,29,21,58,0,59,43,47,77,88,43,24,71,81,63,41,19,34,88,52,50,39,35,54,63,20,41,20,39,10,44,28
26,53,44,22,48,15,34,46,20,59,0,39,14,32,41,88,60,38,27,36,53,43,33,45,44,50,27,73,53,21,78,73,64,34,59,81,48
25,23,65,59,30,23,41,22,23,43,39,0,38,70,79,53,29,28,65,67,15,24,12,83,9,69,43,38,16,28,63,36,60,50,36,84,17
35,57,32,22,55,19,20,38,28,47,14,38,0,34,44,80,52,47,34,29,50,34,28,47,46,37,12,67,54,31,65,68,50,20,48,67,42
58,86,36,11,80,47,47,72,53,77,32,70,34,0,10,114,86,70,16,19,84,67,62,13,77,42,37,100,85,53,92,102,73,39,81,81,76
65,94,46,21,86,56,58,82,61,88,41,79,44,10,0,124,96,76,17,28,93,78,72,6,85,51,48,111,94,60,103,112,83,50,92,90,86
78,61,93,103,76,74,68,42,76,43,88,53,80,114,124,0,28,79,114,104,39,46,54,127,55,93,78,14,50,81,46,18,62,80,35,83,39
54,45,68,75,57,47,42,14,50,24,60,29,52,86,96,28,0,58,86,77,20,18,27,99,35,69,50,14,34,56,38,18,44,53,13,68,12
12,22,79,60,10,28,60,50,19,71,38,28,47,70,76,79,58,0,59,75,40,51,37,81,23,84,58,65,29,16,91,61,85,66,65,107,46
48,78,49,16,69,42,53,72,45,81,27,65,34,16,17,114,86,59,0,33,80,69,60,23,70,55,43,100,79,43,99,100,81,47,83,93,75
62,87,17,18,84,48,35,63,56,63,36,67,29,19,28,104,77,75,33,0,79,58,56,26,75,23,26,92,83,58,77,94,56,24,69,62,69
39,25,74,73,38,38,48,21,38,41,53,15,50,84,93,39,20,40,80,79,0,25,22,97,16,77,53,25,14,42,58,21,60,59,31,85,13
44,47,50,57,54,32,24,4,39,19,43,24,34,67,78,46,18,51,69,58,25,0,14,80,34,52,32,33,37,45,39,36,36,36,15,60,12
30,36,53,51,41,19,28,15,24,34,33,12,28,62,72,54,27,37,60,56,22,14,0,75,22,56,31,40,28,30,54,40,48,38,29,71,15
70,99,44,24,92,60,59,84,66,88,45,83,47,13,6,127,99,81,23,26,97,80,75,0,90,49,49,113,98,65,103,115,83,50,93,88,89
24,13,75,66,22,29,51,31,25,52,44,9,46,77,85,55,35,23,70,75,16,34,22,90,0,78,53,41,8,28,71,37,70,60,44,93,24
72,91,6,38,92,56,28,57,65,50,50,69,37,42,51,93,69,84,55,23,77,52,56,49,78,0,26,83,85,69,59,87,37,18,58,39,65
46,65,22,27,66,29,10,36,39,39,27,43,12,37,48,78,50,58,43,26,53,32,31,49,53,26,0,65,60,43,56,68,38,8,44,54,43
64,48,82,90,63,59,57,29,62,35,73,38,67,100,111,14,14,65,100,92,25,33,40,113,41,83,65,0,37,66,44,7,56,68,25,79,25
33,11,82,74,25,38,57,34,34,54,53,16,54,85,94,50,34,29,79,83,14,37,28,98,8,85,60,37,0,37,72,32,73,66,45,97,25
4,34,64,44,26,14,47,45,5,63,21,28,31,53,60,81,56,16,43,58,42,45,30,65,28,69,43,66,37,0,84,64,75,51,60,95,43
84,83,61,84,93,71,45,40,78,20,78,63,65,92,103,46,38,91,99,77,58,39,54,103,71,59,56,44,72,84,0,51,22,53,26,37,46
61,43,86,91,58,59,60,31,60,41,73,36,68,102,112,18,18,61,100,94,21,36,40,115,37,87,68,7,32,64,51,0,62,72,31,85,25
76,83,39,65,90,60,29,39,69,20,64,60,50,73,83,62,44,85,81,56,60,36,48,83,70,37,38,56,73,75,22,62,0,34,31,24,47
54,73,15,31,74,37,11,40,47,39,34,50,20,39,50,80,53,66,47,24,59,36,38,50,60,18,8,68,66,51,53,72,34,0,45,47,47
59,56,58,70,67,48,34,14,54,10,59,36,48,81,92,35,13,65,83,69,31,15,29,93,44,58,44,25,45,60,26,31,31,45,0,55,20
97,107,44,76,113,81,48,63,90,44,81,84,67,81,90,83,68,107,93,62,85,60,71,88,93,39,54,79,97,95,37,85,24,47,55,0,72
41,36,62,65,46,34,36,8,38,28,48,17,42,76,86,39,12,46,75,69,13,12,15,89,24,65,43,25,25,43,46,25,47,47,20,72,0
