0,87,56,38,24,93,38,57,65,77,47,1,25,39,62,56,33,94,1,68,35,7,57,50,83,23,43,52,60,53,32,40,68,73,55,49,46,102,87,50,92,62,71,80,57,36,84,21,78,35,87,78,59
87,0,108,51,79,62,55,106,88,22,40,85,92,56,81,87,54,41,86,19,56,92,35,97,45,63,63,88,35,34,90,51,59,72,105,40,104,63,44,71,18,42,41,27,91,100,19,65,19,80,69,26,51
56,108,0,79,38,77,54,2,29,88,80,57,81,85,33,23,73,92,54,95,57,61,94,10,78,60,94,20,72,83,25,83,56,49,3,70,9,86,83,37,121,67,112,115,19,20,115,60,91,30,66,113,105
38,51,79,0,42,78,29,79,73,48,11,37,42,9,67,67,5,71,38,31,24,42,18,70,63,19,20,65,37,17,55,4,59,69,77,24,72,86,67,53,53,43,33,41,70,64,46,20,48,49,78,40,26
24,79,38,42,0,71,23,37,40,64,44,24,48,47,37,32,36,76,22,62,23,31,58,29,64,22,56,28,46,48,13,45,46,49,36,38,30,80,68,26,89,44,75,80,33,22,82,22,65,11,64,78,67
93,62,77,78,71,0,55,74,48,41,69,92,112,87,43,53,76,23,91,64,60,100,77,68,17,74,98,57,41,65,73,82,24,27,73,54,79,9,17,46,80,35,93,85,57,81,79,76,43,63,11,83,97
38,55,54,29,23,55,0,53,44,40,26,37,56,38,37,39,25,55,37,40,5,45,40,44,44,18,48,37,23,28,34,33,32,41,52,16,49,64,49,23,67,23,59,60,42,44,61,20,42,25,52,58,54
57,106,2,79,37,74,53,0,26,87,79,57,82,85,30,21,73,89,55,94,56,62,93,9,76,60,93,18,70,82,25,82,54,47,1,69,11,83,80,35,120,65,112,114,17,21,114,60,89,29,63,112,105
65,88,29,73,40,48,44,26,0,66,69,65,89,81,6,8,68,65,63,79,48,71,83,22,52,57,91,13,53,70,34,77,30,21,26,56,33,57,56,20,104,45,102,101,10,38,99,59,69,29,37,99,98
77,22,88,48,64,41,40,87,66,0,36,76,89,56,60,67,49,24,76,24,42,83,40,78,23,54,66,68,17,31,73,50,37,50,85,27,86,44,24,51,40,21,53,44,71,83,38,55,2,62,47,42,59
47,40,80,11,44,69,26,79,69,36,0,45,53,19,63,65,14,59,46,20,23,52,13,70,53,25,30,64,27,6,57,14,51,63,78,15,74,75,56,49,45,34,32,35,68,67,38,26,36,50,69,33,29
1,85,57,37,24,92,37,57,65,76,45,0,24,37,62,56,32,93,2,66,34,7,55,51,82,22,41,52,59,51,33,38,68,72,56,48,47,101,86,50,90,61,69,78,57,37,83,20,77,35,87,77,58
25,92,81,42,48,112,56,82,89,89,53,24,0,37,86,81,40,110,26,73,52,19,58,75,100,38,33,77,75,59,57,41,89,95,80,62,71,121,104,73,93,79,65,78,82,61,85,36,89,60,108,77,52
39,56,85,9,47,87,38,85,81,56,19,37,37,0,75,75,13,79,39,36,33,41,21,76,72,25,11,73,46,25,61,5,68,78,83,33,77,94,75,61,56,52,31,41,78,69,48,24,55,56,87,41,20
62,81,33,67,37,43,37,30,6,60,63,62,86,75,0,9,62,59,60,72,42,69,76,24,46,52,86,14,46,64,33,71,24,16,29,49,35,53,50,14,97,39,95,94,13,39,92,54,62,26,33,92,92
56,87,23,67,32,53,39,21,8,67,65,56,81,75,9,0,62,68,55,77,43,63,79,14,55,51,85,4,52,66,25,71,33,26,20,52,25,63,59,16,102,45,98,98,4,30,97,52,69,21,43,96,93
33,54,73,5,36,76,25,73,68,49,14,32,40,13,62,62,0,70,33,34,20,38,23,64,62,13,23,60,36,20,49,9,56,65,71,23,66,84,66,48,58,41,39,46,65,58,51,14,49,44,75,45,32
94,41,92,71,76,23,55,89,65,24,59,93,110,79,59,68,70,0,93,49,59,101,64,82,13,72,89,71,34,54,82,74,35,44,88,47,92,22,9,56,59,32,78,67,72,92,59,74,26,71,33,65,84
1,86,54,38,22,91,37,55,63,76,46,2,26,39,60,55,33,93,0,67,33,9,57,49,81,22,43,50,59,52,31,40,67,71,54,48,45,100,86,48,91,60,71,79,55,35,84,20,77,34,86,78,59
68,19,95,31,62,64,40,94,79,24,20,66,73,36,72,77,34,49,67,0,39,72,16,85,47,45,44,77,27,15,75,32,54,67,92,25,90,69,49,60,26,35,29,22,81,85,20,46,23,65,69,19,35
35,56,57,24,23,60,5,56,48,42,23,34,52,33,42,43,20,59,33,39,0,42,37,47,48,13,43,41,25,26,35,29,37,46,54,16,51,68,53,28,66,27,55,58,46,45,59,15,44,27,57,56,50
7,92,61,42,31,100,45,62,71,83,52,7,19,41,69,63,38,101,9,72,42,0,61,56,90,29,44,59,67,58,38,43,76,80,60,55,51,109,94,57,96,69,73,83,63,41,88,27,84,42,95,82,61
57,35,94,18,58,77,40,93,83,40,13,55,58,21,76,79,23,64,57,16,37,61,0,84,60,37,28,78,36,13,71,17,63,75,92,27,87,83,63,63,35,44,18,22,82,80,27,37,38,64,79,21,19
50,97,10,70,29,68,44,9,22,78,70,51,75,76,24,14,64,82,49,85,47,56,84,0,69,51,85,10,62,73,18,74,47,41,7,60,10,77,73,27,111,56,103,105,11,17,105,52,80,20,58,103,96
83,45,78,63,64,17,44,76,52,23,53,82,100,72,46,55,62,13,81,47,48,90,60,69,0,62,83,58,26,49,69,67,22,31,75,39,78,22,4,43,63,21,76,68,59,78,62,64,26,58,24,65,80
23,63,60,19,22,74,18,60,57,54,25,22,38,25,52,51,13,72,22,45,13,29,37,51,62,0,34,48,38,30,35,23,51,58,58,26,52,82,66,38,70,41,53,59,53,44,63,2,54,31,70,58,45
43,63,94,20,56,98,48,93,91,66,30,41,33,11,86,85,23,89,43,44,43,44,28,85,83,34,0,82,57,35,69,16,79,89,92,44,85,105,86,72,60,63,31,45,87,76,53,33,65,65,98,44,18
52,88,20,65,28,57,37,18,13,68,64,52,77,73,14,4,60,71,50,77,41,59,78,10,58,48,82,0,52,66,21,69,36,30,17,52,21,67,62,17,102,46,97,97,5,25,97,49,71,17,48,95,91
60,35,72,37,46,41,23,70,53,17,27,59,75,46,46,52,36,34,59,27,25,67,36,62,26,38,57,52,0,23,55,40,27,40,69,13,69,48,29,35,50,8,54,49,55,65,46,40,19,45,43,47,55
53,34,83,17,48,65,28,82,70,31,6,51,59,25,64,66,20,54,52,15,26,58,13,73,49,30,35,66,23,0,61,19,50,61,80,14,77,71,52,50,40,31,32,32,70,71,33,31,30,53,67,30,31
32,90,25,55,13,73,34,25,34,73,57,33,57,61,33,25,49,82,31,75,35,38,71,18,69,35,69,21,55,61,0,59,49,48,23,50,16,83,74,27,101,52,89,93,25,10,95,36,75,11,65,91,81
40,51,83,4,45,82,33,82,77,50,14,38,41,5,71,71,9,74,40,32,29,43,17,74,67,23,16,69,40,19,59,0,63,73,81,28,75,89,70,57,53,47,31,39,74,67,45,23,50,53,82,38,22
68,59,56,59,46,24,32,54,30,37,51,68,89,68,24,33,56,35,67,54,37,76,63,47,22,51,79,36,27,50,49,63,0,12,53,36,56,34,26,22,76,19,81,77,37,57,73,53,40,38,19,74,81
73,72,49,69,49,27,41,47,21,50,63,72,95,78,16,26,65,44,71,67,46,80,75,41,31,58,89,30,40,61,48,73,12,0,46,47,52,36,35,22,89,31,93,89,30,55,86,60,53,39,17,87,92
55,105,3,77,36,73,52,1,26,85,78,56,80,83,29,20,71,88,54,92,54,60,92,7,75,58,92,17,69,80,23,81,53,46,0,67,10,83,79,34,118,64,110,112,16,20,113,59,88,28,63,110,103
49,40,70,24,38,54,16,69,56,27,15,48,62,33,49,52,23,47,48,25,16,55,27,60,39,26,44,52,13,14,50,28,36,47,67,0,65,61,42,36,51,19,46,45,56,60,45,28,28,41,54,43,45
46,104,9,72,30,79,49,11,33,86,74,47,71,77,35,25,66,92,45,90,51,51,87,10,78,52,85,21,69,77,16,75,56,52,10,65,0,88,83,35,116,64,105,109,22,10,110,53,88,24,69,107,98
102,63,86,86,80,9,64,83,57,44,75,101,121,94,53,63,84,22,100,69,68,109,83,77,22,82,105,67,48,71,83,89,34,36,83,61,88,0,20,55,82,42,98,89,66,91,82,84,47,72,19,86,102
