0,70,39,36,61,79,33,54,12,44,49,85,22,96,81,63,62,16,79,51,67,9,54,83,17,12,78,49,84,23,6,76,22,95,27,89,14
70,0,78,39,12,23,39,30,59,26,36,47,61,30,11,43,56,60,33,42,3,61,57,25,55,80,21,29,21,54,75,12,61,30,74,44,65
39,78,0,61,65,95,55,49,44,59,42,68,22,108,89,47,38,51,69,39,74,39,87,99,35,32,94,48,98,56,35,88,22,108,66,112,51
36,39,61,0,34,43,6,38,24,15,38,71,39,60,47,55,62,22,60,44,36,27,29,46,27,48,41,33,48,15,42,41,39,59,34,53,27
61,12,65,34,0,34,32,17,50,19,23,40,49,43,23,32,44,52,27,29,9,51,58,37,44,69,32,16,34,48,65,24,49,43,68,54,57
79,23,95,43,34,0,46,51,66,37,57,70,76,19,18,66,79,65,56,63,25,70,47,3,66,91,1,49,7,58,85,11,76,17,74,20,70
33,39,55,6,32,46,0,34,20,13,33,67,33,63,48,50,56,20,57,39,36,23,35,50,21,44,44,28,51,15,38,43,33,62,35,58,25
54,30,49,38,17,51,34,0,45,25,6,33,37,60,41,17,27,50,25,11,27,45,66,54,37,59,50,5,51,48,56,42,37,60,68,71,54
12,59,44,24,50,66,20,45,0,32,42,78,23,84,69,58,59,6,71,45,56,5,43,70,11,25,65,40,71,12,18,64,23,82,24,77,9
44,26,59,15,19,37,13,25,32,0,27,56,39,52,36,42,51,33,46,33,23,35,41,40,30,55,35,20,40,28,49,32,39,51,49,52,39
49,36,42,38,23,57,33,6,42,27,0,36,31,66,47,16,24,46,30,6,33,41,67,59,32,54,55,7,57,45,51,47,31,66,65,75,51
85,47,68,71,40,70,67,33,78,56,36,0,64,70,52,22,30,83,13,33,46,77,98,71,68,88,68,39,66,81,86,58,65,71,101,91,87
22,61,22,39,49,76,33,37,23,39,31,64,0,90,72,42,40,30,61,31,57,19,65,79,13,23,74,34,79,34,22,70,0,89,47,90,32
96,30,108,60,43,19,63,60,84,52,66,70,90,0,19,72,86,83,56,72,33,87,66,16,82,107,20,60,12,76,102,20,90,2,93,29,88
81,11,89,47,23,18,48,41,69,36,47,52,72,19,0,53,66,69,38,52,14,71,61,19,66,91,17,40,14,63,85,8,72,20,82,39,74
63,43,47,55,32,66,50,17,58,42,16,22,42,72,53,0,13,63,22,12,41,56,84,69,47,66,65,22,65,62,64,56,43,73,82,87,67
62,56,38,62,44,79,56,27,59,51,24,30,40,86,66,13,0,65,35,17,53,56,91,81,48,62,77,31,78,66,62,69,40,86,84,99,69
16,60,51,22,52,65,20,50,6,33,46,83,30,83,69,63,65,0,75,50,57,11,38,69,17,29,64,44,70,7,22,64,30,82,18,74,5
79,33,69,60,27,56,57,25,71,46,30,13,61,56,38,22,35,75,0,31,32,71,86,57,62,85,54,31,52,72,82,44,61,57,93,77,80
51,42,39,44,29,63,39,11,45,33,6,33,31,72,52,12,17,50,31,0,38,43,73,66,35,54,61,14,63,50,52,53,31,72,69,82,55
67,3,74,36,9,25,36,27,56,23,33,46,57,33,14,41,53,57,32,38,0,57,56,27,52,77,23,26,24,51,72,15,57,33,71,46,62
9,61,39,27,51,70,23,45,5,35,41,77,19,87,71,56,56,11,71,43,57,0,48,73,8,20,68,40,74,17,15,67,19,85,28,81,12
54,57,87,29,58,47,35,66,43,41,67,98,65,66,61,84,91,38,86,73,56,48,0,50,52,67,47,61,54,31,60,53,65,64,34,45,40
83,25,99,46,37,3,50,54,70,40,59,71,79,16,19,69,81,69,57,66,27,73,50,0,70,94,5,52,5,61,88,12,79,13,77,19,73
17,55,35,27,44,66,21,37,11,30,32,68,13,82,66,47,48,17,62,35,52,8,52,70,0,25,65,32,70,21,20,62,13,81,36,79,20
12,80,32,48,69,91,44,59,25,55,54,88,23,107,91,66,62,29,85,54,77,20,67,94,25,0,89,55,95,36,6,87,23,106,38,102,26
78,21,94,41,32,1,44,50,65,35,55,68,74,20,17,65,77,64,54,61,23,68,47,5,65,89,0,47,7,56,83,10,74,18,73,22,68
49,29,48,33,16,49,28,5,40,20,7,39,34,60,40,22,31,44,31,14,26,40,61,52,32,55,47,0,50,42,52,40,34,59,62,68,49
84,21,98,48,34,7,51,51,71,40,57,66,79,12,14,65,78,70,52,63,24,74,54,5,70,95,7,50,0,63,89,9,79,11,80,25,75
23,54,56,15,48,58,15,48,12,28,45,81,34,76,63,62,66,7,72,50,51,17,31,61,21,36,56,42,63,0,30,57,34,75,20,66,11
6,75,35,42,65,85,38,56,18,49,51,86,22,102,85,64,62,22,82,52,72,15,60,88,20,6,83,52,89,30,0,82,21,100,32,96,20
76,12,88,41,24,11,43,42,64,32,47,58,70,20,8,56,69,64,44,53,15,67,53,12,62,87,10,40,9,57,82,0,70,19,75,32,69
22,61,22,39,49,76,33,37,23,39,31,65,0,90,72,43,40,30,61,31,57,19,65,79,13,23,74,34,79,34,21,70,0,89,47,90,31
95,30,108,59,43,17,62,60,82,51,66,71,89,2,20,73,86,82,57,72,33,85,64,13,81,106,18,59,11,75,100,19,89,0,91,27,86
27,74,66,34,68,74,35,68,24,49,65,101,47,93,82,82,84,18,93,69,71,28,34,77,36,38,73,62,80,20,32,75,47,91,0,78,15
89,44,112,53,54,20,58,71,77,52,75,91,90,29,39,87,99,74,77,82,46,81,45,19,79,102,22,68,25,66,96,32,90,27,78,0,78
14,65,51,27,57,70,25,54,9,39,51,87,32,88,74,67,69,5,80,55,62,12,40,73,20,26,68,49,75,11,20,69,31,86,15,78,0
