0,24,35,47,52,3,62,22,34,46,52,55,15,37,56,49,51,10,42,61,69,50,39,41,64,57,36,52,19,40,71,32,27,64,52,72,20,20,37,24,11,16
24,0,42,45,69,27,72,44,49,60,57,73,11,61,80,73,45,25,63,85,82,60,53,59,88,61,43,76,43,62,83,56,7,86,75,91,44,44,39,22,23,37
35,42,0,18,33,36,29,52,68,21,16,36,43,55,58,55,25,46,71,66,39,17,74,26,66,21,71,58,45,66,40,43,38,60,53,54,44,45,72,57,46,50
47,45,18,0,48,49,35,67,82,36,16,51,50,72,76,73,8,57,87,84,46,26,87,43,84,18,82,76,61,83,47,61,39,77,71,67,60,62,82,64,57,64
52,69,33,48,0,50,25,55,74,12,35,3,65,45,34,35,56,61,68,41,24,24,79,11,40,38,83,37,48,61,25,34,67,30,30,21,46,47,87,76,62,58
3,27,36,49,50,0,61,20,32,45,52,53,18,34,53,46,53,11,40,58,68,50,38,39,62,57,36,49,16,37,70,29,30,61,49,70,17,17,38,26,12,14
62,72,29,35,25,61,0,73,91,19,18,26,72,68,59,60,42,72,89,67,11,11,97,29,65,18,97,62,65,83,12,56,67,55,55,37,64,65,99,85,73,73
22,44,52,67,55,20,73,0,19,54,68,57,33,20,45,36,72,19,20,48,77,63,24,45,52,73,30,39,7,18,79,22,49,55,42,71,9,7,36,33,21,8
34,49,68,82,74,32,91,19,0,73,85,76,38,35,61,53,85,25,19,62,96,81,5,64,67,90,15,55,26,23,98,41,55,72,59,90,28,26,23,30,26,18
46,60,21,36,12,45,19,54,73,0,23,15,58,49,43,43,44,56,70,51,23,13,78,10,50,27,80,45,47,64,25,37,57,42,39,32,45,46,83,70,56,55
52,57,16,16,35,52,18,68,85,23,0,38,59,68,67,66,24,63,87,75,30,11,90,33,74,4,88,68,61,81,31,57,51,66,62,53,60,61,89,73,63,66
55,73,36,51,3,53,26,57,76,15,38,0,69,46,33,35,59,64,69,40,23,26,81,14,38,41,86,36,50,63,25,36,71,28,29,18,48,50,90,79,65,60
15,11,43,50,65,18,72,33,38,58,59,69,0,51,71,64,52,14,51,76,81,60,42,54,80,64,33,67,32,51,82,47,17,79,67,86,34,34,31,14,12,25
37,61,55,72,45,34,68,20,35,49,68,46,51,0,26,17,79,38,23,27,69,60,39,38,32,73,49,19,18,16,71,11,64,36,24,56,17,17,56,53,40,28
56,80,58,76,34,53,59,45,61,43,67,33,71,26,0,8,84,61,47,7,56,56,65,33,8,71,75,6,41,41,57,24,81,11,4,35,39,40,81,77,63,52
49,73,55,73,35,46,60,36,53,43,66,35,64,17,8,0,81,53,39,12,59,56,57,32,15,70,66,3,33,32,60,16,74,19,7,41,31,31,73,69,55,43
51,45,25,8,56,53,42,72,85,44,24,59,52,79,84,81,0,60,92,91,54,34,90,51,92,24,84,83,66,88,55,68,38,85,79,76,66,67,83,65,59,68
10,25,46,57,61,11,72,19,25,56,63,64,14,38,61,53,60,0,37,65,80,61,30,50,69,68,25,56,20,37,81,36,31,69,57,80,21,21,26,16,2,11
42,63,71,87,68,40,89,20,19,70,87,69,51,23,47,39,92,37,0,47,92,80,20,60,52,91,34,41,26,6,93,33,68,58,46,80,27,25,42,47,39,26
61,85,66,84,41,58,67,48,62,51,75,40,76,27,7,12,91,65,47,0,63,64,66,41,5,78,77,9,45,40,64,29,87,15,12,41,43,43,83,80,67,55
69,82,39,46,24,68,11,77,96,23,30,23,81,69,56,59,54,80,92,63,0,22,101,32,61,30,104,60,70,85,1,58,77,50,53,28,68,70,106,93,80,79
50,60,17,26,24,50,11,63,81,13,11,26,60,60,56,56,34,61,80,64,22,0,86,23,63,14,86,58,56,75,23,49,55,54,52,42,54,56,88,73,61,63
39,53,74,87,79,38,97,24,5,78,90,81,42,39,65,57,90,30,20,66,101,86,0,69,71,95,15,59,31,25,103,46,60,76,63,94,33,31,23,33,31,24
41,59,26,43,11,39,29,45,64,10,33,14,54,38,33,32,51,50,60,41,32,23,69,0,41,37,73,34,38,54,33,27,57,34,29,31,36,38,76,65,51,47
64,88,66,84,40,62,65,52,67,50,74,38,80,32,8,15,92,69,52,5,61,63,71,41,0,78,81,12,49,45,62,32,89,11,13,37,47,47,88,84,70,59
57,61,21,18,38,57,18,73,90,27,4,41,64,73,71,70,24,68,91,78,30,14,95,37,78,0,93,72,66,86,30,61,55,69,66,54,65,66,94,77,67,71
36,43,71,82,83,36,97,30,15,80,88,86,33,49,75,66,84,25,34,77,104,86,15,73,81,93,0,69,36,38,105,53,50,85,72,101,38,37,7,21,25,25
52,76,58,76,37,49,62,39,55,45,68,36,67,19,6,3,83,56,41,9,60,58,59,34,12,72,69,0,36,34,61,19,77,17,7,41,34,34,75,71,58,46
19,43,45,61,48,16,65,7,26,47,61,50,32,18,41,33,66,20,26,45,70,56,31,38,49,66,36,36,0,22,72,17,46,50,38,65,2,1,41,35,22,11
40,62,66,83,61,37,83,18,23,64,81,63,51,16,41,32,88,37,6,40,85,75,25,54,45,86,38,34,22,0,87,27,67,52,40,73,22,21,46,49,39,25
71,83,40,47,25,70,12,79,98,25,31,25,82,71,57,60,55,81,93,64,1,23,103,33,62,30,105,61,72,87,0,60,79,51,54,29,70,71,108,95,82,80
32,56,43,61,34,29,56,22,41,37,57,36,47,11,24,16,68,36,33,29,58,49,46,27,32,61,53,19,17,27,60,0,58,33,20,48,15,16,58,52,38,28
27,7,38,39,67,30,67,49,55,57,51,71,17,64,81,74,38,31,68,87,77,55,60,57,89,55,50,77,46,67,79,58,0,87,76,89,47,48,47,29,29,42
64,86,60,77,30,61,55,55,72,42,66,28,79,36,11,19,85,69,58,15,50,54,76,34,11,69,85,17,50,52,51,33,87,0,12,26,48,49,91,86,71,61
52,75,53,71,30,49,55,42,59,39,62,29,67,24,4,7,79,57,46,12,53,52,63,29,13,66,72,7,38,40,54,20,76,12,0,34,35,36,78,73,59,49
72,91,54,67,21,70,37,71,90,32,53,18,86,56,35,41,76,80,80,41,28,42,94,31,37,54,101,41,65,73,29,48,89,26,34,0,62,64,105,96,82,75
20,44,44,60,46,17,64,9,28,45,60,48,34,17,39,31,66,21,27,43,68,54,33,36,47,65,38,34,2,22,70,15,47,48,35,62,0,1,43,37,23,13
20,44,45,62,47,17,65,7,26,46,61,50,34,17,40,31,67,21,25,43,70,56,31,38,47,66,37,34,1,21,71,16,48,49,36,64,1,0,42,37,23,12
37,39,72,82,87,38,99,36,23,83,89,90,31,56,81,73,83,26,42,83,106,88,23,76,88,94,7,75,41,46,108,58,47,91,78,105,43,42,0,17,26,30
24,22,57,64,76,26,85,33,30,70,73,79,14,53,77,69,65,16,47,80,93,73,33,65,84,77,21,71,35,49,95,52,29,86,73,96,37,37,17,0,14,25
11,23,46,57,62,12,73,21,26,56,63,65,12,40,63,55,59,2,39,67,80,61,31,51,70,67,25,58,22,39,82,38,29,71,59,82,23,23,26,14,0,13
16,37,50,64,58,14,73,8,18,55,66,60,25,28,52,43,68,11,26,55,79,63,24,47,59,71,25,46,11,25,80,28,42,61,49,75,13,12,30,25,13,0
