0,55,62,26,76,84,96,54,39,35,58,35,67,90,76,66,93,87,83,39,53,80,48,87,60,39,45,78,11,35,40,34,75,17
55,0,25,29,45,29,42,54,23,52,14,21,34,60,21,12,43,50,54,40,25,39,9,65,31,19,38,33,57,32,52,21,21,47
62,25,0,43,71,41,39,36,45,72,11,28,59,84,27,30,61,73,79,62,10,18,32,91,8,25,61,55,69,52,41,31,25,61
26,29,43,0,54,58,71,51,15,30,35,14,44,69,51,40,67,63,62,25,35,61,21,69,44,18,27,52,28,15,41,11,50,18
76,45,71,54,0,45,67,98,39,49,59,59,11,15,52,41,34,12,8,38,70,82,41,20,77,59,31,20,70,41,92,56,54,59
84,29,41,58,45,0,22,77,48,75,33,51,37,54,13,17,21,42,51,62,47,43,36,65,49,48,56,24,85,56,78,51,16,74
96,42,39,71,67,22,0,75,65,93,38,60,59,76,20,33,40,63,73,80,49,32,50,87,47,57,76,46,99,73,81,61,20,89
54,54,36,51,98,77,75,0,62,80,43,40,86,113,64,64,96,104,106,76,30,46,56,116,28,38,78,87,65,66,14,43,61,63
39,23,45,15,39,48,65,62,0,28,35,22,29,54,44,32,54,48,47,17,40,62,14,55,49,24,16,38,37,8,54,19,44,26
35,52,72,30,49,75,93,80,28,0,63,45,45,61,73,60,76,61,54,13,65,90,43,55,74,48,19,59,25,20,68,42,73,18
58,14,11,35,59,33,38,43,35,63,0,23,48,73,21,20,52,63,67,52,13,26,21,80,18,19,51,45,63,43,45,24,19,54
35,21,28,14,59,51,60,40,22,45,23,0,47,74,41,33,64,66,67,37,20,47,18,76,29,3,38,52,40,27,33,3,40,32
67,34,59,44,11,37,59,86,29,45,48,47,0,26,42,31,31,19,20,32,58,71,30,31,66,48,25,15,63,32,81,45,44,52
90,60,84,69,15,54,76,113,54,61,73,74,26,0,64,54,37,12,7,51,85,94,56,13,91,74,45,30,84,55,107,71,66,73
76,21,27,51,52,13,20,64,44,73,21,41,42,64,0,13,34,51,59,60,34,31,30,73,36,38,56,33,79,52,66,42,2,68
66,12,30,40,41,17,33,64,32,60,20,33,31,54,13,0,32,43,49,47,33,40,18,62,38,31,43,25,68,40,63,33,14,57
93,43,61,67,34,21,40,96,54,76,52,64,31,37,34,32,0,25,37,63,66,65,46,50,69,63,56,17,92,60,96,63,37,80
87,50,73,63,12,42,63,104,48,61,63,66,19,12,51,43,25,0,11,50,75,82,48,24,81,66,43,18,82,51,100,64,54,70
83,54,79,62,8,51,73,106,47,54,67,67,20,7,59,49,37,11,0,44,78,89,50,13,85,68,38,26,77,48,100,64,61,66
39,40,62,25,38,62,80,76,17,13,52,37,32,51,60,47,63,50,44,0,56,79,31,47,65,40,6,46,32,10,66,34,61,21
53,25,10,35,70,47,49,30,40,65,13,20,58,85,34,33,66,75,78,56,0,27,29,90,9,17,56,57,60,46,32,23,32,53
80,39,18,61,82,43,32,46,62,90,26,47,71,94,31,40,65,82,89,79,27,0,48,102,20,43,77,64,87,69,54,49,28,79
48,9,32,21,41,36,50,56,14,43,21,18,30,56,30,18,46,48,50,31,29,48,0,60,37,18,29,33,49,22,51,17,30,38
87,65,91,69,20,65,87,116,55,55,80,76,31,13,73,62,50,24,13,47,90,102,60,0,97,77,42,40,79,54,109,73,75,69
60,31,8,44,77,49,47,28,49,74,18,29,66,91,36,38,69,81,85,65,9,20,37,97,0,26,65,63,68,55,34,32,33,62
39,19,25,18,59,48,57,38,24,48,19,3,48,74,38,31,63,66,68,40,17,43,18,77,26,0,40,51,44,29,33,6,37,36
45,38,61,27,31,56,76,78,16,19,51,38,25,45,56,43,56,43,38,6,56,77,29,42,65,40,0,39,39,12,69,35,57,28
78,33,55,52,20,24,46,87,38,59,45,52,15,30,33,25,17,18,26,46,57,64,33,40,63,51,39,0,75,44,84,50,35,63
11,57,69,28,70,85,99,65,37,25,63,40,63,84,79,68,92,82,77,32,60,87,49,79,68,44,39,75,0,31,51,38,78,11
35,32,52,15,41,56,73,66,8,20,43,27,32,55,52,40,60,51,48,10,46,69,22,54,55,29,12,44,31,0,56,24,53,19
40,52,41,41,92,78,81,14,54,68,45,33,81,107,66,63,96,100,100,66,32,54,51,109,34,33,69,84,51,56,0,36,64,51
34,21,31,11,56,51,61,43,19,42,24,3,45,71,42,33,63,64,64,34,23,49,17,73,32,6,35,50,38,24,36,0,41,30
75,21,25,50,54,16,20,61,44,73,19,40,44,66,2,14,37,54,61,61,32,28,30,75,33,37,57,35,78,53,64,41,0,68
17,47,61,18,59,74,89,63,26,18,54,32,52,73,68,57,80,70,66,21,53,79,38,69,62,36,28,63,11,19,51,30,68,0
