0,30,64,36,69,70,75,77,43,27,33,39,40,59,34,13,43,47,42,22,63,17,48,69,67,59,57,33,50,25,25,27,75,30,44,72,34,73,46,73
30,0,67,26,81,50,68,68,20,49,5,43,13,60,57,19,17,24,49,51,77,21,18,68,42,75,62,10,51,50,26,8,75,39,27,76,64,77,48,70
64,67,0,41,24,49,23,29,55,90,72,25,61,7,44,57,58,53,22,77,26,51,71,8,62,31,7,58,16,87,42,72,10,33,45,9,65,10,19,15
36,26,41,0,58,34,43,43,16,63,31,19,20,34,44,24,19,17,26,57,54,18,31,42,35,55,37,17,24,61,12,32,49,20,10,50,59,51,22,44
69,81,24,58,0,73,47,53,74,91,86,38,78,29,38,67,77,73,31,76,7,61,89,31,85,14,22,74,35,87,55,85,28,42,65,21,57,20,36,38
70,50,49,34,73,0,32,28,30,96,53,45,37,43,74,57,32,25,50,91,73,52,40,44,16,76,51,40,40,95,46,58,50,51,25,56,92,57,41,40
75,68,23,43,47,32,0,6,51,103,72,37,58,21,64,65,54,47,38,93,49,59,66,15,48,55,29,58,26,100,50,75,19,46,41,26,84,27,30,8
77,68,29,43,53,28,6,0,49,105,72,41,57,27,68,67,53,46,42,96,55,61,64,21,44,61,35,57,30,103,52,75,25,49,40,32,89,34,34,14
43,20,55,16,74,30,51,49,0,67,23,36,7,48,59,30,3,4,43,65,71,27,16,54,23,71,52,10,39,67,25,28,62,36,9,64,72,65,38,54
27,49,90,63,91,96,103,105,67,0,49,66,62,86,53,39,66,71,68,17,85,44,67,96,91,79,83,56,77,5,52,42,101,57,70,98,42,99,73,101
33,5,72,31,86,53,72,72,23,49,0,48,16,65,61,23,20,27,54,53,82,26,17,73,43,80,67,14,55,51,31,7,80,44,31,81,67,82,53,75
39,43,25,19,38,45,37,41,36,66,48,0,40,20,30,31,39,36,7,55,35,25,51,30,51,35,19,35,11,63,17,47,36,8,28,34,48,35,7,35
40,13,61,20,78,37,58,57,7,62,16,40,0,54,60,27,4,11,47,62,75,26,11,61,28,75,58,7,45,62,27,21,68,39,16,70,71,71,43,61
59,60,7,34,29,43,21,27,48,86,65,20,54,0,42,51,51,46,18,74,30,45,64,10,55,34,8,51,9,83,36,66,16,28,38,16,63,17,13,16
34,57,44,44,38,74,64,68,59,53,61,30,60,42,0,38,61,61,26,37,31,35,71,52,79,26,36,54,38,49,34,57,55,24,54,50,20,50,35,59
13,19,57,24,67,57,65,67,30,39,23,31,27,51,38,0,30,34,36,35,61,6,36,61,54,59,51,20,42,38,15,19,67,25,31,66,44,67,38,65
43,17,58,19,77,32,54,53,3,66,20,39,4,51,61,30,0,7,46,65,74,28,12,58,24,74,56,10,43,66,27,26,65,39,13,68,73,69,41,58
47,24,53,17,73,25,47,46,4,71,27,36,11,46,61,34,7,0,43,69,71,31,18,52,20,72,51,15,38,71,27,32,59,37,8,62,74,63,37,51
42,49,22,26,31,50,38,42,43,68,54,7,47,18,26,36,46,43,0,56,28,31,58,28,58,28,14,42,12,65,23,53,32,11,35,30,46,31,9,34
22,51,77,57,76,91,93,96,65,17,53,55,62,74,37,35,65,69,56,0,69,38,70,84,89,63,70,55,66,12,45,46,88,46,66,85,24,85,62,90
63,77,26,54,7,73,49,55,71,85,82,35,75,30,31,61,74,71,28,69,0,56,86,34,84,7,22,70,34,80,50,80,32,37,62,25,49,25,34,41
