0,57,48,56,83,31,65,29,16,86,59,45,38,62,82,46,81,62,52,60,72,67,88,48,84,106,53,28,89,82,77,63,14,79,72,59,69,40,96,32,85,113,16,87,60,14,57
57,0,27,63,33,56,21,28,41,30,43,14,21,35,81,39,33,47,43,18,59,71,38,10,42,59,17,55,31,82,47,13,48,48,26,25,32,19,44,46,43,58,49,55,2,62,5
48,27,0,77,37,61,47,29,32,53,63,16,31,58,100,55,33,67,61,43,80,88,65,28,36,86,10,60,52,100,72,21,34,73,25,11,21,15,49,54,70,82,34,81,28,46,31
56,63,77,0,96,25,50,49,56,77,24,63,47,34,25,23,97,22,19,48,21,11,66,53,105,73,74,28,84,25,38,76,64,41,89,84,93,62,106,26,55,92,66,46,65,71,58
83,33,37,96,0,88,49,58,66,34,75,39,53,66,113,73,5,79,76,49,90,105,53,43,13,72,30,88,27,114,75,21,71,74,11,25,18,44,12,79,64,58,71,80,31,84,38
31,56,61,25,88,0,52,32,34,79,35,50,35,42,51,23,87,36,27,48,43,36,74,45,94,87,61,3,84,50,53,67,40,56,79,70,80,47,100,9,66,100,42,63,58,45,52
65,21,47,50,49,52,0,36,51,27,27,32,26,17,64,30,51,30,30,4,41,57,23,19,60,42,38,53,33,65,27,33,60,27,45,46,52,35,57,43,23,48,62,34,21,73,15
29,28,29,49,58,32,36,0,14,57,39,18,9,38,73,28,56,43,34,31,55,59,59,19,62,78,29,30,59,73,54,36,23,55,47,38,48,15,70,24,58,83,26,64,31,37,27
16,41,32,56,66,34,51,14,0,70,52,28,24,52,81,39,64,55,46,46,66,67,74,33,68,93,36,31,72,81,67,46,9,69,55,43,53,23,79,29,73,97,12,77,43,22,41
86,30,53,77,34,79,27,57,70,0,53,44,48,43,88,57,38,56,58,30,65,83,19,37,48,38,43,79,8,89,46,32,78,45,37,46,47,49,36,69,32,28,80,48,27,92,29
59,43,63,24,75,35,27,39,52,53,0,47,33,10,38,13,76,4,7,26,16,30,42,35,85,52,58,37,60,39,18,57,61,21,69,67,75,48,84,28,32,68,64,28,44,72,37
45,14,16,63,39,50,32,18,28,44,47,0,16,42,84,40,37,52,45,28,64,73,52,12,43,73,11,49,44,85,56,18,34,57,29,20,30,5,51,41,55,72,36,65,16,48,17
38,21,31,47,53,35,26,9,24,48,33,16,0,30,69,24,52,37,30,22,49,57,50,11,59,69,27,34,51,69,45,32,33,47,44,37,46,15,65,26,49,74,35,55,23,46,19
62,35,58,34,66,42,17,38,52,43,10,42,30,0,46,18,68,12,15,17,23,39,32,29,77,45,51,43,50,47,15,49,61,17,61,60,67,44,74,34,24,59,64,25,36,73,30
82,81,100,25,113,51,64,73,81,88,38,84,69,46,0,45,114,34,39,64,23,15,72,73,123,72,95,54,95,2,41,95,89,43,107,104,113,84,121,52,58,95,92,44,82,96,76
