0,7,23,54,30,25,61,88,37,42,25,41,77,23,39,52,36,32,16,90,22,53,36,65,56,14,18,16,77,55,36,21,45,48,21,27,23,62,88,79,19,70,14,19
7,0,21,61,37,24,66,93,32,49,25,44,83,25,37,59,40,26,18,96,19,59,43,68,59,19,14,9,83,58,32,28,48,55,21,26,16,69,94,85,26,77,20,12
23,21,0,67,46,6,84,110,17,58,46,65,99,46,57,68,33,13,39,112,39,59,47,89,79,38,34,16,100,79,14,40,69,68,11,47,24,80,111,99,37,89,27,19
54,61,67,0,23,63,52,61,85,12,65,62,49,58,80,9,42,80,54,60,70,22,20,70,68,49,69,69,51,68,81,32,64,24,57,69,77,17,63,43,35,30,41,73
30,37,46,23,0,43,49,68,63,11,44,47,56,37,59,22,30,58,32,69,47,28,10,62,56,27,46,46,57,56,60,9,49,24,36,48,54,33,69,54,11,43,18,50
25,24,6,63,43,0,84,109,22,54,49,67,97,48,61,65,27,19,41,110,43,53,43,90,81,39,38,22,98,81,17,38,71,66,6,51,30,77,110,97,36,87,25,25
61,66,84,52,49,84,0,30,98,46,48,30,23,43,55,43,79,93,47,33,59,72,58,20,22,46,62,75,22,24,97,48,27,28,78,51,77,41,29,32,49,35,60,77
88,93,110,61,68,109,30,0,125,61,78,60,12,73,85,53,98,120,76,4,88,83,74,44,51,74,91,103,10,52,124,71,57,44,103,81,106,43,3,19,73,32,84,105
37,32,17,85,63,22,98,125,0,75,54,75,114,56,61,85,49,5,50,127,45,75,64,100,90,51,40,23,115,89,5,56,79,84,28,54,25,97,125,115,53,106,44,22
42,49,58,12,11,54,46,61,75,0,53,52,49,46,68,10,37,70,42,61,58,25,13,63,59,37,57,58,50,59,72,20,53,18,48,57,65,22,63,45,23,33,30,62
25,25,46,65,44,49,48,78,54,53,0,20,69,7,15,59,60,50,11,81,10,72,53,45,35,17,14,31,69,34,56,35,24,49,46,3,30,67,78,75,33,71,36,32
41,44,65,62,47,67,30,60,75,52,20,0,53,19,25,55,71,70,25,64,31,75,57,25,14,28,35,51,52,14,76,40,4,41,62,22,51,59,59,60,40,59,48,52
77,83,99,49,56,97,23,12,114,49,69,53,0,64,78,41,86,109,66,13,79,72,62,41,46,64,82,92,2,47,113,59,50,32,91,73,96,32,14,11,61,21,72,95
