node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
0,72.23111683237077,19.045699703004594,0,0,1,0,480,0,-1,0.0,-1.0,
1,44.21561381128117,7.150302433163535,0,1,0,0,480,5,-1,0.0,-1.0,17.0
2,38.96574222881154,74.16030197372086,0,1,0,0,480,5,-1,0.0,-1.0,16.0
3,38.644335093081736,33.02941754681341,0,1,0,0,480,9,-1,0.0,-1.0,29.0
4,59.53557225103119,87.2204528998895,0,1,0,0,480,8,-1,0.0,-1.0,20.0
29,94.80532818528903,6.875095208867732,-2,0,0,261,323,19,1,,,
10,43.777727188956895,2.162699246179378,2,0,0,235,358,18,1,,,
15,58.98343944397556,20.06163711246527,-3,0,0,228,306,6,2,,,
12,32.1662471394747,13.216177752502368,3,0,0,79,225,15,2,,,
5,4.7583192546112425,38.54704346997354,-2,0,0,328,390,18,3,,,
13,37.63875377344753,67.2262939932566,2,0,0,254,385,10,3,,,
39,23.094166459874444,74.35025357790752,-2,0,0,323,471,9,4,,,
14,78.23958086444591,53.07506023881423,2,0,0,335,457,14,4,,,
34,28.552507171533957,29.80425227913559,-3,0,0,319,456,19,5,,,
16,28.733033322764946,16.18956100523584,3,0,0,204,368,11,5,,,
36,96.72132068082684,43.865538135037454,-4,0,0,331,504,8,6,,,
17,24.929535000461133,22.488678022553177,4,0,0,129,287,14,6,,,
19,94.49474208215045,19.557064710152304,-2,0,0,43,170,10,7,,,
18,51.94487863912376,56.26887557907294,2,0,0,203,345,14,7,,,
23,30.54442265484817,74.46036790033801,-4,0,0,317,393,13,8,,,
20,64.1675710161496,81.72592689875229,4,0,0,248,360,13,8,,,
6,15.82407418152627,69.53542507318696,-2,0,0,58,126,16,9,,,
21,56.024146378305254,25.50036525010757,2,0,0,118,218,19,9,,,
27,38.7952168654892,15.991324502412752,-2,0,0,321,391,12,10,,,
22,26.255023002000023,3.925305307099991,2,0,0,182,337,10,10,,,
30,50.73940938449606,32.89197782107244,-2,0,0,180,338,12,11,,,
26,45.53184100619284,69.80743384786489,2,0,0,112,278,6,11,,,
11,48.3593048104329,50.10473777944182,-4,0,0,312,491,7,12,,,
28,39.814949352290654,57.996782020314285,4,0,0,326,416,6,12,,,
8,28.618087079790733,19.89168137372247,-3,0,0,295,457,16,13,,,
31,50.83116942766945,2.397544737653168,3,0,0,244,403,5,13,,,
7,10.572456043113487,66.48077585802446,-4,0,0,313,464,6,14,,,
32,31.302535470158134,81.9868147527005,4,0,0,104,199,9,14,,,
25,70.6232498531782,78.26515628228766,-4,0,0,26,102,13,15,,,
33,55.39417338546375,45.05824928161174,4,0,0,136,279,17,15,,,
24,4.751775720711038,21.929528250483067,-4,0,0,321,389,18,16,,,
35,38.31014335905844,83.55707099645603,4,0,0,83,180,16,16,,,
9,93.63525578249853,1.8524576745955867,-4,0,0,0,64,19,17,,,
37,39.33528387477618,84.65507758198628,4,0,0,163,287,18,17,,,
