0,77,66,38,80,40,41,10,21,66,55,60,52,10,25,83,50,77,68,37,65,76,41,69,61,78,58,54,54,56,18,18,65,30,86,43,88,70,10,45,77,19,11,59
77,0,34,41,44,37,43,86,85,83,49,22,24,73,76,57,58,70,15,62,23,56,69,27,27,4,81,70,46,74,60,73,25,55,16,47,54,38,69,48,92,95,88,55
66,34,0,29,15,38,52,72,65,49,17,16,33,58,54,25,27,36,19,70,48,22,41,54,10,39,49,38,63,41,55,71,49,59,29,24,26,64,62,23,58,80,74,22
38,41,29,0,45,12,27,46,44,55,26,21,19,33,35,51,29,54,30,42,37,46,32,43,23,43,50,40,42,43,25,41,38,30,47,13,55,50,33,17,66,55,48,32
80,44,15,45,0,53,68,84,76,48,25,31,48,71,64,12,34,28,31,86,62,13,48,68,25,49,50,41,79,44,69,85,63,75,33,36,10,78,76,34,54,91,86,25
40,37,38,12,53,0,14,50,51,68,38,25,12,38,44,62,42,66,31,32,27,57,45,32,28,38,62,53,29,56,23,36,27,21,47,26,64,37,32,30,79,59,51,45
41,43,52,27,68,14,0,52,57,81,53,37,21,42,53,77,56,81,42,19,24,72,57,27,42,43,75,66,15,69,23,31,24,12,57,40,78,28,31,44,93,61,53,60
10,86,72,46,84,50,52,0,14,64,59,68,62,13,23,86,53,78,76,47,75,79,41,79,68,88,56,53,65,54,28,28,76,41,94,48,92,81,21,50,74,9,1,61
21,85,65,44,76,51,57,14,0,50,50,65,62,14,11,75,42,66,73,57,78,68,29,83,63,87,42,41,72,41,34,39,79,49,90,42,82,86,29,42,60,17,15,51
66,83,49,55,48,68,81,64,50,0,33,61,72,56,41,39,26,22,67,92,90,34,26,96,55,87,8,14,97,11,68,81,91,81,78,41,48,104,70,38,11,67,66,27
55,49,17,26,25,38,53,59,50,33,0,27,39,46,39,27,10,28,33,68,57,21,23,63,22,53,32,21,67,24,48,63,58,56,46,13,33,72,53,10,44,66,61,7
60,22,16,21,31,25,37,68,65,61,27,0,17,54,55,42,36,51,8,56,31,38,46,38,6,26,59,48,47,51,45,60,33,46,25,24,42,48,54,26,71,77,70,33
52,24,33,19,48,12,21,62,62,72,39,17,0,49,54,59,45,66,21,40,18,55,52,24,23,26,68,57,30,61,35,48,19,31,36,30,59,32,44,33,83,71,63,46
10,73,58,33,71,38,42,13,14,56,46,54,49,0,15,73,41,67,63,43,64,66,31,69,54,75,48,43,57,45,19,26,64,34,80,34,79,71,15,36,67,22,15,49
25,76,54,35,64,44,53,23,11,41,39,55,54,15,0,64,31,55,63,56,71,57,18,77,53,78,33,30,68,31,32,41,72,47,79,31,71,81,30,31,52,28,24,40
83,57,25,51,12,62,77,86,75,39,27,42,59,73,64,0,33,18,43,93,73,6,46,80,36,62,43,37,89,38,75,91,75,82,46,40,8,90,81,37,44,92,87,24
50,58,27,29,34,42,56,53,42,26,10,36,45,41,31,33,0,27,43,69,64,26,14,70,31,62,22,12,71,15,46,61,65,57,56,15,40,78,51,12,37,59,54,8
77,70,36,54,28,66,81,78,66,22,28,51,66,67,55,18,27,0,55,95,83,15,37,89,45,75,28,25,95,25,74,89,84,84,62,40,26,99,78,37,26,83,80,21
68,15,19,30,31,31,42,76,73,67,33,8,21,63,63,43,43,55,0,62,31,41,54,37,11,20,65,55,50,58,53,68,32,52,17,33,41,47,62,34,77,85,78,39
37,62,70,42,86,32,19,47,57,92,68,56,40,43,56,93,69,95,62,0,41,88,66,42,61,61,85,77,21,80,24,20,41,11,76,54,96,38,27,58,104,55,48,74
65,23,48,37,62,27,24,75,78,90,57,31,18,64,71,73,64,83,31,41,0,70,70,6,38,21,86,76,22,79,46,56,1,37,40,49,72,16,55,52,101,84,76,64
76,56,22,46,13,57,72,79,68,34,21,38,55,66,57,6,26,15,41,88,70,0,39,77,32,61,37,30,85,32,69,85,72,77,47,34,14,86,74,31,40,85,81,17
41,69,41,32,48,45,57,41,29,26,23,46,52,31,18,46,14,37,54,66,70,39,0,76,42,72,18,12,73,14,42,55,71,55,69,22,54,82,44,20,37,46,43,22
69,27,54,43,68,32,27,79,83,96,63,38,24,69,77,80,70,89,37,42,6,77,76,0,44,24,92,82,21,85,51,58,5,40,44,55,78,10,59,58,107,88,80,70
61,27,10,23,25,28,42,68,63,55,22,6,23,54,53,36,31,45,11,61,38,32,42,44,0,31,54,43,53,46,48,63,39,50,26,22,36,54,56,22,65,77,70,28
78,4,39,43,49,38,43,88,87,87,53,26,26,75,78,62,62,75,20,61,21,61,72,24,31,0,85,74,44,78,61,73,22,55,20,50,59,34,70,52,97,97,89,59
58,81,49,50,50,62,75,56,42,8,32,59,68,48,33,43,22,28,65,85,86,37,18,92,54,85,0,10,91,7,61,73,87,74,78,37,52,100,62,34,19,59,57,26
54,70,38,40,41,53,66,53,41,14,21,48,57,43,30,37,12,25,55,77,76,30,12,82,43,74,10,0,82,3,54,67,77,66,67,27,45,89,56,23,26,58,55,16
54,46,63,42,79,29,15,65,72,97,67,47,30,57,68,89,71,95,50,21,22,85,73,21,53,44,91,82,0,85,37,40,21,23,62,55,90,17,44,59,108,73,66,74
56,74,41,43,44,56,69,54,41,11,24,51,61,45,31,38,15,25,58,80,79,32,14,85,46,78,7,3,85,0,56,70,80,69,71,30,47,93,58,27,23,59,56,19
18,60,55,25,69,23,23,28,34,68,48,45,35,19,32,75,46,74,53,24,46,69,42,51,48,61,61,54,37,56,0,16,47,14,70,34,79,52,8,37,79,37,29,53
18,73,71,41,85,36,31,28,39,81,63,60,48,26,41,91,61,89,68,20,56,85,55,58,63,73,73,67,40,70,16,0,55,18,84,50,95,57,11,53,92,35,28,68
65,25,49,38,63,27,24,76,79,91,58,33,19,64,72,75,65,84,32,41,1,72,71,5,39,22,87,77,21,80,47,55,0,37,41,50,74,14,55,53,102,85,77,65
30,55,59,30,75,21,12,41,49,81,56,46,31,34,47,82,57,84,52,11,37,77,55,40,50,55,74,66,23,69,14,18,37,0,68,43,85,39,20,47,92,50,42,62
86,16,29,47,33,47,57,94,90,78,46,25,36,80,79,46,56,62,17,76,40,47,69,44,26,20,78,67,62,71,70,84,41,68,0,48,41,54,79,49,86,102,95,51
43,47,24,13,36,26,40,48,42,41,13,24,30,34,31,40,15,40,33,54,49,34,22,55,22,50,37,27,55,30,34,50,50,43,48,0,45,62,40,3,53,56,50,19
88,54,26,55,10,64,78,92,82,48,33,42,59,79,71,8,40,26,41,96,72,14,54,78,36,59,52,45,90,47,79,95,74,85,41,45,0,89,86,43,52,99,94,31
70,38,64,50,78,37,28,81,86,104,72,48,32,71,81,90,78,99,47,38,16,86,82,10,54,34,100,89,17,93,52,57,14,39,54,62,89,0,59,66,115,89,81,79
10,69,62,33,76,32,31,21,29,70,53,54,44,15,30,81,51,78,62,27,55,74,44,59,56,70,62,56,44,58,8,11,55,20,79,40,86,59,0,43,81,29,22,58
45,48,23,17,34,30,44,50,42,38,10,26,33,36,31,37,12,37,34,58,52,31,20,58,22,52,34,23,59,27,37,53,53,47,49,3,43,66,43,0,49,57,51,15
