0,13,37,78,95,59,66,40,43,33,14,86,65,85,29,66,15,89,32,60,20,37,66,82,80,38,52,85,92,37,70,29,79,85,56,45,72,69,37,28,48,51,26,78,40,46,82,82,35
13,0,32,73,85,53,63,34,33,22,3,83,67,81,20,69,13,78,32,48,22,47,57,72,77,26,42,81,88,41,60,18,73,74,57,33,68,70,25,34,38,38,17,66,45,48,76,79,24
37,32,0,41,61,22,30,3,60,18,29,50,41,49,14,42,22,61,10,37,19,44,33,50,44,48,27,49,56,22,40,45,42,58,29,52,36,41,49,28,22,52,16,51,31,24,46,46,51
78,73,41,0,35,20,15,39,96,53,70,13,45,10,53,43,63,50,47,49,59,75,28,33,12,82,43,13,15,51,36,82,8,51,37,84,13,36,84,63,42,81,56,48,58,44,11,13,87
95,85,61,35,0,41,48,57,97,63,82,45,79,41,66,77,80,22,70,42,80,103,28,13,47,84,44,46,40,78,26,87,27,26,70,82,47,70,85,88,47,76,69,28,87,74,23,47,90
59,53,22,20,41,0,15,19,76,33,50,31,42,28,33,41,44,48,30,34,41,62,18,33,26,63,26,30,35,37,28,62,20,46,30,65,19,36,64,47,24,63,36,41,45,33,23,28,67
66,63,30,15,48,15,0,29,89,46,60,19,31,18,44,29,52,59,34,50,46,60,32,43,13,76,42,18,26,36,41,75,21,59,22,79,5,23,77,48,39,77,47,54,43,29,25,15,80
40,34,3,39,57,19,29,0,61,18,31,48,43,46,15,43,25,57,14,34,23,48,29,46,42,48,24,47,53,25,36,46,39,54,30,52,34,41,49,32,19,51,18,47,34,26,42,44,51
43,33,60,96,97,76,89,61,0,43,35,107,100,105,46,101,47,82,63,55,56,80,72,83,102,13,54,107,111,74,70,15,93,77,88,15,95,101,12,68,54,22,43,71,79,80,94,104,9
33,22,18,53,63,33,46,18,43,0,19,64,60,62,6,60,20,56,25,27,25,55,34,50,59,30,19,63,68,38,37,29,51,52,47,34,51,59,31,39,15,34,7,45,46,41,54,61,34
14,3,29,70,82,50,60,31,35,19,0,79,65,78,17,66,11,75,29,46,20,46,54,69,73,26,39,78,85,38,57,20,69,71,54,33,65,67,26,33,35,37,14,64,44,45,72,75,26
86,83,50,13,45,31,19,48,107,64,79,0,41,3,63,39,72,63,54,62,66,78,42,46,6,94,56,2,7,55,49,93,20,64,38,96,14,31,95,67,55,93,66,61,60,47,23,5,99
65,67,41,45,79,42,31,43,100,60,65,41,0,43,55,2,54,90,36,74,45,41,61,74,35,89,65,39,49,27,70,84,52,88,12,93,31,9,89,37,61,94,57,83,26,19,56,36,90
85,81,49,10,41,28,18,46,105,62,78,3,43,0,61,41,70,59,53,59,65,78,38,42,7,92,53,5,7,55,46,91,17,60,38,93,14,33,93,67,52,90,64,57,60,47,19,7,96
29,20,14,53,66,33,44,15,46,6,17,63,55,61,0,55,15,61,19,33,19,48,37,53,57,34,24,62,68,32,41,31,52,57,42,38,49,55,34,32,19,39,3,50,39,36,55,59,36
66,69,42,43,77,41,29,43,101,60,66,39,2,41,55,0,55,89,37,74,46,43,60,73,33,89,65,37,47,28,69,85,50,87,12,94,30,7,90,39,60,95,57,82,28,20,54,34,91
15,13,22,63,80,44,52,25,47,20,11,72,54,70,15,55,0,76,18,48,9,36,52,68,65,38,39,70,77,27,56,31,64,73,43,43,57,56,37,22,35,47,13,65,32,34,67,67,37
89,78,61,50,22,48,59,57,82,56,75,63,90,59,61,89,76,0,72,29,79,106,29,16,63,70,36,63,60,82,21,75,42,5,79,66,61,83,72,89,41,59,63,11,91,80,39,64,77
32,32,10,47,70,30,34,14,63,25,29,54,36,53,19,37,18,72,0,48,12,33,43,60,47,52,37,52,60,12,50,48,50,69,25,57,39,38,53,17,32,59,21,62,21,17,54,49,54
60,48,37,49,42,34,50,34,55,27,46,62,74,59,33,74,48,29,48,0,52,81,20,28,59,42,10,62,63,60,15,46,43,25,62,40,53,70,43,64,15,34,35,18,68,60,43,61,48
20,22,19,59,80,41,46,23,56,25,20,66,45,65,19,46,9,79,12,52,0,29,52,69,60,46,43,65,73,18,58,40,61,75,35,52,51,48,46,13,37,56,19,68,23,26,65,62,46
37,47,44,75,103,62,60,48,80,55,46,78,41,78,48,43,36,106,33,81,29,0,77,94,71,73,71,75,85,24,84,65,80,103,39,79,64,50,72,16,66,84,48,96,17,31,84,72,71
66,57,33,28,28,18,32,29,72,34,54,42,61,38,37,60,52,29,43,20,52,77,0,16,39,58,17,42,42,53,9,60,22,27,49,58,35,55,60,61,19,54,40,22,62,51,23,41,64
82,72,50,33,13,33,43,46,83,50,69,46,74,42,53,73,68,16,60,28,69,94,16,0,46,70,30,47,44,69,13,73,25,17,63,68,44,67,72,78,34,63,56,17,78,66,23,47,77
80,77,44,12,47,26,13,42,102,59,73,6,35,7,57,33,65,63,47,59,60,71,39,46,0,89,52,4,14,48,48,88,21,63,31,91,8,26,90,60,51,89,60,60,53,40,24,1,93
38,26,48,82,84,63,76,48,13,30,26,94,89,92,34,89,38,70,52,42,46,73,58,70,89,0,41,93,98,64,57,8,79,65,77,7,82,89,1,60,40,14,32,58,70,69,81,91,7
52,42,27,43,44,26,42,24,54,19,39,56,65,53,24,65,39,36,37,10,43,71,17,30,52,41,0,56,58,49,17,43,39,33,52,41,46,61,42,54,5,37,26,25,58,50,40,54,47
85,81,49,13,46,30,18,47,107,63,78,2,39,5,62,37,70,63,52,62,65,75,42,47,4,93,56,0,10,53,50,92,21,64,35,95,13,29,94,65,54,93,65,62,58,45,24,3,98
92,88,56,15,40,35,26,53,111,68,85,7,49,7,68,47,77,60,60,63,73,85,42,44,14,98,58,10,0,62,49,97,20,61,45,99,21,39,99,74,57,96,71,60,67,54,21,13,102
37,41,22,51,78,37,36,25,74,38,38,55,27,55,32,28,27,82,12,60,18,24,53,69,48,64,49,53,62,0,61,58,55,80,19,69,40,31,64,12,44,71,33,73,8,8,59,49,64
70,60,40,36,26,28,41,36,70,37,57,49,70,46,41,69,56,21,50,15,58,84,9,13,48,57,17,50,49,61,0,60,29,18,58,56,44,64,59,68,21,50,44,13,70,59,28,49,63
29,18,45,82,87,62,75,46,15,29,20,93,84,91,31,85,31,75,48,46,40,65,60,73,88,8,43,92,97,58,60,0,80,70,73,15,80,85,7,53,41,22,28,63,64,65,82,90,6
79,73,42,8,27,20,21,39,93,51,69,20,52,17,52,50,64,42,50,43,61,80,22,25,21,79,39,21,20,55,29,80,0,43,43,80,20,43,81,66,39,76,55,40,63,49,4,21,84
85,74,58,51,26,46,59,54,77,52,71,64,88,60,57,87,73,5,69,25,75,103,27,17,63,65,33,64,61,80,18,70,43,0,77,61,61,82,67,86,37,54,59,7,89,78,41,64,72
56,57,29,37,70,30,22,30,88,47,54,38,12,38,42,12,43,79,25,62,35,39,49,63,31,77,52,35,45,19,58,73,43,77,0,81,25,13,77,31,48,82,45,71,22,10,48,32,79
45,33,52,84,82,65,79,52,15,34,33,96,93,93,38,94,43,66,57,40,52,79,58,68,91,7,41,95,99,69,56,15,80,61,81,0,84,93,8,66,41,8,36,55,76,74,81,93,13
72,68,36,13,47,19,5,34,95,51,65,14,31,14,49,30,57,61,39,53,51,64,35,44,8,82,46,13,21,40,44,80,20,61,25,84,0,23,82,52,44,82,52,57,46,33,24,10,85
69,70,41,36,70,36,23,41,101,59,67,31,9,33,55,7,56,83,38,70,48,50,55,67,26,89,61,29,39,31,64,85,43,82,13,93,23,0,90,43,57,93,57,77,33,23,47,26,91
37,25,49,84,85,64,77,49,12,31,26,95,89,93,34,90,37,72,53,43,46,72,60,72,90,1,42,94,99,64,59,7,81,67,77,8,82,90,0,60,41,16,32,60,70,70,82,92,5
28,34,28,63,88,47,48,32,68,39,33,67,37,67,32,39,22,89,17,64,13,16,61,78,60,60,54,65,74,12,68,53,66,86,31,66,52,43,60,0,49,69,32,79,11,20,70,62,59
48,38,22,42,47,24,39,19,54,15,35,55,61,52,19,60,35,41,32,15,37,66,19,34,51,40,5,54,57,44,21,41,39,37,48,41,44,57,41,49,0,38,22,30,53,45,40,52,45
51,38,52,81,76,63,77,51,22,34,37,93,94,90,39,95,47,59,59,34,56,84,54,63,89,14,37,93,96,71,50,22,76,54,82,8,82,93,16,69,38,0,38,49,78,76,77,91,21
