node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
0,16.678897075371978,85.0308809581341,0,0,1,0,480,0,-1,0.0,-1.0,
1,24.16379480773777,58.90378916153172,0,1,0,0,480,8,-1,0.0,-1.0,20.0
2,68.56783801661783,90.50139458677754,0,1,0,0,480,14,-1,0.0,-1.0,24.0
3,60.7637994684132,45.32318012500003,0,1,0,0,480,11,-1,0.0,-1.0,24.0
44,40.9746886857385,90.3052665252727,-4,0,0,117,179,15,1,,,
5,68.90743341498506,18.68807120505552,4,0,0,305,435,13,1,,,
37,94.88968030354351,35.7030542984578,-2,0,0,35,182,14,2,,,
6,55.72476120782569,64.7603661360489,2,0,0,305,419,17,2,,,
10,59.634076511010306,63.23410407329082,-2,0,0,11,102,12,3,,,
9,15.619647873382503,52.47980137199302,2,0,0,85,211,12,3,,,
40,20.315648818999023,14.315262284902596,-4,0,0,274,384,5,4,,,
12,62.26077218524555,18.813912080632267,4,0,0,204,265,8,4,,,
13,21.89977090545623,6.730888837388127,-4,0,0,195,343,14,5,,,
14,74.70005861387304,50.6992970385584,4,0,0,138,284,6,5,,,
11,74.56740420237783,29.493148776120993,-2,0,0,348,523,8,6,,,
18,98.5095286339739,7.429853823593424,2,0,0,79,249,9,6,,,
4,57.226935234177745,20.208246274020393,-4,0,0,218,292,11,7,,,
19,69.59581889000698,43.72558392026104,4,0,0,194,335,15,7,,,
15,23.8185705599562,55.62377257002904,-3,0,0,281,384,10,8,,,
20,24.93178065200963,67.6458234462903,3,0,0,57,197,18,8,,,
34,47.349698673692906,78.5467265986192,-3,0,0,301,402,6,9,,,
21,12.589735370498701,85.82466984564917,3,0,0,275,404,7,9,,,
8,77.53332265892125,16.75304883042765,-2,0,0,162,333,8,10,,,
22,25.061198591313214,36.14536583839673,2,0,0,323,386,11,10,,,
46,70.31071510992241,11.495271731747303,-2,0,0,65,207,15,11,,,
24,47.2748614388867,89.42489215016714,2,0,0,264,424,14,11,,,
7,89.85831804077546,45.01898259776145,-2,0,0,272,428,5,12,,,
25,68.04156412736363,38.790036493863454,2,0,0,139,255,17,12,,,
26,66.0424428144352,93.65694249033396,-4,0,0,10,100,17,13,,,
28,23.47375812130953,85.42246391707044,4,0,0,229,314,19,13,,,
17,52.8147880795364,2.9810722853826133,-3,0,0,158,223,8,14,,,
30,94.3011852493166,23.23087763821816,3,0,0,265,407,7,14,,,
29,72.10502516015632,80.10759202494938,-2,0,0,25,121,12,15,,,
31,4.87191715157479,29.09037201689264,2,0,0,132,235,8,15,,,
16,35.42401986337875,83.72099102892683,-2,0,0,125,276,6,16,,,
32,39.913930862827016,62.51598066728664,2,0,0,199,337,9,16,,,
33,79.77045624757105,34.980328804688284,-4,0,0,218,392,8,17,,,
35,22.53287263287753,21.713192793843184,4,0,0,281,385,17,17,,,
36,58.92329898300337,43.605683051786706,-4,0,0,171,288,13,18,,,
38,75.9555603506833,58.30927434640357,4,0,0,25,179,19,18,,,
23,63.26436363041963,0.1029315565366673,-4,0,0,127,195,18,19,,,
39,5.4576091949676275,8.438554800944843,4,0,0,35,98,15,19,,,
27,18.780531683598333,53.18080088386673,-4,0,0,229,376,5,20,,,
41,32.93714896444426,57.89889159986902,4,0,0,140,219,5,20,,,
42,60.23625430073862,58.776778516273986,-2,0,0,50,164,5,21,,,
43,11.760863463315408,60.02254108604961,2,0,0,336,417,13,21,,,
