0,75,44,84,50,35,63,52,56,53,90,79,68,26,86,98,56,47,36,59,53,47,36,31,22,17,51,18,78,88,19,88,42,80,37,52
75,0,31,51,38,78,11,104,113,26,57,57,19,53,51,77,19,29,51,16,80,57,39,45,57,61,30,74,23,13,62,16,36,47,42,85
44,31,0,56,24,53,19,78,86,14,63,56,28,24,57,79,12,8,27,16,60,38,8,14,27,30,15,44,38,44,32,45,11,51,15,63
84,51,56,0,36,64,51,83,93,42,6,10,33,58,1,25,51,63,48,47,53,39,56,59,79,67,69,72,28,59,84,65,48,5,50,59
50,38,24,36,0,41,30,65,75,14,42,33,22,23,37,55,25,31,16,24,41,18,21,23,43,32,39,41,29,51,48,55,13,30,14,46
35,78,53,64,41,0,68,25,34,52,68,55,63,29,66,70,61,60,27,62,18,26,44,39,48,28,67,17,70,92,50,95,43,60,37,16
63,11,19,51,30,68,0,93,102,16,57,54,17,42,51,76,7,18,41,6,71,48,27,33,46,49,21,63,25,24,51,26,25,46,31,75
52,104,78,83,65,25,93,0,9,78,86,73,88,54,85,82,87,85,52,87,30,49,69,64,70,51,92,37,94,117,70,120,69,80,63,24
56,113,86,93,75,34,102,9,0,87,95,83,97,62,94,91,95,93,61,96,39,58,77,72,76,58,100,43,103,126,75,129,77,90,71,33
53,26,14,42,14,52,16,78,87,0,49,43,15,28,43,66,11,20,25,9,55,32,17,22,40,36,26,49,25,39,45,42,11,37,17,59
90,57,63,6,42,68,57,86,95,49,0,12,39,64,5,20,58,69,54,53,56,44,62,65,85,72,75,77,34,64,90,70,54,11,56,61
79,57,56,10,33,55,54,73,83,43,12,0,37,53,12,22,53,63,43,49,43,31,54,55,75,61,70,65,35,66,80,72,46,10,47,49
68,19,28,33,22,63,17,88,97,15,39,37,0,43,34,59,19,32,38,14,62,39,32,37,55,51,37,63,10,31,60,35,26,29,31,67
26,53,24,58,23,29,42,54,62,28,64,53,43,0,60,74,34,31,10,36,40,24,15,10,24,8,37,20,52,66,27,68,17,53,11,42
86,51,57,1,37,66,51,85,94,43,5,12,34,60,0,26,52,63,50,47,55,40,57,60,80,68,69,73,28,59,85,65,49,6,51,60
98,77,79,25,55,70,76,82,91,66,20,22,59,74,26,0,76,86,63,71,53,50,76,77,97,82,92,82,54,85,102,91,68,30,69,58
56,19,12,51,25,61,7,87,95,11,58,53,19,34,52,76,0,12,34,5,66,43,19,25,38,41,17,55,29,32,44,33,17,46,23,69
47,29,8,63,31,60,18,85,93,20,69,63,32,31,63,86,12,0,35,17,68,46,16,20,27,36,7,50,41,41,33,40,19,57,23,71
36,51,27,48,16,27,41,52,61,25,54,43,38,10,50,63,34,35,0,35,33,14,19,17,34,18,42,25,46,65,38,67,16,43,11,36
59,16,16,47,24,62,6,87,96,9,53,49,14,36,47,71,5,17,35,0,65,42,23,28,43,44,22,57,24,30,48,32,19,42,25,69
53,80,60,53,41,18,71,30,39,55,56,43,62,40,55,53,66,68,33,65,0,23,52,49,63,43,76,35,66,93,65,97,49,51,44,5
47,57,38,39,18,26,48,49,58,32,44,31,39,24,40,50,43,46,14,42,23,0,32,31,48,31,54,33,45,69,52,73,27,35,23,27
36,39,8,56,21,44,27,69,77,17,62,54,32,15,57,76,19,16,19,23,52,32,0,5,23,21,23,35,42,52,28,53,8,51,8,55
31,45,14,59,23,39,33,64,72,22,65,55,37,10,60,77,25,20,17,28,49,31,5,0,20,15,27,30,47,58,24,59,11,53,8,52
22,57,27,79,43,48,46,70,76,40,85,75,55,24,80,97,38,27,34,43,63,48,23,20,0,20,30,33,65,69,5,68,31,73,28,64
17,61,30,67,32,28,49,51,58,36,72,61,51,8,68,82,41,36,18,44,43,31,21,15,20,0,41,14,60,74,22,75,25,62,20,43
51,30,15,69,39,67,21,92,100,26,75,70,37,37,69,92,17,7,42,22,76,54,23,27,30,41,0,56,46,40,34,38,27,64,31,78
18,74,44,72,41,17,63,37,43,49,77,65,63,20,73,82,55,50,25,57,35,33,35,30,33,14,56,0,71,87,33,89,38,67,32,34
78,23,38,28,29,70,25,94,103,25,34,35,10,52,28,54,29,41,46,24,66,45,42,47,65,60,46,71,0,31,70,37,35,25,40,72
88,13,44,59,51,92,24,117,126,39,64,66,31,66,59,85,32,41,65,30,93,69,52,58,69,74,40,87,31,0,74,6,49,56,55,97
19,62,32,84,48,50,51,70,75,45,90,80,60,27,85,102,44,33,38,48,65,52,28,24,5,22,34,33,70,74,0,73,36,78,33,66
88,16,45,65,55,95,26,120,129,42,70,72,35,68,65,91,33,40,67,32,97,73,53,59,68,75,38,89,37,6,73,0,51,62,57,101
42,36,11,48,13,43,25,69,77,11,54,46,26,17,49,68,17,19,16,19,49,27,8,11,31,25,27,38,35,49,36,51,0,42,6,52
80,47,51,5,30,60,46,80,90,37,11,10,29,53,6,30,46,57,43,42,51,35,51,53,73,62,64,67,25,56,78,62,42,0,45,56
37,42,15,50,14,37,31,63,71,17,56,47,31,11,51,69,23,23,11,25,44,23,8,8,28,20,31,32,40,55,33,57,6,45,0,47
52,85,63,59,46,16,75,24,33,59,61,49,67,42,60,58,69,71,36,69,5,27,55,52,64,43,78,34,72,97,66,101,52,56,47,0
