0,63,36,53,50,14,19,27,31,51,64,50,32,15,20,79,9,83,40,24,34,79,23,71,47,17,18,20,28,15,20,29,9,41,46
63,0,69,42,27,49,62,49,56,12,19,24,57,78,43,24,54,54,69,79,76,31,49,16,88,77,73,47,69,64,84,54,59,90,57
36,69,0,35,70,42,17,58,64,59,59,46,66,43,40,74,33,108,4,24,71,95,23,69,19,50,54,27,65,52,47,62,27,76,18
53,42,35,0,56,47,39,59,68,36,27,18,69,66,40,40,44,92,33,55,83,73,29,36,53,70,71,33,75,64,72,65,44,93,17
50,27,70,56,0,35,58,27,31,22,43,39,32,63,32,52,43,37,72,72,52,29,47,43,89,60,53,43,45,44,68,30,50,66,65
14,49,42,47,35,0,25,16,22,37,52,40,24,29,7,68,9,70,45,37,35,64,21,59,57,28,25,16,27,16,34,20,16,46,46
19,62,17,39,58,25,0,41,47,51,57,43,49,28,25,73,16,94,21,17,53,85,13,66,31,34,37,15,47,34,33,45,10,59,28
27,49,58,59,27,16,41,0,8,39,58,48,9,38,19,71,25,56,61,51,27,56,37,62,73,33,26,31,19,17,42,5,31,40,61
31,56,64,68,31,22,47,8,0,46,66,56,1,39,27,79,31,56,68,55,20,59,44,70,78,33,24,39,14,18,42,2,37,35,68
51,12,59,36,22,37,51,39,46,0,21,18,47,66,30,33,41,55,59,67,66,37,37,24,78,65,61,36,58,52,71,44,47,79,49
64,19,59,27,43,52,57,58,66,21,0,14,67,79,45,15,54,73,58,75,85,50,44,9,78,80,78,45,77,69,85,63,57,97,44
50,24,46,18,39,40,43,48,56,18,14,0,57,65,32,30,40,74,46,60,74,54,30,23,65,67,65,30,66,56,71,53,43,85,32
32,57,66,69,32,24,49,9,1,47,67,57,0,39,29,80,32,55,69,56,19,59,45,71,79,33,25,40,13,18,42,4,38,34,70
15,78,43,66,63,29,28,38,39,66,79,65,39,0,35,95,25,94,47,21,33,93,37,87,48,8,16,34,30,21,5,38,22,34,57
20,43,40,40,32,7,25,19,27,30,45,32,29,35,0,60,11,68,43,39,42,60,17,52,57,35,32,12,34,24,41,24,18,53,41
79,24,74,40,52,68,73,71,79,33,15,30,80,95,60,0,69,76,73,90,99,50,60,9,93,96,93,60,91,84,100,77,73,112,57
9,54,33,44,43,9,16,25,31,41,54,40,32,25,11,69,0,79,36,28,40,72,15,61,48,26,26,11,33,20,30,29,6,48,39
83,54,108,92,37,70,94,56,56,55,73,74,55,94,68,76,79,0,110,107,71,26,84,69,126,89,80,80,68,73,98,56,86,85,103
40,69,4,33,72,45,21,61,68,59,58,46,69,47,43,73,36,110,0,28,75,97,25,68,19,54,58,30,68,55,51,65,31,80,16
24,79,24,55,72,37,17,51,55,67,75,60,56,21,39,90,28,107,28,0,54,100,30,84,26,30,37,31,50,38,24,53,21,56,42
34,76,71,83,52,35,53,27,20,66,85,74,19,33,42,99,40,71,75,54,0,78,55,90,80,25,17,51,8,19,34,22,43,14,79
79,31,95,73,29,64,85,56,59,37,50,54,59,93,60,50,72,26,97,100,78,0,73,44,114,89,82,70,73,73,97,58,78,93,86
23,49,23,29,47,21,13,37,44,37,44,30,45,37,17,60,15,84,25,30,55,73,0,53,41,41,42,5,48,35,42,41,14,64,24
71,16,69,36,43,59,66,62,70,24,9,23,71,87,52,9,61,69,68,84,90,44,53,0,88,87,84,53,82,75,92,68,65,103,53
47,88,19,53,89,57,31,73,78,78,78,65,79,48,57,93,48,126,19,26,80,114,41,88,0,56,63,45,75,63,50,76,41,82,35
17,77,50,70,60,28,34,33,33,65,80,67,33,8,35,96,26,89,54,30,25,89,41,87,56,0,8,37,22,15,9,32,26,26,62
18,73,54,71,53,25,37,26,24,61,78,65,25,16,32,93,26,80,58,37,17,82,42,84,63,8,0,38,14,9,18,24,28,22,65
20,47,27,33,43,16,15,31,39,36,45,30,40,34,12,60,11,80,30,31,51,70,5,53,45,37,38,0,43,31,40,36,12,60,29
28,69,65,75,45,27,47,19,14,58,77,66,13,30,34,91,33,68,68,50,8,73,48,82,75,22,14,43,0,13,32,15,37,21,72
15,64,52,64,44,16,34,17,18,52,69,56,18,21,24,84,20,73,55,38,19,73,35,75,63,15,9,31,13,0,24,17,24,29,60
20,84,47,72,68,34,33,42,42,71,85,71,42,5,41,100,30,98,51,24,34,97,42,92,50,9,18,40,32,24,0,41,28,32,62
29,54,62,65,30,20,45,5,2,44,63,53,4,38,24,77,29,56,65,53,22,58,41,68,76,32,24,36,15,17,41,0,35,36,66
9,59,27,44,50,16,10,31,37,47,57,43,38,22,18,73,6,86,31,21,43,78,14,65,41,26,28,12,37,24,28,35,0,50,36
41,90,76,93,66,46,59,40,35,79,97,85,34,34,53,112,48,85,80,56,14,93,64,103,82,26,22,60,21,29,32,36,50,0,87
46,57,18,17,65,46,28,61,68,49,44,32,70,57,41,57,39,103,16,42,79,86,24,53,35,62,65,29,72,60,62,66,36,87,0
