0,31,83,21,21,83,63,92,63,51,73,11,59,65,36,44,12,29,98,48,86,75,43,38,28,71,43,19,51,43,71,89,112,43,47,41,66,92,54,39,81,57,102
31,0,82,12,19,65,50,73,67,24,43,21,28,66,37,33,37,18,74,16,66,53,54,15,53,45,32,21,30,57,68,58,82,55,17,15,40,64,55,52,50,37,94
83,82,0,88,68,44,36,47,21,71,78,78,81,18,48,48,74,64,68,89,48,55,43,68,69,66,49,68,58,47,13,95,97,44,79,71,66,81,29,49,95,53,25
21,12,88,0,20,76,60,85,71,36,56,15,41,71,41,41,31,24,86,27,78,65,55,26,48,58,40,21,41,57,75,71,95,56,30,27,52,77,60,52,62,48,103
21,19,68,20,0,62,43,71,51,32,53,11,41,51,20,24,21,8,77,34,64,53,35,18,35,51,22,2,30,38,55,71,91,36,30,22,45,72,39,33,64,35,84
83,65,44,76,62,0,21,9,51,44,40,73,49,44,51,38,79,54,24,63,3,15,61,49,84,27,40,63,35,68,38,52,52,63,53,49,30,37,45,66,56,27,38
63,50,36,60,43,21,0,30,33,35,42,54,44,28,30,19,58,35,43,54,25,22,40,35,62,31,20,44,22,46,25,60,68,42,43,36,29,49,25,45,59,17,43
92,73,47,85,71,9,30,0,56,52,45,82,56,50,60,48,88,63,21,71,7,22,69,58,92,33,49,72,43,75,43,55,51,71,61,58,37,38,52,74,60,36,36
63,67,21,71,51,51,33,56,0,62,75,59,73,6,30,36,53,48,75,77,54,56,21,56,47,64,37,50,50,25,14,93,101,22,68,59,62,83,12,27,92,47,45
51,24,71,36,32,44,35,52,62,0,21,40,10,59,39,26,54,24,50,19,45,30,57,13,67,21,26,35,13,62,59,38,60,58,9,10,16,41,50,58,32,18,78
73,43,78,56,53,40,42,45,75,21,0,61,15,70,57,42,75,45,35,32,39,25,74,34,87,12,42,56,27,80,68,18,39,76,26,31,13,21,64,77,16,28,78
11,21,78,15,11,73,54,82,59,40,61,0,48,60,29,35,16,19,87,37,75,64,41,27,33,60,33,10,40,43,65,78,100,42,36,30,54,81,48,38,70,46,95
59,28,81,41,41,49,44,56,73,10,15,48,0,69,50,37,63,34,49,16,49,34,68,23,77,22,37,44,23,73,69,30,54,69,11,19,18,36,61,69,22,27,85
65,66,18,71,51,44,28,50,6,59,70,60,69,0,30,33,56,47,68,74,48,50,25,53,52,59,34,50,46,30,8,88,95,26,65,56,57,77,11,32,87,42,40
36,37,48,41,20,51,30,60,30,39,57,29,50,30,0,15,28,19,71,49,55,48,17,28,33,50,15,20,29,23,35,76,92,19,42,32,45,72,18,19,72,31,66
44,33,48,41,24,38,19,48,36,26,42,35,37,33,15,0,40,17,56,41,42,33,31,20,48,35,1,25,15,37,35,61,76,33,32,22,30,56,24,34,57,16,61
12,37,74,31,21,79,58,88,53,54,75,16,63,56,28,40,0,29,96,54,82,73,32,40,17,72,39,18,50,32,62,92,113,32,52,44,66,93,45,27,85,55,95
29,18,64,24,8,54,35,63,48,24,45,19,34,47,19,17,29,0,68,31,56,45,36,11,42,42,15,10,21,40,51,63,83,37,25,15,36,64,36,36,57,27,78
98,74,68,86,77,24,43,21,75,50,35,87,49,68,71,56,96,68,0,66,20,23,83,60,104,28,57,79,47,90,62,38,29,85,58,58,33,19,68,88,46,41,57
48,16,89,27,34,63,54,71,77,19,32,37,16,74,49,41,54,31,66,0,64,49,67,21,70,38,40,37,31,72,76,44,70,69,10,18,33,53,65,67,34,37,97
86,66,48,78,64,3,25,7,54,45,39,75,49,48,55,42,82,56,20,64,0,15,65,51,88,27,43,66,36,71,41,50,49,67,54,51,30,34,49,70,54,30,40
75,53,55,65,53,15,22,22,56,30,25,64,34,50,48,33,73,45,23,49,15,0,61,38,81,12,34,56,24,68,46,39,45,63,39,37,15,27,47,66,41,18,53
43,54,43,55,35,61,40,69,21,57,74,41,68,25,17,31,32,36,83,67,65,61,0,46,26,66,31,33,46,6,33,93,107,2,60,50,62,87,17,6,89,47,66
38,15,68,26,18,49,35,58,56,13,34,27,23,53,28,20,40,11,60,21,51,38,46,0,53,33,19,21,15,51,55,52,73,48,13,3,27,54,43,47,45,22,79
28,53,69,48,35,84,62,92,47,67,87,33,77,52,33,48,17,42,104,70,88,81,26,53,0,82,47,33,60,22,60,105,124,25,66,57,77,104,43,20,99,64,92
71,45,66,58,51,27,31,33,64,21,12,60,22,59,50,35,72,42,28,38,27,12,66,33,82,0,35,53,21,72,56,29,41,68,30,31,5,22,54,69,29,18,65
43,32,49,40,22,40,20,49,37,26,42,33,37,34,15,1,39,15,57,40,43,34,31,19,47,35,0,24,14,37,36,61,77,33,31,21,30,57,25,34,57,16,62
