0,65,11,34,56,26,54,19,33,7,69,47,32,35,50,28,46,24,29,44,23,19,36,23,32,14,26,36,31,24,27,16,43,48,54,53
65,0,57,90,74,38,94,83,84,60,3,50,38,94,17,86,25,70,51,104,73,84,71,50,33,50,41,76,72,68,65,64,69,25,75,83
11,57,0,35,62,19,64,30,44,13,60,35,21,38,41,40,36,18,18,48,20,29,44,11,27,8,23,30,40,17,18,24,50,44,45,45
34,90,35,0,88,55,79,32,57,41,94,52,52,6,73,49,67,21,40,14,17,26,67,40,62,43,58,21,62,22,26,49,76,79,42,34
56,74,62,88,0,55,28,58,37,50,76,92,70,87,71,45,74,80,77,94,79,64,21,70,52,56,46,91,26,79,81,40,12,48,107,108
26,38,19,55,55,0,66,45,50,22,42,36,15,57,24,49,22,36,24,67,38,46,42,18,7,12,9,46,41,35,33,28,45,25,54,59
54,94,64,79,28,66,0,46,22,50,97,99,79,76,87,30,88,78,82,81,76,53,24,74,66,61,58,89,24,78,81,40,25,69,108,106
19,83,30,32,58,45,46,0,24,23,87,64,52,29,69,16,66,35,47,36,32,6,37,41,51,33,43,44,32,36,40,23,46,64,66,62
33,84,44,57,37,50,22,24,0,31,88,79,62,54,74,8,73,56,62,59,54,30,18,55,53,42,44,67,14,56,59,22,26,61,86,84
7,60,13,41,50,22,50,23,31,0,64,48,31,42,46,28,43,30,31,51,29,25,31,24,27,11,20,41,27,29,31,11,37,42,58,58
69,3,60,94,76,42,97,87,88,64,0,53,42,98,20,89,28,73,55,108,77,88,74,54,36,54,44,80,75,72,69,67,72,28,78,86
47,50,35,52,92,36,99,64,79,48,53,0,21,57,34,75,26,32,17,67,36,61,77,24,41,37,45,32,74,31,26,58,81,55,24,33
32,38,21,52,70,15,79,52,62,31,42,21,0,56,21,60,15,31,13,66,35,51,56,12,19,19,24,38,55,29,26,40,60,35,42,48
35,94,38,6,87,57,76,29,54,42,98,57,56,0,77,45,71,26,45,10,21,23,66,44,65,45,60,27,61,27,31,48,74,82,48,40
50,17,41,73,71,24,87,69,74,46,20,34,21,77,0,74,8,52,34,87,56,69,63,33,21,36,30,59,63,51,48,52,64,25,58,66
28,86,40,49,45,49,30,16,8,28,89,75,60,45,74,0,72,49,58,51,47,22,25,51,53,40,44,60,20,50,53,21,34,63,80,77
46,25,36,67,74,22,88,66,73,43,28,26,15,71,8,72,0,45,27,81,49,65,64,27,22,32,30,51,64,44,41,51,66,30,50,58
24,70,18,21,80,36,78,35,56,30,73,32,31,26,52,49,45,0,19,35,4,30,60,19,43,26,42,11,56,1,5,40,67,61,30,28
29,51,18,40,77,24,82,47,62,31,55,17,13,45,34,58,27,19,0,55,23,44,61,7,30,21,32,25,58,17,14,42,66,47,30,35
44,104,48,14,94,67,81,36,59,51,108,67,66,10,87,51,81,35,55,0,31,30,73,54,75,55,70,35,68,37,41,57,82,92,55,45
23,73,20,17,79,38,76,32,54,29,77,36,35,21,56,47,49,4,23,31,0,27,59,23,46,28,43,12,55,5,10,39,67,64,34,30
19,84,29,26,64,46,53,6,30,25,88,61,51,23,69,22,65,30,44,30,27,0,43,39,52,33,45,39,37,31,35,27,52,67,61,56
36,71,44,67,21,42,24,37,18,31,74,77,56,66,63,25,64,60,61,73,59,43,0,53,42,39,34,72,5,60,62,20,8,46,89,89
23,50,11,40,70,18,74,41,55,24,54,24,12,44,33,51,27,19,7,54,23,39,53,0,25,13,25,28,50,18,16,34,58,42,37,41
32,33,27,62,52,7,66,51,53,27,36,41,19,65,21,53,22,43,30,75,46,52,42,25,0,19,8,53,42,42,41,31,44,17,61,66
14,50,8,43,56,12,61,33,42,11,54,37,19,45,36,40,32,26,21,55,28,33,39,13,19,0,15,38,36,25,26,21,44,36,51,53
26,41,23,58,46,9,58,43,44,20,44,45,24,60,30,44,30,42,32,70,43,45,34,25,8,15,0,52,33,40,40,22,36,21,63,66
36,76,30,21,91,46,89,44,67,41,80,32,38,27,59,60,51,11,25,35,12,39,72,28,53,38,52,0,68,12,12,52,79,71,22,17
31,72,40,62,26,41,24,32,14,27,75,74,55,61,63,20,64,56,58,68,55,37,5,50,42,36,33,68,0,56,58,16,14,47,85,85
24,68,17,22,79,35,78,36,56,29,72,31,29,27,51,50,44,1,17,37,5,31,60,18,42,25,40,12,56,0,4,40,67,60,30,28
27,65,18,26,81,33,81,40,59,31,69,26,26,31,48,53,41,5,14,41,10,35,62,16,41,26,40,12,58,4,0,42,69,58,27,27
16,64,24,49,40,28,40,23,22,11,67,58,40,48,52,21,51,40,42,57,39,27,20,34,31,21,22,52,16,40,42,0,27,42,69,69
43,69,50,76,12,45,25,46,26,37,72,81,60,74,64,34,66,67,66,82,67,52,8,58,44,44,36,79,14,67,69,27,0,44,95,96
48,25,44,79,48,25,69,64,61,42,28,55,35,82,25,63,30,61,47,92,64,67,46,42,17,36,21,71,47,60,58,42,44,0,77,83
54,75,45,42,107,54,108,66,86,58,78,24,42,48,58,80,50,30,30,55,34,61,89,37,61,51,63,22,85,30,27,69,95,77,0,11
53,83,45,34,108,59,106,62,84,58,86,33,48,40,66,77,58,28,35,45,30,56,89,41,66,53,66,17,85,28,27,69,96,83,11,0
