node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
0,63.37969759927289,45.00519305538921,0,0,1,0,480,0,-1,0.0,-1.0,
1,33.7817043321564,38.809873534415715,0,1,0,0,480,7,-1,0.0,-1.0,20.0
2,24.22933292004665,92.44942827740529,0,1,0,0,480,10,-1,0.0,-1.0,29.0
3,52.17432257909146,1.3409453872123112,0,1,0,0,480,13,-1,0.0,-1.0,14.0
4,1.9446258419546614,97.29616349520415,0,1,0,0,480,8,-1,0.0,-1.0,11.0
12,28.300063542907772,3.797596756960653,-2,0,0,281,367,13,1,,,
10,29.767875856237204,3.2947868245529977,2,0,0,145,258,5,1,,,
39,47.16631827851603,57.16276933611655,-2,0,0,188,250,11,2,,,
13,99.45941872219402,48.19861868264059,2,0,0,195,295,9,2,,,
20,19.12105177467418,31.274111618840017,-2,0,0,306,373,10,3,,,
15,4.317029086294144,30.960074508550008,2,0,0,113,255,12,3,,,
9,40.682264739846495,46.00641167475617,-3,0,0,358,519,18,4,,,
16,32.01101410059012,83.8352904049016,3,0,0,176,276,7,4,,,
19,99.82340258287203,99.61636931702633,-4,0,0,285,463,19,5,,,
17,65.42299779998744,27.542990363947283,4,0,0,198,340,19,5,,,
6,5.827530156057447,92.11627366945491,-3,0,0,179,341,12,6,,,
18,96.7739954659086,32.15418323978714,3,0,0,22,129,17,6,,,
7,87.44170036666785,57.10931624345147,-3,0,0,295,392,13,7,,,
22,52.80474490037993,96.94414691322568,3,0,0,355,441,15,7,,,
11,59.01274059265421,52.41546676947559,-4,0,0,324,400,8,8,,,
23,72.39891642356915,21.20448493829744,4,0,0,326,476,19,8,,,
41,62.60981019870467,89.12007974018094,-2,0,0,248,417,17,9,,,
25,15.845244018076299,78.76768403357542,2,0,0,89,234,16,9,,,
21,48.60441984846542,66.4100671147891,-4,0,0,279,411,14,10,,,
28,11.32697530646858,77.28805774635181,4,0,0,259,431,18,10,,,
35,76.3963196325618,0.5078812975727209,-2,0,0,273,412,5,11,,,
29,49.18678219172068,78.4279814954569,2,0,0,348,510,16,11,,,
37,98.41188838262373,73.62539479604622,-4,0,0,9,127,19,12,,,
30,58.392653919774126,8.243327201899076,4,0,0,155,274,13,12,,,
27,1.0798392389511968,70.10112670950407,-3,0,0,269,417,19,13,,,
32,47.87017205693323,17.23492141449633,3,0,0,1,84,18,13,,,
24,10.509755021363832,68.84012907093567,-2,0,0,319,478,6,14,,,
33,75.2335177977885,91.15912278061266,2,0,0,279,365,9,14,,,
5,22.145089137324504,80.56082888143146,-2,0,0,221,319,19,15,,,
34,55.41261633582742,52.71472942991805,2,0,0,206,291,5,15,,,
26,31.103666726033698,32.68932630556065,-4,0,0,3,63,15,16,,,
36,91.77586426351607,19.744881709113173,4,0,0,305,474,10,16,,,
14,75.60042417740772,45.23140350513355,-2,0,0,73,194,5,17,,,
38,77.42511477006711,65.62029803736066,2,0,0,163,278,19,17,,,
8,0.8998657283255773,25.781087402333757,-4,0,0,217,289,13,18,,,
40,4.640288601512566,62.39595094320143,4,0,0,138,272,10,18,,,
31,76.56523367051831,6.979948489474975,-3,0,0,117,253,10,19,,,
42,50.56563574302194,7.7144374086061,3,0,0,55,145,10,19,,,
43,30.619592048208123,65.56294121143175,-2,0,0,292,442,6,20,,,
44,23.92588627514639,28.052782185540092,2,0,0,127,233,14,20,,,
