node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
0,87.04004631058369,55.8231750279661,0,0,1,0,480,0,-1,0.0,-1.0,
1,32.47989153803606,29.338967558297835,0,1,0,0,480,10,-1,0.0,-1.0,29.0
2,3.341799470505946,81.58208510252952,0,1,0,0,480,8,-1,0.0,-1.0,11.0
3,45.038321303900794,32.513292840026445,0,1,0,0,480,7,-1,0.0,-1.0,24.0
15,50.32094167515431,1.4079663282890675,-4,0,0,179,301,14,1,,,
4,47.11103549977539,81.8737990454652,4,0,0,272,444,5,1,,,
24,87.78326035758144,89.5106225730092,-3,0,0,336,511,11,2,,,
5,12.461420770752119,85.76559882418273,3,0,0,97,228,17,2,,,
12,76.29488785115612,75.94865691883071,-3,0,0,312,425,8,3,,,
6,89.7508835108354,94.67079150338881,3,0,0,341,511,8,3,,,
8,37.36408184666985,33.291209623140325,-4,0,0,22,116,7,4,,,
7,39.74879924226278,21.714040403767186,4,0,0,289,381,18,4,,,
21,91.22296219996,89.27959395898858,-4,0,0,80,158,18,5,,,
9,17.615391250286006,60.726667010148795,4,0,0,342,416,15,5,,,
14,92.78100616476964,33.26565998208915,-3,0,0,120,245,11,6,,,
10,47.66241605086289,86.57009923240037,3,0,0,240,317,10,6,,,
29,22.489680573040726,55.813415812821496,-2,0,0,276,337,5,7,,,
13,88.60739670955252,72.9033742829494,2,0,0,294,439,12,7,,,
11,3.2109580482058253,64.38679275551263,-4,0,0,238,353,6,8,,,
17,10.080719713908525,26.021136793575362,4,0,0,55,216,13,8,,,
16,0.6957587303291213,24.012662045151988,-2,0,0,27,168,12,9,,,
18,17.70432945283974,2.852002483864824,2,0,0,355,455,8,9,,,
28,92.19556301327502,14.077045777121333,-4,0,0,259,348,12,10,,,
19,90.93041464060494,0.8223131388891525,4,0,0,83,188,12,10,,,
31,23.213391280015617,0.09430425274903342,-2,0,0,158,307,17,11,,,
22,65.39011463692573,67.22341498006051,2,0,0,135,249,9,11,,,
35,52.493408424346754,47.712976739568326,-4,0,0,171,323,8,12,,,
25,65.92445370508719,34.47869286545365,4,0,0,77,168,16,12,,,
33,80.99131203060904,46.02066181566153,-2,0,0,177,356,13,13,,,
26,89.36486490904808,29.151692815119233,2,0,0,307,434,9,13,,,
23,0.5339141969688543,98.4871566113602,-2,0,0,17,91,9,14,,,
27,56.271154334220284,9.97309723438824,2,0,0,293,400,8,14,,,
20,73.60821443370854,15.214788691951654,-4,0,0,215,290,16,15,,,
30,76.40930002129815,61.93513059362989,4,0,0,34,110,13,15,,,
38,25.81581676584783,3.7747316967433386,-2,0,0,248,359,17,16,,,
32,75.71505803074392,98.52073259110938,2,0,0,139,281,10,16,,,
37,52.676890726949196,31.671712202521608,-2,0,0,247,355,8,17,,,
36,44.762387266552494,77.51907692939058,2,0,0,78,138,6,17,,,
34,90.37672613991066,40.984767311835,-3,0,0,63,147,6,18,,,
39,58.3195161883046,22.99614154010342,3,0,0,255,429,13,18,,,
