node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
0,29.797979466226955,1.1871346669359295,0,0,1,0,480,0,-1,0.0,-1.0,
1,30.06556405607441,57.80750491848317,0,1,0,0,480,12,-1,0.0,-1.0,19.0
2,37.59383754032933,53.48727557587553,0,1,0,0,480,13,-1,0.0,-1.0,22.0
3,87.65981188350187,91.24850542303685,0,1,0,0,480,7,-1,0.0,-1.0,24.0
26,18.88701867628544,70.1141131383577,-2,0,0,268,430,15,1,,,
5,54.91440152414512,94.9112456888247,2,0,0,52,201,16,1,,,
37,18.892981376495232,85.94345828335508,-3,0,0,76,236,13,2,,,
8,0.8108196886213226,0.9252522435902355,3,0,0,56,149,11,2,,,
12,30.091907316541878,16.71343148693072,-3,0,0,57,168,17,3,,,
9,46.05660075622558,48.833491300433465,3,0,0,156,250,15,3,,,
22,40.165312576438026,94.90796031828168,-2,0,0,288,422,13,4,,,
10,2.2569696573442655,68.69274167743025,2,0,0,77,145,11,4,,,
13,40.71737385988753,23.227336479050077,-2,0,0,303,455,7,5,,,
15,50.840597664462706,15.737851486886756,2,0,0,163,318,11,5,,,
11,29.400338859495314,55.98931015359494,-3,0,0,219,360,16,6,,,
17,11.039423424993377,46.78024120373392,3,0,0,190,254,11,6,,,
40,34.171187934168834,68.36995457246208,-3,0,0,85,250,16,7,,,
18,7.087170065487358,59.81824455420024,3,0,0,295,373,19,7,,,
34,71.60630534195582,32.31940653243362,-2,0,0,64,214,6,8,,,
19,26.440429792964537,52.76244568387079,2,0,0,285,410,9,8,,,
7,72.69798713458154,37.80310622331952,-4,0,0,92,193,8,9,,,
20,51.746100938429116,92.43543461938005,4,0,0,93,258,9,9,,,
35,31.869725728539734,44.85425493684594,-3,0,0,340,478,8,10,,,
21,54.90832225687229,58.29984797183157,3,0,0,7,179,19,10,,,
44,90.92650434553407,51.21699559338872,-4,0,0,267,420,18,11,,,
23,77.71859094396096,28.540529030284155,4,0,0,90,257,14,11,,,
38,25.625492388907254,38.01949979751775,-3,0,0,288,437,8,12,,,
24,84.42095857762321,43.239636018508996,3,0,0,167,291,15,12,,,
16,67.09747094857849,75.39376844414241,-3,0,0,270,330,15,13,,,
25,82.8667143533594,82.28880682935021,3,0,0,54,115,5,13,,,
14,53.480097691916804,19.882853028647997,-3,0,0,171,252,14,14,,,
27,29.06429693065311,29.749266999266823,3,0,0,145,251,5,14,,,
46,68.98960033133608,88.39977768711867,-3,0,0,285,443,14,15,,,
31,10.448239530783464,23.751612059406014,3,0,0,61,205,10,15,,,
32,37.9900522322704,47.59063274732007,-4,0,0,322,424,9,16,,,
33,4.457004071263082,97.05733326273605,4,0,0,17,134,10,16,,,
30,71.52368534826331,17.118474383512527,-2,0,0,59,236,8,17,,,
39,87.12718509501171,66.31478293998225,2,0,0,277,360,12,17,,,
6,99.86173191643847,23.540724884152663,-3,0,0,108,233,12,18,,,
41,1.968321538141371,73.56426600113653,3,0,0,261,432,6,18,,,
28,29.634807688058075,72.55682475599482,-3,0,0,336,504,11,19,,,
42,48.701604051623946,81.31821472844612,3,0,0,285,365,18,19,,,
4,26.59740646541121,46.21404732699007,-4,0,0,106,241,13,20,,,
43,95.46376520064683,92.57885494945684,4,0,0,195,293,12,20,,,
36,62.6244822763033,14.637306658896776,-3,0,0,117,279,17,21,,,
45,36.014211413893804,46.503532473067274,3,0,0,334,443,8,21,,,
29,22.982604179253606,0.09058352460902253,-3,0,0,50,148,14,22,,,
47,20.698630300011956,91.8193158461703,3,0,0,7,179,17,22,,,
48,81.5180231969889,97.88560151782346,-4,0,0,343,430,11,23,,,
49,88.02517732816871,27.993732969190667,4,0,0,106,192,5,23,,,
