node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
5,59.83060756960188,3.0970603422510123,1,0,0,179,242,18,,0.0,134.0,1
6,27.489565825708773,3.2799874276896013,-2,0,0,262,370,5,,0.0,-1.0,2
7,42.0335389195499,89.51000290662444,-1,0,0,289,381,14,,0.0,-1.0,3
8,98.26524114935692,63.70475535036275,-3,0,0,185,342,16,,0.0,-1.0,4
9,16.16376937845918,90.58493899993057,2,0,0,184,330,15,,0.0,-1.0,5
10,51.62478232000605,15.374931210291809,1,0,0,291,398,7,,1.0,103.0,6
11,92.17266694516614,75.7469050723103,1,0,0,245,326,17,,0.0,-1.0,7
12,73.17052727231516,70.91807037944046,3,0,0,330,477,17,,1.0,-1.0,8
13,20.03398210964423,21.100669170752607,1,0,0,253,375,5,,0.0,361.0,9
14,68.8292998427255,21.972275011039688,3,0,0,344,475,15,,1.0,-1.0,10
15,43.86716968030488,78.20018255939414,-1,0,0,312,471,6,,0.0,-1.0,11
16,78.3952518097841,45.326177252585964,-2,0,0,15,128,15,,0.0,-1.0,12
17,79.21899382752451,83.86217961980567,1,0,0,18,143,11,,0.0,339.0,13
18,65.47757512842603,22.842585230842015,-3,0,0,111,188,11,,0.0,-1.0,14
19,27.401178038554754,31.484115540873535,-3,0,0,323,407,19,,0.0,-1.0,15
20,11.6804107733952,27.315962036994513,-2,0,0,60,219,7,,0.0,-1.0,16
21,20.951922431253212,45.532874980860214,3,0,0,4,125,9,,1.0,-1.0,17
22,90.84375478722649,10.448031675395807,-1,0,0,323,391,17,,0.0,-1.0,18
23,72.02679239473956,68.72830044131277,-2,0,0,124,289,17,,0.0,-1.0,19
24,9.575419866335766,92.25724049058,-3,0,0,190,305,15,,0.0,-1.0,20
25,56.84722021568196,36.372552113568425,-1,0,0,131,294,15,,1.0,209.0,21
26,75.65385834953067,25.736545840163405,-1,0,0,329,422,8,,0.0,-1.0,22
27,69.35098370463204,3.971120757224722,-1,0,0,180,258,6,,0.0,110.0,23
28,83.9408037609272,44.81708470213185,3,0,0,102,215,11,,1.0,-1.0,24
29,63.66929143579417,22.123781980668365,2,0,0,320,447,16,,1.0,-1.0,25
30,67.7073712658448,77.22402758932766,1,0,0,133,193,12,,0.0,-1.0,26
31,47.321318688439874,61.77269240617943,-3,0,0,174,288,13,,0.0,-1.0,27
32,45.63259238223986,89.40913692578455,-2,0,0,311,382,5,,0.0,-1.0,28
33,49.78691805143192,84.18087090288189,2,0,0,121,190,19,,1.0,-1.0,29
34,80.13520582702486,41.050482134835654,2,0,0,209,330,14,,0.0,-1.0,30
35,23.008449185747505,40.6082132559771,2,0,0,215,354,15,,0.0,-1.0,31
36,82.62173757752201,22.763253581939235,-3,0,0,17,113,17,,0.0,30.0,32
37,52.44363458577494,80.60967479607474,-3,0,0,33,195,14,,1.0,109.0,33
38,35.34774751283788,64.22096370026973,2,0,0,251,322,5,,0.0,-1.0,34
39,24.56315740488145,10.927944536815993,-1,0,0,238,309,9,,1.0,63.0,35
40,79.43842250928563,9.896862340870683,2,0,0,34,108,5,,0.0,-1.0,36
41,27.13813950795846,85.51094219974401,-1,0,0,250,388,10,,0.0,-1.0,37
42,34.64692870786672,97.30453495141612,2,0,0,70,222,18,,0.0,-1.0,38
43,97.97343347738597,26.82760204535567,3,0,0,68,189,8,,0.0,-1.0,39
44,4.097822224989045,70.50632842053791,-2,0,0,113,228,12,,1.0,-1.0,40
45,45.098650264834376,10.07528439595763,2,0,0,292,388,9,,0.0,-1.0,41
46,70.75228189780428,3.1174909111921223,1,0,0,221,298,14,,0.0,-1.0,42
47,87.01966904922422,13.865252911330373,-2,0,0,303,402,5,,1.0,-1.0,43
48,12.7311878746725,17.567229796858452,2,0,0,55,145,15,,1.0,-1.0,44
