0,61,45,14,27,62,70,92,90,54,69,47,92,96,33,70,64,17,94,85,26,27,110,116,79,82,39,54,89,64,73,93,126,25,115,99,43,103,12,79,18,20
61,0,16,50,33,53,63,56,29,66,37,77,34,38,58,51,42,64,91,84,35,43,62,75,54,53,47,11,74,44,80,87,85,60,72,50,17,63,60,55,53,47
45,16,0,35,18,45,56,59,45,54,37,63,47,51,43,47,38,48,85,76,19,27,71,81,52,53,34,15,70,39,70,81,91,44,79,59,4,68,43,53,36,30
14,50,35,0,17,63,72,89,80,60,66,57,83,87,39,70,62,28,99,90,16,27,104,112,78,80,41,42,91,63,79,97,122,33,111,93,32,99,23,78,24,21
27,33,18,17,0,51,61,73,63,53,50,56,65,69,35,56,48,33,89,80,1,19,87,96,63,65,32,27,78,49,71,86,106,33,94,76,16,83,28,63,23,18
62,53,45,63,51,0,11,36,65,20,21,39,59,62,32,10,12,50,39,31,50,35,58,58,20,24,22,59,27,10,27,36,67,40,58,51,49,46,51,18,43,42
70,63,56,72,61,11,0,37,73,20,29,39,67,69,38,14,21,56,28,20,61,44,61,57,21,26,31,70,19,19,18,25,66,46,58,55,60,47,58,19,51,51
92,56,59,89,73,36,37,0,49,55,23,75,40,40,67,25,28,84,51,48,74,65,23,23,16,12,55,67,30,28,54,46,33,75,23,21,64,10,83,18,75,72
90,29,45,80,63,65,73,49,0,83,43,98,9,12,81,59,52,91,97,91,64,69,43,59,56,53,69,39,77,54,92,92,68,85,56,33,47,51,87,58,79,74
54,66,54,60,53,20,20,55,83,0,41,19,79,81,21,30,32,39,39,30,52,34,79,77,39,43,21,70,38,30,18,38,86,29,78,72,58,66,42,37,36,38
69,37,37,66,50,21,29,23,43,41,0,59,38,40,46,15,9,62,55,48,50,42,41,46,16,15,34,47,36,11,48,50,56,53,45,32,41,33,61,17,52,49
47,77,63,57,56,39,39,75,98,19,59,0,95,98,20,49,50,30,52,44,54,37,98,96,58,63,29,78,56,48,31,53,105,23,97,90,65,85,35,56,33,38
92,34,47,83,65,59,67,40,9,79,38,95,0,4,79,52,47,91,90,84,67,68,34,50,49,45,67,45,69,49,86,84,58,84,47,23,50,42,88,51,80,74
96,38,51,87,69,62,69,40,12,81,40,98,4,0,82,54,49,94,91,86,71,72,31,47,50,46,70,49,69,51,88,85,55,88,44,22,54,40,92,52,83,78
33,58,43,39,35,32,38,67,81,21,46,20,79,82,0,42,39,18,61,52,34,16,88,90,51,55,12,57,57,38,40,59,99,8,90,79,44,78,20,50,15,18
70,51,47,70,56,10,14,25,59,30,15,49,52,54,42,0,9,60,40,33,56,43,48,48,9,13,31,60,23,7,33,35,57,50,48,42,52,36,60,8,52,50
64,42,38,62,48,12,21,28,52,32,9,50,47,49,39,9,0,55,49,41,48,36,49,52,15,17,27,50,32,2,39,44,61,46,51,40,43,39,55,15,46,44
17,64,48,28,33,50,56,84,91,39,62,30,91,94,18,60,55,0,78,69,32,22,104,107,69,72,28,60,76,55,56,77,117,10,107,94,47,95,5,68,11,17
