node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time
0,74.4170997182819,89.70473882101909,0,0,1,0.0,1000.0,0
1,92.61583305258681,37.8849611922189,0,1,0,0.0,1000.0,8
2,17.356068007281888,91.28388581939751,0,1,0,0.0,1000.0,10
3,9.255544586102825,72.16883912281637,0,1,0,0.0,1000.0,14
4,14.049731486080164,38.938685466769215,0,1,0,0.0,1000.0,8
5,41.155574654502736,15.875791511208337,0,1,0,0.0,1000.0,12
6,92.2681434006612,0.2668168009286265,3,0,0,73.6749015169468,167.8474397229655,21
7,89.38085432166307,88.38293234754855,-1,0,0,77.28311236611624,143.85218523221837,17
8,31.696365369800162,70.42842698792755,-5,0,0,4.617096110354035,46.62140740775089,10
9,25.280891129831552,75.87735622539384,-1,0,0,160.4577632727375,279.3960776181652,19
10,56.11197417877434,30.022545424765834,-2,0,0,84.45842256716634,137.18891898142363,11
11,40.023475363765456,68.98887322384036,2,0,0,21.63015120473315,74.27405848356742,15
12,90.60974496437831,13.072651656727462,0,0,0,9.71008544177263,98.3173931753501,27
13,57.13639696691571,25.372919945711747,3,0,0,16.372301183258784,73.44485568094785,11
14,80.13722498754592,7.023730586948107,5,0,0,110.40647516797,172.57035147828663,21
15,68.89557901711699,17.49460136910298,-3,0,0,192.70991987817013,262.6442940989917,24
16,59.63854184032292,83.5692587192692,-2,0,0,2.6537081721750067,81.95675079740724,16
17,75.50806621216796,75.29428876836373,5,0,0,12.234351033188752,56.26705526476978,24
18,51.784531218690525,89.07455918497213,2,0,0,123.6075049353914,218.26723766159012,13
19,58.810519824199794,91.75179685495706,-1,0,0,180.98590339636306,261.3862624269657,17
20,54.65224578324176,50.596556302000295,-5,0,0,190.56076964983464,292.0704761477881,23
21,22.235301921031446,54.4786654030205,-3,0,0,107.3257808603608,223.54416568517976,23
22,14.058483124889698,86.96902012595454,2,0,0,2.209429042555522,37.583410481430676,13
23,67.58918887082935,99.3635448492942,-2,0,0,9.209032008979712,70.9812162512587,15
24,9.20974277905231,24.067274984528687,-3,0,0,20.81519128364939,121.85520469429909,12
25,87.71586042661393,39.525409976891765,4,0,0,179.5527155038376,256.3025870837365,19
26,46.63029899818976,86.06518873876169,-5,0,0,6.079482962305227,75.10551578345587,21
27,52.182322494995226,19.347584941436814,2,0,0,185.64335912951887,263.23582876362786,22
28,89.2030115409781,3.106165642303349,-1,0,0,22.965806344273897,139.0556634042305,21
29,89.53962676434432,5.052022667233469,-3,0,0,129.25050353143808,162.37801088750223,20
30,66.58493646001281,7.167937967533467,-1,0,0,167.10710025363335,233.02984975208898,23
31,70.62129859650655,3.397132133295089,0,0,0,82.10332807251011,190.05491577881855,20
32,84.24577277107875,46.594395092998475,-3,0,0,189.7951329929802,304.40610339092814,29
33,9.345391266887793,70.6819445010144,-1,0,0,61.98598184583328,172.98447676491213,19
34,48.92901575037625,19.094885887544287,1,0,0,153.40250599615388,268.180204889077,26
35,1.5672373888725777,41.79982597255372,-1,0,0,124.00632153564695,167.26807047715343,18
36,8.562923072853557,9.41696982472372,-3,0,0,172.48087045861783,279.36496279779556,25
37,26.732954836267687,63.04582972424243,-2,0,0,147.9048868534449,216.92394793760727,28
