node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time
0,19.70350864679633,68.02464906985234,0,0,1,0.0,1000.0,0
1,22.145194042670944,0.1256795393811183,0,1,0,0.0,1000.0,13
2,93.37621198067512,30.60152412145538,0,1,0,0.0,1000.0,11
3,19.66320424660023,26.81467309657759,0,1,0,0.0,1000.0,14
4,33.04476976186476,47.45464264481737,0,1,0,0.0,1000.0,7
5,6.935167101859663,5.267315620545087,-4,0,0,50.90332330729399,143.7784934205788,12
6,29.29107655380726,29.576613119709585,3,0,0,193.1021649135866,239.36010090380915,15
7,11.764622781423506,40.47915943205342,1,0,0,101.3760888064406,197.32270809666193,12
8,28.402866820278227,2.6055552795070103,3,0,0,193.88002251323735,296.76936522675135,27
9,88.57207804211107,88.60190180435904,-5,0,0,167.22697375574813,242.1444708515554,19
10,20.918225291347404,16.287222816434788,5,0,0,131.35500833199444,233.68008319803607,12
11,54.72927643469817,63.075350298143086,1,0,0,12.961965130772501,73.75753357258812,25
12,95.75425574470728,37.734845663981254,2,0,0,171.27066976270174,248.35797258748408,19
13,61.82003428645584,87.81810458043095,-4,0,0,49.54723280702316,116.3280708983209,24
14,44.995378578084996,12.234575115732603,1,0,0,24.209755234467735,74.15458217599132,18
15,37.744728582997425,13.65669267033004,0,0,0,72.07968102390292,137.33700890837196,29
16,1.6639464201950283,75.15530563490262,-2,0,0,100.37963608053293,186.53126903774364,16
17,23.842370049535553,0.2007045838974042,2,0,0,197.404616396295,254.2564431550545,23
18,87.2432357535145,44.37888384909059,4,0,0,47.901548808060966,119.89611274141734,29
19,23.88598796332252,26.278997235541922,-1,0,0,111.63844705995155,165.48950784348162,19
20,24.053789330505026,19.4556161189272,-5,0,0,25.651022424083504,88.77451434460501,22
21,84.12262245742964,17.033163436986953,-5,0,0,86.49600008438547,181.80591881648627,19
22,56.18546838793986,7.732024467218734,5,0,0,33.87982512652145,135.5047644320612,20
23,94.95213761786002,60.33139044459218,0,0,0,56.48086576917286,139.04434497356883,16
24,90.31525112022932,39.78777794754952,0,0,0,155.4305816458947,230.96394455019004,10
25,81.06720567624114,85.36544794493112,1,0,0,99.7248926532567,184.4890904439822,28
26,70.29492911786699,9.294746645370633,0,0,0,80.29020152247439,144.9514579052044,20
27,1.608008640590597,16.85596720562218,-1,0,0,5.954381481426396,81.32774555697486,17
28,11.809675696667842,72.51376641998436,1,0,0,109.98421410393262,164.25146897343345,17
29,55.70068206893427,52.59508645456058,5,0,0,53.94340081650777,149.91626110163864,29
