node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time
0,69.0615200150827,52.80338828038271,0,0,1,0.0,1000.0,0
1,28.85662792200264,81.46544505940506,0,1,0,0.0,1000.0,14
2,29.005071229577517,99.14150462038035,0,1,0,0.0,1000.0,11
3,81.63701891133404,70.79805013830877,0,1,0,0.0,1000.0,6
4,6.134755796264601,90.43103719872735,0,1,0,0.0,1000.0,7
5,79.0055305737551,22.902507929180228,0,1,0,0.0,1000.0,13
6,39.224818132688895,26.863155161914285,3,0,0,22.8589362284767,79.05603555228487,21
7,98.44160341810665,85.41964448055595,3,0,0,168.59448040971265,265.81580939170976,11
8,93.02253026951026,78.87742363754299,4,0,0,68.26184809797869,185.25719740175796,19
9,45.634824107024755,20.543424981468505,-4,0,0,42.010584035861044,142.5631076320504,22
10,20.80801569097338,15.1682848366677,3,0,0,95.38955323790694,214.2505582515073,27
11,54.6649550303397,91.99665228636425,0,0,0,70.55369317139115,179.00100251819612,26
12,99.17980700457663,28.72998000367648,-3,0,0,91.03666946685235,162.62701251001005,19
13,69.73145402967293,59.70980156103778,-3,0,0,106.27966139926444,160.9022455025578,19
14,48.89361168763111,66.57686438120413,-4,0,0,98.04601629238705,203.82671935786186,25
15,37.1363018980069,94.44847750934495,-2,0,0,143.6580547820486,203.9774315849408,28
16,70.5448867706337,75.42010919924448,0,0,0,21.699669014087686,90.25119455727125,14
17,24.24220950060739,16.858200349761944,-3,0,0,135.5996030485169,202.25178060210325,13
18,39.4340793094323,76.66724853361539,0,0,0,33.112703017070814,99.55493326944611,25
19,93.87959097528575,42.732982597400785,-2,0,0,179.46779311375374,235.4290446513853,26
20,77.41567924971659,47.04076194668095,-3,0,0,161.84916735069652,265.705470726744,28
21,29.52282495554638,73.92651507258476,-1,0,0,28.659198286186882,61.00185776972903,14
22,79.82021339813272,20.284079408068024,-5,0,0,154.83809834286495,206.44155603163844,27
23,30.516950204533067,49.47768434736622,5,0,0,8.407280438084141,125.74182448940802,21
24,18.65218297668767,92.88342987537925,-5,0,0,75.27412545965353,132.37197170152277,12
25,59.133391256074844,12.120327737169267,0,0,0,97.978828426165,162.06098812613521,25
26,18.40298646824621,95.43553453248444,-2,0,0,163.51890939030923,242.50138369491668,11
27,73.81685856966183,73.44050845049861,-5,0,0,123.78447124694432,158.76963694882886,28
28,7.2498594005054535,89.5298837708947,-2,0,0,137.0059898538377,184.80507633941434,26
29,44.37353625586046,65.97173226399262,3,0,0,182.21702631480971,285.39485308505346,20
30,95.9689219114014,10.00123803565569,2,0,0,117.3286024891269,229.6619659163374,25
31,48.22764594865787,4.961273666193177,-3,0,0,118.08933765239522,162.70988515841503,15
32,49.954542332371545,25.225941048757107,1,0,0,157.79543757045874,271.49785298039336,18
33,91.10655292738706,39.849249427308685,2,0,0,180.7449840747615,226.6962418742733,12
34,63.38724460520792,86.0287264814549,-4,0,0,106.09260000816307,143.58003092479873,20
35,98.36918584171765,50.381937032854594,5,0,0,121.00619353704172,161.9717135589457,18
36,45.57577028614559,7.573964529645871,-1,0,0,59.73679676282686,100.46883878156038,10
