node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time
0,40.169689275977646,50.27501916096123,0,0,1,0.0,1000.0,0
1,83.94532342095508,65.0833221561485,0,1,0,0.0,1000.0,7
2,61.50646298578113,17.56720999559107,0,1,0,0.0,1000.0,10
3,51.318989170982974,71.53810171786552,0,1,0,0.0,1000.0,7
4,97.32608830304918,20.140630921335223,0,1,0,0.0,1000.0,8
5,0.9543353067226645,7.530143359846974,0,1,0,0.0,1000.0,5
6,37.58524651819792,82.05446477459871,0,1,0,0.0,1000.0,9
7,0.7142081768245045,45.67305928858403,0,1,0,0.0,1000.0,5
8,32.92306153413945,5.248171009972758,-5,0,0,47.19932118184751,90.11834921678663,16
9,45.023628667261725,25.474870733671885,0,0,0,89.10356289863223,206.13072921428062,27
10,35.18848343470064,70.5615304784293,5,0,0,27.890047241032036,109.11862892268053,21
11,52.15509839109671,12.464742899281333,2,0,0,116.6211514559796,211.24242748740974,16
12,96.1414540423639,63.59107657097384,-2,0,0,18.489903407413323,89.70092996884975,18
13,76.58684256625315,7.921315000837081,5,0,0,143.63358951210273,184.83155932877315,28
14,4.705837946001889,1.9448050368081171,-3,0,0,110.0702557677502,186.32624596991394,13
15,18.879402777344445,41.44083977184951,1,0,0,193.3244441792215,263.23396343446547,21
16,93.58261334028228,45.70596592657763,-4,0,0,105.2188026503084,197.11803122322453,25
17,29.02551053725294,56.193525351966336,-2,0,0,46.063844936575514,85.64090359783154,24
18,11.193457813478924,60.95058910049832,2,0,0,27.79379837732492,125.05057855771203,21
19,56.84319543305033,79.19930334057096,4,0,0,64.14671646231425,111.44992912444252,15
20,98.6687611617024,25.08734717161105,1,0,0,82.22268339896972,152.24683331621992,21
21,50.96564508037606,90.88654063190036,4,0,0,157.2663310790081,223.7260559919152,18
22,78.51898844228413,48.74063031008076,-3,0,0,121.46488335861318,159.43693392591115,11
23,94.53716496147779,5.723669351680938,0,0,0,98.4184020700196,217.20226821147526,28
24,93.0998619712584,5.050739238280655,-4,0,0,168.3244015085548,201.0562440065252,27
25,54.730474411468435,89.04409480010858,-1,0,0,92.06581012855301,141.64872472240103,19
26,26.27209435613028,47.224849894515856,-3,0,0,14.533117516231343,62.45152531046465,25
27,32.43288791369666,95.21439170763514,-5,0,0,124.04696979222409,203.07906746707295,13
28,82.36455947530908,70.90015113263796,4,0,0,57.945596747642924,109.43325614538509,15
29,58.76269866151087,82.05917893241481,-3,0,0,82.2288672959974,175.59169802924652,22
30,39.226704152354706,44.75518551060619,-3,0,0,27.863896475609273,135.82432922769019,12
31,73.00017210808615,35.77547632937142,-3,0,0,88.8791236902161,146.17458823662355,25
32,6.390094204837382,7.433460888607146,0,0,0,71.73227260529183,125.83359531232887,17
33,11.536280130570386,86.96813233436627,-2,0,0,149.32064092884076,180.4543170433016,15
34,47.22264257562043,71.28823693447364,-5,0,0,36.57290535097448,87.48926951027167,26
35,39.29093356048933,25.87109474156345,3,0,0,198.58869315658143,298.583267173111,11
36,34.71921675622119,79.41823453171835,-2,0,0,35.20495100822676,143.16590933231709,24
37,62.52161250314382,93.7639779957902,5,0,0,162.3254028889707,218.77791133441474,21
38,67.97047785768339,57.0181631754694,2,0,0,181.9487373425368,288.6098678219855,22
39,61.01960089858345,94.23714394684146,3,0,0,20.883073899623604,102.09156138699467,22
40,78.8200929866706,2.4041237366437818,2,0,0,91.5926428979071,157.30368218521969,25
41,53.41396961356972,68.83384115465648,-3,0,0,94.88698282943481,154.9268765657166,20
42,74.86984784391551,21.314211931393668,1,0,0,34.831338479079264,114.05064411994823,29
43,86.71773544513522,95.58431471751638,-4,0,0,88.92553158278093,121.36283361308553,22
44,23.671530584486977,88.26154575172458,1,0,0,59.28897754883062,172.95744224195016,29
45,9.69787625160954,5.570683611524519,3,0,0,10.54395326690023,80.69929267004291,21
46,12.922380010274937,5.7741079467036,1,0,0,59.59098626337309,130.54779346020769,15
47,84.5012237155776,5.905014445827195,1,0,0,21.242765517691243,121.07171841996362,11
48,27.166419136365548,10.375634353585639,0,0,0,125.68139152819795,195.15980318743655,26
49,29.542203631376495,9.055946760092048,2,0,0,115.47068024393354,203.64734401446157,27
50,66.8003250743014,13.332681634257515,-1,0,0,6.875371670345043,94.38204364794066,14
51,85.18459258388879,81.7191050726641,-3,0,0,58.53101953348157,137.61953505253575,19
52,1.366168547060942,89.57263555151145,5,0,0,138.32868039466365,239.879718718226,10
53,2.894431674336706,23.96457849575566,0,0,0,117.00703374373238,190.97585572335552,11
54,3.238913777599506,33.584348703931596,3,0,0,53.428813974129866,165.3886635586798,16
