node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time
0,74.5628332520502,99.56190596227067,0,0,1,0.0,1000.0,0
1,66.56505006259597,49.34799980728777,0,1,0,0.0,1000.0,7
2,92.31739886192648,1.58518422318763,0,1,0,0.0,1000.0,10
3,72.99235192858211,88.8746516813813,0,1,0,0.0,1000.0,7
4,6.167458362095745,45.006417041575816,0,1,0,0.0,1000.0,9
5,20.471945394999892,56.65181655878301,0,1,0,0.0,1000.0,13
6,64.95429586036605,30.262318292875502,0,1,0,0.0,1000.0,6
7,45.998166967810086,27.93394852765595,0,1,0,0.0,1000.0,6
8,36.939116445511374,15.953995668842358,0,0,0,172.71136059966196,233.39666274749683,21
9,88.55594435856314,1.001041055913643,5,0,0,70.00137369463575,183.554903372907,11
10,88.24091864437885,57.167887834973854,-5,0,0,167.1080449087415,283.65319316773696,17
11,33.16578441770175,72.30571254603298,-1,0,0,124.38734675134184,208.99870737526214,15
12,50.77521518626643,49.910865810760654,2,0,0,160.77197724976452,236.57165021544665,10
13,11.014228291896643,38.951602594540866,5,0,0,76.78940178083104,146.78908797126593,14
14,24.106434585673664,1.5695905596279647,-5,0,0,86.42324736038587,203.41641668048436,11
15,36.00996307821133,8.982212942560475,3,0,0,28.557127333576936,93.60624854056752,16
16,25.68300377251852,9.251662118309445,-1,0,0,198.52510969057406,291.37552710572027,12
17,10.094162555639885,19.901129441518826,1,0,0,140.43135303938078,203.88678165486223,20
18,99.98492444864002,0.2184142857248772,2,0,0,4.340019055108324,91.14694608051472,23
19,63.867263612040524,14.124369802655734,0,0,0,113.12070554960867,188.4728778338627,17
20,92.06281367107758,9.363289333362923,-4,0,0,105.18931538029189,207.98126538539543,26
21,95.50631871262365,61.092638748347795,-5,0,0,104.85094410754733,195.2164033973814,25
22,0.1268076915490246,89.4007197916806,3,0,0,68.43728115173148,115.93899787813972,22
23,52.17118013669183,26.266973533048454,-1,0,0,62.91283018547305,100.50621086493851,15
24,76.72791775156301,92.666555388687,2,0,0,141.55064152107963,203.94995921119482,29
25,48.36908231467939,31.55534744431109,3,0,0,85.25954348068518,155.06973470520458,18
26,78.89451239349268,68.17854977884546,-5,0,0,63.083278251736694,154.51721343205418,19
27,88.87524837502724,69.2514012761193,3,0,0,47.497208472439965,165.59996852323093,13
28,24.35283388995363,93.1659249759019,1,0,0,84.30223650205811,122.79800933340543,17
29,10.483574720599131,26.794275010684785,-5,0,0,37.986948732204006,109.45104415354879,21
30,52.01946077238856,56.57420260709014,2,0,0,21.043911047633944,111.52568964388209,15
31,1.5310586626905431,78.057272582094,5,0,0,161.15278365866627,265.42516365736253,16
32,36.16073184253895,40.641854100213784,0,0,0,82.82630291581967,175.63409849751264,16
33,80.93695444369457,37.928339172754455,1,0,0,7.5057315063606245,88.73645059459093,19
34,4.722487649475482,17.64397704703503,4,0,0,108.11053507778483,179.34896755048425,22
35,95.59031723881823,7.0405362402514164,1,0,0,41.81162575617323,148.17502465020982,21
36,35.493120096801626,50.31791670513446,-5,0,0,108.31938455969738,194.96751856023644,27
37,49.32808273385601,0.39599430121427526,5,0,0,126.42448568980463,201.74070170662432,10
38,50.116273145749034,38.37724579774092,-2,0,0,183.18699250223074,268.5776203368273,17
39,97.20793354745571,15.915908399382984,5,0,0,105.1540673366451,199.78322375268712,22
40,35.4154196759495,41.94814850898197,-1,0,0,193.57291319027107,303.65818865821905,14
41,39.06935371009488,66.58308276518625,5,0,0,5.568210252517258,57.767290468547266,16
42,21.551285754776885,22.107155281399184,1,0,0,125.70078001671357,205.85344501537054,22
43,72.92109485008531,50.02905186781796,1,0,0,55.95338617740817,136.79912086613075,17
44,41.51556760573104,16.920305167725182,-5,0,0,145.4536940904868,232.49156193761706,26
45,18.75272229121666,1.0551636815900545,4,0,0,88.59020214958655,169.11965616356775,25
46,9.142626886170923,55.6838694690241,2,0,0,88.12062281183495,195.24613450007988,26
47,89.18731300084099,28.716476513055746,5,0,0,159.2571365885602,241.73322818655313,25
48,32.774722589612814,11.560561061151219,-5,0,0,132.06716610282552,209.1110169689096,17
49,38.86309456071027,3.722170456932916,0,0,0,82.74657951606596,139.67893724948038,13
50,91.76006962619002,67.31113481245286,4,0,0,41.65553503070916,90.12534288717562,26
51,99.07488093932189,88.28231626784937,3,0,0,62.20140073417748,171.93439103408573,16
