node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time
0,2.942606650068924,33.984271514980676,0,0,1,0.0,1000.0,0
1,58.449154225222664,32.85674185171208,0,1,0,0.0,1000.0,5
2,2.685195403414231,44.43112654667354,0,1,0,0.0,1000.0,7
3,10.590633617477785,61.916002466270434,0,1,0,0.0,1000.0,13
4,61.958710022268804,3.7759139598400715,0,1,0,0.0,1000.0,14
5,29.066626159937726,41.36862637390038,0,1,0,0.0,1000.0,11
6,55.02640978591779,29.60634297081951,0,1,0,0.0,1000.0,10
7,28.774651255139815,98.30151562502594,-5,0,0,108.95592307401994,227.81432250189653,26
8,4.18627957208999,98.90454140911518,0,0,0,97.90790841883086,190.58173490718178,17
9,4.775194107839653,28.834142779468586,2,0,0,1.5302491322435996,90.29197862210785,27
10,49.36908549693501,14.32983430143252,0,0,0,130.50526342652935,175.2173778560943,25
11,13.484636251872384,25.631271326094584,-1,0,0,49.47516390654805,165.88119239271538,25
12,97.35071835735695,38.011685887456416,1,0,0,85.7523015407008,194.16515306451828,25
13,56.59948382691918,70.42914023816463,-5,0,0,164.48842492978534,281.99484750079534,27
14,74.22218355242104,68.80409663453548,0,0,0,61.931054876092226,94.69040898960998,28
15,33.692819319172486,11.172782735606246,3,0,0,112.40293090860483,156.59238446340544,14
16,28.171647533321085,21.029522676950663,3,0,0,7.446520983187499,60.80044307459687,28
17,13.627730486931677,2.4496731751618706,5,0,0,51.100564847812755,146.6890066280145,27
18,93.57258490584141,92.10343865453382,4,0,0,105.12638291990079,191.35293431148202,10
19,5.041700563016926,17.30845728204018,2,0,0,168.20552755148236,266.7687062703101,19
20,13.950047146279365,28.122293442151737,-4,0,0,4.892940551786684,67.52846619447827,10
21,20.40688704787411,94.5853537397855,2,0,0,24.288523145675,79.62667675529549,18
22,8.417043656020384,21.167082700450322,3,0,0,125.72789799271355,239.86303018848474,21
23,8.072330458291443,98.03853486444363,0,0,0,64.9440456446285,114.46803186104626,21
24,91.84135090970051,71.6631589765411,-4,0,0,124.14217274718978,233.52986584563092,14
25,42.59730322199133,19.017813552399254,5,0,0,110.53370723859545,198.32574881506588,20
26,22.148972502014242,44.304000855601146,-1,0,0,13.96326029711239,94.06587067098917,19
27,76.82226713364815,26.47294959989589,5,0,0,48.68912680574895,167.8543817780334,25
28,31.079191253464668,59.99442914044706,-1,0,0,28.720545130942288,102.11965048900113,15
29,23.772936227825358,58.421862129280356,-1,0,0,122.4805816205944,238.08031800802954,24
30,38.71308932722846,3.4368205901348037,2,0,0,108.33343176981404,167.78819916964454,28
31,40.270128623196385,91.95252795191449,3,0,0,98.75389827453232,163.91155720692285,29
32,29.31118791334606,32.2832389436469,-3,0,0,170.54734914638632,258.63950744302144,24
33,6.594088805928688,61.50474485692943,2,0,0,113.99746390774862,159.15473352021132,17
34,84.92423642983388,35.29228930931016,4,0,0,9.289763457152311,53.55850166039725,13
35,24.024555751998843,95.66118541638586,4,0,0,45.98503270911212,106.3961610288678,13
36,74.50726145914885,56.71635592832646,3,0,0,93.9109427987066,158.02294039067087,22
37,30.553116634488408,22.079801797640087,-1,0,0,49.89025339048647,108.38375419736664,26
38,71.57440390004672,52.17888171373441,0,0,0,181.22151997237478,231.6197768673511,13
39,52.05998168029811,7.37098186722438,2,0,0,177.74554571034292,241.9964976755924,22
40,51.219447675960595,82.27440310394937,4,0,0,88.27351206395792,185.44705279526977,28
41,94.6799277795759,10.668239748173514,-5,0,0,181.51514079265328,216.6408988492646,23
42,63.11652106990708,56.834725079824686,5,0,0,95.38108510645502,164.2209712022347,16
43,89.03124909481419,75.12440301848716,4,0,0,188.94181016508244,229.05823418009783,22
44,96.52618691653132,96.00325375819962,-4,0,0,38.482207577427864,148.95189143324313,24
45,22.56850933452208,72.53508719004222,2,0,0,26.620307719722813,133.09102335183752,18
46,53.05230913648944,21.460199521530544,3,0,0,70.93416532206209,180.8008379792688,18
47,19.486908221740073,8.10843412662865,-4,0,0,111.57076982603908,192.4862818470254,27
48,79.5545276418689,32.450478062000954,-2,0,0,30.39333736843215,95.80767776910702,14
