node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time
0,74.75283198621374,87.02664653510172,0,0,1,0.0,1000.0,0
1,38.71869764138588,65.70008866315482,0,1,0,0.0,1000.0,14
2,75.71238239772094,19.01258976890813,0,1,0,0.0,1000.0,14
3,33.25960843959675,10.879584638095485,0,1,0,0.0,1000.0,8
4,60.22084642482034,80.09376958208561,0,1,0,0.0,1000.0,13
5,61.083865658493366,17.9783830977044,0,1,0,0.0,1000.0,8
6,54.63684910261374,83.49341485264097,0,1,0,0.0,1000.0,5
7,30.27247960782191,83.26515022526404,-1,0,0,192.0959503121955,230.16305934606999,25
8,78.4623283769988,2.174080783667487,-3,0,0,192.4528156070344,249.5047553318964,27
9,23.945481408550194,54.29424057977258,3,0,0,186.73150908165434,283.9692679271886,28
10,71.76173700192592,88.05305256528293,4,0,0,126.25445132823184,168.67723369592915,22
11,64.10423182678943,38.03441712495391,5,0,0,50.67121248962137,136.0369939590796,12
12,18.462720673731535,76.00358554624314,-3,0,0,6.973181263405115,45.12610145426503,29
13,20.67815593241201,69.54305214682498,4,0,0,126.13743766246328,194.5644131396541,20
14,18.12116173712074,9.105385030946444,3,0,0,144.16504561656015,196.75259900974703,12
15,25.11002237065345,28.492980552511426,-3,0,0,44.247069583580426,121.71248585148668,15
16,64.72091344949101,16.088336774205892,-2,0,0,160.0820126650207,233.6751462858599,11
17,93.03069129868882,55.43616863422734,-3,0,0,29.476653519469707,88.68852372611278,13
18,49.09317308164655,43.46945143083677,-2,0,0,161.6425661033006,260.9569231810543,16
19,56.6601346950191,2.2446967161782294,3,0,0,41.46253464854828,155.99116618439984,29
20,99.00863745790825,55.7524376194266,0,0,0,10.166532842669728,66.53550119630431,14
21,3.519500214017779,58.99776046995998,0,0,0,139.96573821648417,256.2355989319417,17
22,43.70787582896788,2.403769666640887,0,0,0,186.37665636728516,229.44570817160553,12
23,92.4428752157473,1.056687207381335,-5,0,0,6.011662440399701,39.276253562498866,28
24,57.78716768778214,96.17907476262239,-2,0,0,199.43256285589138,284.4413416092902,16
25,23.7604496983026,25.417907424359665,5,0,0,66.80293415153085,171.64201397238253,24
26,0.04231285601523638,6.63511719879809,1,0,0,13.929653985259517,82.35555407994245,19
27,4.488841157708812,82.26562836884254,-3,0,0,192.99961166857736,279.45597875031297,19
28,83.6737569944919,72.67000841845227,-4,0,0,113.96569605456908,176.0566142149705,14
29,35.27450125170921,82.12544498888423,1,0,0,109.16129712378333,178.16134592102804,20
30,53.9774520242882,30.431027647992327,1,0,0,78.1458112419378,144.20079438369874,25
31,43.72767691143904,6.576776983457567,-4,0,0,85.10685954423991,143.23858498124716,27
