0,40,16,26,16,56,36,45,63,20,70,29,49,56,21,33,35,44,20,21,25,79,8,30,37,48,34,34,40,48,32,26,63,48,35,55,42,34,28,55,47,9,25,28,22
40,0,51,65,24,19,23,75,75,59,84,27,73,69,59,70,42,3,21,35,64,50,40,10,77,20,74,55,79,28,23,67,40,10,25,62,81,67,57,54,13,48,23,12,18
16,51,0,28,27,69,39,29,51,8,56,31,33,44,26,18,51,55,30,20,27,80,23,42,35,53,30,21,40,63,47,24,64,60,50,44,42,42,13,48,60,8,40,40,32
26,65,28,0,43,79,63,50,78,23,82,55,57,72,6,31,43,69,46,46,1,105,25,55,11,75,12,50,14,65,51,7,89,72,52,73,15,16,40,76,69,23,45,53,48
16,24,27,43,0,42,22,54,62,34,71,17,54,55,37,46,35,27,3,17,41,64,19,14,54,32,51,36,57,38,23,43,49,33,27,51,58,48,35,47,32,24,17,12,5
56,19,69,79,42,0,42,95,94,76,104,47,93,88,73,88,45,16,39,55,78,58,54,27,91,35,89,75,93,21,29,82,52,9,29,81,94,78,76,72,9,65,33,29,37
36,23,39,63,22,42,0,56,51,48,61,8,52,45,57,56,56,26,19,19,61,42,41,23,73,13,68,35,77,50,40,61,26,34,43,39,78,71,40,30,37,40,36,22,19
45,75,29,50,54,95,56,0,34,28,34,49,10,30,51,19,81,79,55,40,50,89,53,68,50,70,44,21,55,92,76,42,73,85,79,36,57,66,18,46,86,37,69,66,58
63,75,51,78,62,94,51,34,0,54,9,48,23,7,77,50,97,78,62,45,77,68,71,72,81,61,75,29,87,99,86,72,55,86,90,13,89,93,37,25,89,58,80,70,64
20,59,8,23,34,76,48,28,54,0,58,39,34,48,23,12,54,62,37,29,23,88,26,49,28,61,22,27,33,69,53,17,72,68,56,50,35,39,17,55,67,11,46,47,40
70,84,56,82,71,104,61,34,9,58,0,57,24,15,81,52,104,87,70,53,81,77,78,81,84,71,77,35,89,108,94,75,65,95,98,23,91,97,42,35,98,64,88,79,72
29,27,31,55,17,47,8,49,48,39,57,0,46,42,50,48,53,30,15,10,53,50,34,23,64,22,60,28,68,51,38,53,34,38,42,36,70,64,32,30,40,32,33,22,16
49,73,33,57,54,93,52,10,23,34,24,46,0,20,57,27,84,76,55,38,57,81,56,67,59,65,52,18,64,92,77,50,66,84,81,26,66,73,20,38,85,41,71,65,57
56,69,44,72,55,88,45,30,7,48,15,42,20,0,70,45,90,71,55,38,71,65,64,65,76,55,70,22,81,93,79,66,51,79,83,8,83,87,31,21,82,52,73,64,57
21,59,26,6,37,73,57,51,77,23,81,50,57,70,0,32,38,62,40,41,5,100,18,49,18,69,18,48,20,59,45,11,84,65,46,71,21,16,39,73,63,19,39,47,42
33,70,18,31,46,88,56,19,50,12,52,48,27,45,32,0,66,73,48,37,31,95,39,61,31,70,25,27,36,81,65,23,78,79,68,49,38,47,18,57,79,24,59,59,51
35,42,51,43,35,45,56,81,97,54,104,53,84,90,38,66,0,44,37,52,42,92,28,35,54,61,55,69,54,26,19,49,80,42,17,87,55,35,64,83,37,43,20,34,37
44,3,55,69,27,16,26,79,78,62,87,30,76,71,62,73,44,0,25,38,67,50,44,13,80,21,78,58,83,27,24,70,40,7,27,65,84,71,60,56,11,52,26,15,22
20,21,30,46,3,39,19,55,62,37,70,15,55,55,40,48,37,25,0,17,45,60,22,12,57,29,54,37,60,38,23,46,45,30,27,51,62,52,37,46,30,27,18,10,2
21,35,20,46,17,55,19,40,45,29,53,10,38,38,41,37,52,38,17,0,45,60,29,28,55,33,50,20,59,55,40,43,43,45,44,35,61,56,22,33,47,22,34,26,19
25,64,27,1,41,78,61,50,77,23,81,53,57,71,5,31,42,67,45,45,0,104,23,53,13,73,13,49,15,64,50,8,88,70,51,72,17,16,40,75,68,22,44,52,47
79,50,80,105,64,58,42,89,68,88,77,50,81,65,100,95,92,50,60,60,104,0,83,57,115,32,110,68,119,77,73,103,16,54,76,57,120,112,77,44,60,82,73,58,59
8,40,23,25,19,54,41,53,71,26,78,34,56,64,18,39,28,44,22,29,23,83,0,30,36,51,34,42,39,43,28,27,68,47,30,63,40,29,36,62,44,15,21,28,24
30,10,42,55,14,27,23,68,72,49,81,23,67,65,49,61,35,13,12,28,53,57,30,0,66,26,64,48,69,27,17,56,45,18,20,60,70,57,49,53,18,38,15,1,9
37,77,35,11,54,91,73,50,81,28,84,64,59,76,18,31,54,80,57,55,13,115,36,66,0,85,6,55,5,77,63,11,98,84,64,78,7,22,45,83,81,32,57,65,59
48,20,53,75,32,35,13,70,61,61,71,22,65,55,69,70,61,21,29,33,73,32,51,26,85,0,81,48,89,48,42,74,19,28,45,48,90,81,53,37,33,53,41,26,27
34,74,30,12,51,89,68,44,75,22,77,60,52,70,18,25,55,78,54,50,13,110,34,64,6,81,0,49,11,77,62,7,94,82,64,72,13,26,39,77,79,28,56,62,56
34,55,21,50,36,75,35,21,29,27,35,28,18,22,48,27,69,58,37,20,49,68,42,48,55,48,49,0,60,75,60,44,52,65,63,23,62,64,10,29,67,29,54,47,39
40,79,40,14,57,93,77,55,87,33,89,68,64,81,20,36,54,83,60,59,15,119,39,69,5,89,11,60,0,78,64,16,102,86,65,83,1,20,50,88,83,36,59,67,62
48,28,63,65,38,21,50,92,99,69,108,51,92,93,59,81,26,27,38,55,64,77,43,27,77,48,77,75,78,0,15,70,68,22,13,87,79,61,73,80,16,57,22,29,35
32,23,47,51,23,29,40,76,86,53,94,38,77,79,45,65,19,24,23,40,50,73,28,17,63,42,62,60,64,15,0,55,62,23,3,74,65,49,58,69,19,41,6,17,22
26,67,24,7,43,82,61,42,72,17,75,53,50,66,11,23,49,70,46,43,8,103,27,56,11,74,7,44,16,70,55,0,87,74,56,68,17,24,34,72,72,21,49,55,49
63,40,64,89,49,52,26,73,55,72,65,34,66,51,84,78,80,40,45,43,88,16,68,45,98,19,94,52,102,68,62,87,0,47,65,43,104,97,60,30,52,66,60,45,45
48,10,60,72,33,9,34,85,86,68,95,38,84,79,65,79,42,7,30,45,70,54,47,18,84,28,82,65,86,22,23,74,47,0,25,73,87,72,67,64,5,57,27,20,28
35,25,50,52,27,29,43,79,90,56,98,42,81,83,46,68,17,27,27,44,51,76,30,20,64,45,64,63,65,13,3,56,65,25,0,78,66,49,61,73,20,44,10,20,25
55,62,44,73,51,81,39,36,13,50,23,36,26,8,71,49,87,65,51,35,72,57,63,60,78,48,72,23,83,87,74,68,43,73,78,0,85,87,33,12,76,51,69,58,52
42,81,42,15,58,94,78,57,89,35,91,70,66,83,21,38,55,84,62,61,17,120,40,70,7,90,13,62,1,79,65,17,104,87,66,85,0,20,52,90,84,38,60,69,64
34,67,42,16,48,78,71,66,93,39,97,64,73,87,16,47,35,71,52,56,16,112,29,57,22,81,26,64,20,61,49,24,97,72,49,87,20,0,55,89,68,35,45,56,53
28,57,13,40,35,76,40,18,37,17,42,32,20,31,39,18,64,60,37,22,40,77,36,49,45,53,39,10,50,73,58,34,60,67,61,33,52,55,0,39,68,21,51,47,39
55,54,48,76,47,72,30,46,25,55,35,30,38,21,73,57,83,56,46,33,75,44,62,53,83,37,77,29,88,80,69,72,30,64,73,12,90,89,39,0,67,53,64,52,47
47,13,60,69,32,9,37,86,89,67,98,40,85,82,63,79,37,11,30,47,68,60,44,18,81,33,79,67,83,16,19,72,52,5,20,76,84,68,68,67,0,55,23,20,28
9,48,8,23,24,65,40,37,58,11,64,32,41,52,19,24,43,52,27,22,22,82,15,38,32,53,28,29,36,57,41,21,66,57,44,51,38,35,21,53,55,0,34,36,29
25,23,40,45,17,33,36,69,80,46,88,33,71,73,39,59,20,26,18,34,44,73,21,15,57,41,56,54,59,22,6,49,60,27,10,69,60,45,51,64,23,34,0,14,17
28,12,40,53,12,29,22,66,70,47,79,22,65,64,47,59,34,15,10,26,52,58,28,1,65,26,62,47,67,29,17,55,45,20,20,58,69,56,47,52,20,36,14,0,7
22,18,32,48,5,37,19,58,64,40,72,16,57,57,42,51,37,22,2,19,47,59,24,9,59,27,56,39,62,35,22,49,45,28,25,52,64,53,39,47,28,29,17,7,0
