0,81,90,58,33,15,49,86,36,85,40,10,106,2,64,72,99,70,89,97,84,63,89,29,113,76,89,43,90,83,33,76,28,51,87,85,122,41,72,53,107,84,19,59,54,69,67
81,0,30,33,68,67,36,13,46,107,80,71,69,80,43,102,53,15,22,83,25,39,17,56,59,23,45,45,78,5,49,21,59,44,109,9,72,52,31,45,74,104,88,88,37,81,20
90,30,0,58,66,78,40,17,60,88,73,80,39,88,30,87,23,24,51,57,5,28,46,72,29,14,17,47,53,35,63,51,75,40,90,20,42,51,18,39,44,85,91,75,36,64,47
58,33,58,0,60,42,34,45,23,111,73,50,93,57,54,103,78,33,32,99,52,49,33,29,88,46,69,40,93,31,26,18,31,45,113,42,100,47,48,49,96,109,71,87,40,86,12
33,68,66,60,0,33,32,68,38,56,13,27,74,31,36,45,69,54,84,64,62,37,82,42,85,54,60,23,56,72,36,72,43,26,58,69,92,16,48,26,75,54,25,29,32,36,63
15,67,78,42,33,0,38,73,21,89,44,8,99,15,55,77,90,57,74,94,73,54,74,14,104,64,80,33,87,68,17,60,13,42,91,71,114,34,61,45,101,87,30,63,43,69,52
49,36,40,34,32,38,0,37,22,78,44,39,65,47,21,70,53,22,52,66,35,18,50,34,67,26,43,9,59,40,24,42,36,11,80,37,77,16,23,15,68,75,53,55,7,52,32
86,13,17,45,68,73,37,0,52,100,78,76,56,84,37,97,40,15,34,72,13,33,29,64,45,15,33,46,68,18,56,34,67,42,102,3,58,51,23,42,61,97,90,84,35,74,33
36,46,60,23,38,21,22,52,0,92,51,27,87,35,43,82,75,37,53,87,54,41,53,12,88,46,65,23,80,47,3,40,14,31,94,51,99,28,45,35,90,90,47,67,29,68,30
85,107,88,111,56,89,78,100,92,0,45,82,67,83,63,14,74,91,127,41,87,68,124,98,88,84,72,71,39,112,91,119,99,66,2,102,86,64,76,63,63,2,68,26,73,25,110
40,80,73,73,13,44,44,78,51,45,0,37,75,38,42,32,73,64,96,60,70,45,94,54,88,63,65,35,53,84,49,85,55,36,47,79,94,28,56,35,75,43,26,18,43,29,75
10,71,80,50,27,8,39,76,27,82,37,0,97,8,54,69,89,60,80,90,74,54,80,22,104,66,79,33,83,73,23,67,21,41,84,75,113,31,62,44,99,80,22,55,44,63,58
106,69,39,93,74,99,65,56,87,67,75,97,0,104,44,73,16,59,90,26,43,46,86,98,21,47,23,66,27,74,89,89,101,57,69,60,20,65,44,54,5,65,100,67,57,51,84
2,80,88,57,31,15,47,84,35,83,38,8,104,0,62,70,96,69,89,95,83,61,88,29,111,74,87,41,88,82,32,75,28,49,85,83,120,38,70,51,105,82,17,57,52,67,66
64,43,30,54,36,55,21,37,43,63,42,54,44,62,0,59,34,28,64,45,27,4,61,55,49,22,25,22,38,48,45,57,57,13,66,39,58,23,13,10,46,61,61,46,14,38,49
72,102,87,103,45,77,70,97,82,14,32,69,73,70,59,0,77,87,122,49,86,64,119,87,92,81,73,63,45,108,81,112,88,59,15,99,93,56,73,57,70,13,55,15,66,23,103
99,53,23,78,69,90,53,40,75,74,73,89,16,96,34,77,0,45,74,37,27,35,70,87,15,32,10,56,36,58,77,73,90,48,77,44,23,57,30,45,21,72,95,69,46,54,69
70,15,24,33,54,57,22,15,37,91,64,60,59,69,28,87,45,0,36,70,19,23,32,49,54,12,35,31,64,20,40,30,52,28,94,15,66,37,17,30,64,89,75,72,21,66,24
89,22,51,32,84,74,52,34,53,127,96,80,90,89,64,122,74,36,0,105,47,59,4,61,78,45,67,61,100,16,56,13,63,62,130,30,91,68,52,64,95,125,100,107,55,102,22
97,83,57,99,64,94,66,72,87,41,60,90,26,95,45,49,37,70,105,0,59,49,101,97,48,59,39,64,7,89,88,100,99,56,43,76,45,61,53,52,22,39,87,47,59,31,93
84,25,5,52,62,73,35,13,54,87,70,74,43,83,27,86,27,19,47,59,0,24,43,67,35,8,20,42,54,31,57,46,69,36,90,17,48,46,14,35,48,85,86,73,31,63,42
63,39,28,49,37,54,18,33,41,68,45,54,46,61,4,64,35,23,59,49,24,0,56,52,50,18,25,21,43,44,42,52,55,12,70,35,59,23,10,11,49,65,62,50,11,42,44
89,17,46,33,82,74,50,29,53,124,94,80,86,88,61,119,70,32,4,101,43,56,0,62,73,41,63,59,96,12,56,15,64,60,127,25,87,66,49,62,91,122,100,104,52,98,22
29,56,72,29,42,14,34,64,12,98,54,22,98,29,55,87,87,49,61,97,67,52,62,0,100,58,77,33,90,57,9,47,2,42,100,62,111,36,57,45,101,96,44,72,41,76,39
113,59,29,88,85,104,67,45,88,88,88,104,21,111,49,92,15,54,78,48,35,50,73,100,0,42,24,71,48,64,90,80,103,62,90,49,13,72,43,60,27,85,110,84,60,69,77
76,23,14,46,54,64,26,15,46,84,63,66,47,74,22,81,32,12,45,59,8,18,41,58,42,0,23,33,54,29,49,42,61,28,87,17,54,38,8,28,52,82,78,68,22,59,36
89,45,17,69,60,80,43,33,65,72,65,79,23,87,25,73,10,35,67,39,20,25,63,77,24,23,0,46,35,51,67,65,79,37,74,37,34,48,20,35,28,70,86,63,36,49,60
43,45,47,40,23,33,9,46,23,71,35,33,66,41,22,63,56,31,61,64,42,21,59,33,71,33,46,0,57,49,24,50,35,9,73,46,80,7,28,12,68,69,44,47,11,46,40
90,78,53,93,56,87,59,68,80,39,53,83,27,88,38,45,36,64,100,7,54,43,96,90,48,54,35,57,0,84,81,95,92,48,41,71,47,53,47,45,25,37,79,41,53,25,87
83,5,35,31,72,68,40,18,47,112,84,73,74,82,48,108,58,20,16,89,31,44,12,57,64,29,51,49,84,0,50,17,59,48,115,14,77,56,36,50,79,110,91,93,41,86,19
33,49,63,26,36,17,24,56,3,91,49,23,89,32,45,81,77,40,56,88,57,42,56,9,90,49,67,24,81,50,0,43,12,32,93,54,101,28,47,36,91,89,44,65,31,68,34
76,21,51,18,72,60,42,34,40,119,85,67,89,75,57,112,73,30,13,100,46,52,15,47,80,42,65,50,95,17,43,0,49,53,121,31,93,57,47,55,94,117,87,97,46,93,9
28,59,75,31,43,13,36,67,14,99,55,21,101,28,57,88,90,52,63,99,69,55,64,2,103,61,79,35,92,59,12,49,0,44,101,65,113,38,59,47,103,97,44,72,43,77,41
51,44,40,45,26,42,11,42,31,66,36,41,57,49,13,59,48,28,62,56,36,12,60,42,62,28,37,9,48,48,32,53,44,0,68,43,71,10,21,3,59,64,50,44,7,41,43
87,109,90,113,58,91,80,102,94,2,47,84,69,85,66,15,77,94,130,43,90,70,127,100,90,87,74,73,41,115,93,121,101,68,0,105,88,67,79,66,65,4,70,28,75,28,112
85,9,20,42,69,71,37,3,51,102,79,75,60,83,39,99,44,15,30,76,17,35,25,62,49,17,37,46,71,14,54,31,65,43,105,0,62,52,25,43,65,100,90,85,36,77,29
122,72,42,100,92,114,77,58,99,86,94,113,20,120,58,93,23,66,91,45,48,59,87,111,13,54,34,80,47,77,101,93,113,71,88,62,0,81,54,69,23,84,117,87,70,71,90
41,52,51,47,16,34,16,51,28,64,28,31,65,38,23,56,57,37,68,61,46,23,66,36,72,38,48,7,53,56,28,57,38,10,67,52,81,0,32,12,67,62,39,40,16,40,47
72,31,18,48,48,61,23,23,45,76,56,62,44,70,13,73,30,17,52,53,14,10,49,57,43,8,20,28,47,36,47,47,59,21,79,25,54,32,0,21,48,74,72,60,17,51,41
53,45,39,49,26,45,15,42,35,63,35,44,54,51,10,57,45,30,64,52,35,11,62,45,60,28,35,12,45,50,36,55,47,3,66,43,69,12,21,0,56,61,51,42,9,38,46
107,74,44,96,75,101,68,61,90,63,75,99,5,105,46,70,21,64,95,22,48,49,91,101,27,52,28,68,25,79,91,94,103,59,65,65,23,67,48,56,0,61,100,65,60,49,88
84,104,85,109,54,87,75,97,90,2,43,80,65,82,61,13,72,89,125,39,85,65,122,96,85,82,70,69,37,110,89,117,97,64,4,100,84,62,74,61,61,0,67,24,70,23,107
19,88,91,71,25,30,53,90,47,68,26,22,100,17,61,55,95,75,100,87,86,62,100,44,110,78,86,44,79,91,44,87,44,50,70,90,117,39,72,51,100,67,0,43,55,56,78
59,88,75,87,29,63,55,84,67,26,18,55,67,57,46,15,69,72,107,47,73,50,104,72,84,68,63,47,41,93,65,97,72,44,28,85,87,40,60,42,65,24,43,0,52,16,88
54,37,36,40,32,43,7,35,29,73,43,44,57,52,14,66,46,21,55,59,31,11,52,41,60,22,36,11,53,41,31,46,43,7,75,36,70,16,17,9,60,70,55,52,0,47,37
69,81,64,86,36,69,52,74,68,25,29,63,51,67,38,23,54,66,102,31,63,42,98,76,69,59,49,46,25,86,68,93,77,41,28,77,71,40,51,38,49,23,56,16,47,0,84
67,20,47,12,63,52,32,33,30,110,75,58,84,66,49,103,69,24,22,93,42,44,22,39,77,36,60,40,87,19,34,9,41,43,112,29,90,47,41,46,88,107,78,88,37,84,0
