0,76,72,63,84,74,24,56,57,108,68,52,69,33,5,29,56,41,35,24,37,64,77,88,58,83,65,54,68,52,7,51,83,69,67,11,36,26,65,74,51,19,70,82,60,89,82,38
76,0,39,13,62,7,71,22,19,48,88,23,19,60,70,49,20,77,46,59,46,11,13,64,54,36,78,81,23,30,72,79,54,23,13,75,65,83,29,33,26,66,81,12,53,57,95,41
72,39,0,41,23,45,55,27,33,37,52,39,54,74,68,44,38,52,59,68,34,36,52,25,21,12,42,50,57,55,72,49,15,16,28,65,44,66,12,69,46,54,44,52,20,20,57,36
63,13,41,0,64,11,60,16,9,59,83,11,13,46,57,37,7,68,32,45,36,4,16,66,51,42,74,74,16,17,58,72,57,25,14,62,56,72,28,28,12,54,77,19,50,61,92,30
84,62,23,64,0,69,62,49,56,44,41,61,77,93,80,59,61,52,79,86,49,59,75,4,25,28,32,45,81,77,85,45,9,39,51,74,49,70,35,93,68,64,31,74,23,10,40,54
74,7,45,11,69,0,72,25,20,56,92,22,11,55,68,49,18,79,42,56,48,12,6,71,59,44,82,84,16,25,70,82,60,29,17,74,67,84,34,26,23,66,85,8,58,64,100,41
24,71,55,60,62,72,0,49,52,93,44,49,71,49,23,23,53,17,44,40,25,60,76,66,37,68,41,30,71,57,29,27,63,58,60,12,12,11,52,80,52,7,46,80,39,69,58,30
56,22,27,16,49,25,49,0,6,54,67,12,29,49,51,27,11,54,34,45,23,13,31,52,34,32,57,59,32,27,54,57,43,14,11,53,42,60,14,44,19,44,61,33,34,48,76,19
57,19,33,9,56,20,52,6,0,57,73,6,23,46,51,29,5,59,31,43,27,7,25,59,41,37,64,65,25,21,54,63,49,19,11,55,47,64,20,37,13,47,67,28,41,54,83,21
108,48,37,59,44,56,93,54,57,0,85,64,68,103,103,79,62,89,88,100,70,55,60,42,58,25,75,86,72,77,107,85,36,39,46,102,82,103,43,82,70,92,75,57,56,34,85,70
68,88,52,83,41,92,44,67,73,85,0,75,96,91,67,57,77,27,81,81,50,80,98,44,33,64,10,13,98,88,73,16,48,65,74,56,34,44,59,110,80,50,9,99,34,51,14,58
52,23,39,11,61,22,49,12,6,64,75,0,21,39,46,26,3,58,24,36,26,12,27,64,44,44,66,65,23,15,48,63,55,26,17,51,46,61,26,34,7,43,70,31,44,60,85,19
69,19,54,13,77,11,71,29,23,68,96,21,0,46,63,47,19,80,35,48,48,17,9,79,64,54,87,87,4,16,64,85,70,38,26,71,68,82,42,15,18,64,91,15,64,74,106,41
33,60,74,46,93,55,49,49,46,103,91,39,46,0,28,35,41,66,15,9,44,49,56,96,69,81,85,78,43,29,26,75,89,64,57,41,56,57,63,46,34,42,90,61,70,94,104,39
5,70,68,57,80,68,23,51,51,103,67,46,63,28,0,24,50,40,29,19,33,58,71,84,55,78,64,54,62,47,5,51,79,64,62,13,34,28,60,68,45,17,69,76,56,85,81,32
29,49,44,37,59,49,23,27,29,79,57,26,47,35,24,0,30,35,24,27,10,37,53,63,34,54,50,45,47,34,28,42,56,40,39,26,23,35,36,57,28,17,55,57,36,62,69,8
56,20,38,7,61,18,53,11,5,62,77,3,19,41,50,30,0,61,27,40,29,8,23,64,45,42,68,68,21,16,52,66,54,24,15,55,49,65,26,33,8,47,72,27,45,59,87,23
