0,66,33,33,9,73,72,81,46,62,80,11,97,61,40,83,93,74,76,66,26,20,28,47,28,54,76,62,16,30,63,20,20,32,33,42,46,86,96,38,13,68,48,100,87,12,11,45,20,35
66,0,35,35,57,27,8,81,31,8,83,54,36,5,78,29,34,84,15,4,40,45,71,34,59,43,83,17,50,73,26,47,47,34,73,26,36,35,45,36,76,7,53,40,54,62,65,32,86,64
33,35,0,0,24,39,39,63,31,34,64,24,64,30,44,50,59,62,43,35,16,16,36,34,24,26,62,38,19,38,44,13,19,13,39,9,35,53,63,28,41,36,28,67,57,27,37,13,52,31
33,35,0,0,25,39,39,63,32,34,63,24,63,30,44,50,59,62,43,34,16,16,36,34,24,26,62,38,20,38,44,13,19,13,39,9,35,53,63,28,41,36,28,66,57,27,37,13,53,31
9,57,24,25,0,64,63,77,39,53,76,4,88,52,40,75,84,71,67,57,17,12,28,39,24,47,73,53,7,31,56,11,12,23,33,33,39,78,88,31,20,59,43,91,80,11,14,37,29,32
73,27,39,39,64,0,20,58,53,34,60,63,27,25,70,11,21,64,16,22,52,54,67,56,55,27,62,44,59,68,53,52,57,46,67,31,58,13,24,55,79,19,40,29,27,64,76,27,91,56
72,8,39,39,63,20,0,77,39,16,79,60,27,11,80,21,25,82,7,5,47,51,74,43,61,41,80,26,56,76,35,52,53,40,75,30,45,27,36,44,81,3,52,31,47,67,72,33,92,65
81,81,63,63,77,58,77,0,94,85,3,79,80,76,48,66,73,12,74,77,79,76,56,97,52,39,8,94,77,55,102,69,80,77,52,65,98,62,65,92,77,75,35,80,40,68,91,54,88,46
46,31,31,32,39,53,39,94,0,23,95,35,67,29,74,59,65,94,46,34,22,28,64,3,54,55,94,17,31,66,17,34,27,19,67,29,5,65,75,7,59,37,60,71,79,49,41,40,66,61
62,8,34,34,53,34,16,85,23,0,87,50,44,9,78,37,42,88,24,12,36,41,70,26,58,46,87,9,45,72,19,44,42,29,73,26,28,43,53,29,73,15,55,48,61,59,60,33,82,64
80,83,64,63,76,60,79,3,95,87,0,78,83,78,46,68,76,9,76,78,78,76,54,98,51,41,5,95,77,53,104,69,79,77,49,65,99,65,68,92,75,77,35,83,43,67,90,55,86,44
11,54,24,24,4,63,60,79,35,50,78,0,86,50,44,73,82,74,65,55,14,9,32,36,27,48,75,50,4,35,52,11,8,20,37,31,35,77,87,27,24,57,45,90,80,15,13,37,32,35
97,36,64,63,88,27,27,80,67,44,83,86,0,38,97,15,6,88,21,33,74,77,94,70,82,54,86,52,82,96,60,77,80,67,94,55,72,17,18,72,105,30,67,4,41,90,99,53,116,84
61,5,30,30,52,25,11,76,29,9,78,50,38,0,73,30,36,80,17,5,36,40,66,33,53,38,78,19,45,68,28,42,42,29,68,21,35,35,45,33,71,7,48,42,52,57,61,26,82,58
40,78,44,44,40,70,80,48,74,78,46,44,97,73,0,81,91,38,81,76,52,46,11,75,20,43,41,83,45,9,88,39,49,54,6,52,76,82,89,68,31,76,30,99,71,28,51,46,41,14
83,29,50,50,75,11,21,66,59,37,68,73,15,30,81,0,9,73,14,25,62,65,79,63,66,38,71,47,69,80,56,63,67,56,79,42,65,6,15,63,90,22,51,17,29,76,87,38,102,68
93,34,59,59,84,21,25,73,65,42,76,82,6,36,91,9,0,82,19,31,70,73,89,69,76,48,79,51,78,90,60,73,76,64,89,51,71,11,13,70,100,28,61,7,35,85,95,48,112,78
74,84,62,62,71,64,82,12,94,88,9,74,88,80,38,73,82,0,80,81,76,72,47,96,46,42,3,96,73,46,104,65,76,75,43,65,97,71,75,90,69,79,33,89,50,61,85,55,79,39
76,15,43,43,67,16,7,74,46,24,76,65,21,17,81,14,19,80,0,12,52,56,76,50,64,40,78,33,61,78,42,56,58,46,77,34,52,20,29,51,85,9,52,25,42,70,78,35,96,67
66,4,35,34,57,22,5,77,34,12,78,55,33,5,76,25,31,81,12,0,41,46,70,37,57,39,79,22,51,72,31,47,48,35,72,25,39,31,41,39,76,2,50,37,49,62,67,29,87,62
26,40,16,16,17,52,47,79,22,36,78,14,74,36,52,62,70,76,52,41,0,5,41,24,32,42,76,36,10,43,38,12,6,6,45,20,24,66,76,16,38,43,43,77,73,26,25,29,46,40
20,45,16,16,12,54,51,76,28,41,76,9,77,40,46,65,73,72,56,46,5,0,36,29,28,41,73,41,4,38,44,7,3,11,40,23,29,68,79,21,32,47,41,81,73,20,21,29,41,36
28,71,36,36,28,67,74,56,64,70,54,32,94,66,11,79,89,47,76,70,41,36,0,65,12,41,50,74,34,2,79,29,38,44,5,45,65,80,88,57,21,71,31,97,73,17,40,41,32,12
47,34,34,34,39,56,43,97,3,26,98,36,70,33,75,63,69,96,50,37,24,29,65,0,56,58,96,20,32,67,17,36,28,21,69,32,2,68,78,8,60,40,63,74,82,50,40,43,66,63
28,59,24,24,24,55,61,52,54,58,51,27,82,53,20,66,76,46,64,57,32,28,12,56,0,30,48,62,27,14,68,20,31,34,14,32,56,68,77,48,27,58,21,84,63,15,38,29,39,8
54,43,26,26,47,27,41,39,55,46,41,48,54,38,43,38,48,42,40,39,42,41,41,58,30,0,41,54,44,42,63,36,45,39,41,25,59,38,47,53,57,38,12,56,33,43,61,14,69,30
76,83,62,62,73,62,80,8,94,87,5,75,86,78,41,71,79,3,78,79,76,73,50,96,48,41,0,95,74,49,103,66,77,75,45,65,98,68,71,90,71,78,33,86,47,63,87,54,82,40
62,17,38,38,53,44,26,94,17,9,95,50,52,19,83,47,51,96,33,22,36,41,74,20,62,54,95,0,46,76,9,46,41,30,77,31,21,53,62,25,74,24,63,56,71,61,58,40,82,69
16,50,19,20,7,59,56,77,31,45,77,4,82,45,45,69,78,73,61,51,10,4,34,32,27,44,74,46,0,36,48,8,4,16,38,27,32,73,83,24,28,52,42,85,77,17,17,33,36,35
30,73,38,38,31,68,76,55,66,72,53,35,96,68,9,80,90,46,78,72,43,38,2,67,14,42,49,76,36,0,81,31,40,47,3,46,68,81,89,59,22,72,31,98,73,19,42,43,33,12
63,26,44,44,56,53,35,102,17,19,104,52,60,28,88,56,60,104,42,31,38,44,79,17,68,63,103,9,48,81,0,50,44,34,82,39,18,62,71,24,76,34,70,64,80,65,58,48,84,75
20,47,13,13,11,52,52,69,34,44,69,11,77,42,39,63,73,65,56,47,12,7,29,36,20,36,66,46,8,31,50,0,10,15,33,22,36,66,77,28,29,48,34,80,69,15,25,26,39,28
20,47,19,19,12,57,53,80,27,42,79,8,80,42,49,67,76,76,58,48,6,3,38,28,31,45,77,41,4,40,44,10,0,12,42,26,27,71,82,19,32,50,45,83,77,22,19,33,40,39
32,34,13,13,23,46,40,77,19,29,77,20,67,29,54,56,64,75,46,35,6,11,44,21,34,39,75,30,16,47,34,15,12,0,48,15,22,60,70,14,43,37,42,71,68,31,31,25,53,42
33,73,39,39,33,67,75,52,67,73,49,37,94,68,6,79,89,43,77,72,45,40,5,69,14,41,45,77,38,3,82,33,42,48,0,47,69,79,88,61,26,72,29,97,71,22,45,42,36,10
42,26,9,9,33,31,30,65,29,26,65,31,55,21,52,42,51,65,34,25,20,23,45,32,32,25,65,31,27,46,39,22,26,15,47,0,34,45,56,28,50,27,31,58,52,36,45,10,61,38
46,36,35,35,39,58,45,98,5,28,99,35,72,35,76,65,71,97,52,39,24,29,65,2,56,59,98,21,32,68,18,36,27,22,69,34,0,70,80,8,59,42,64,76,84,50,39,44,66,64
86,35,53,53,78,13,27,62,65,43,65,77,17,35,82,6,11,71,20,31,66,68,80,68,68,38,68,53,73,81,62,66,71,60,79,45,70,0,10,68,93,28,51,18,24,78,90,41,105,68
96,45,63,63,88,24,36,65,75,53,68,87,18,45,89,15,13,75,29,41,76,79,88,78,77,47,71,62,83,89,71,77,82,70,88,56,80,10,0,78,102,38,58,16,24,88,100,51,114,77
38,36,28,28,31,55,44,92,7,29,92,27,72,33,68,63,70,90,51,39,16,21,57,8,48,53,90,25,24,59,24,28,19,14,61,28,8,68,78,0,52,41,57,76,80,42,33,38,59,56
13,76,41,41,20,79,81,77,59,73,75,24,105,71,31,90,100,69,85,76,38,32,21,60,27,57,71,74,28,22,76,29,32,43,26,50,59,93,102,52,0,77,49,108,90,14,24,52,12,31
68,7,36,36,59,19,3,75,37,15,77,57,30,7,76,22,28,79,9,2,43,47,71,40,58,38,78,24,52,72,34,48,50,37,72,27,42,28,38,41,77,0,49,34,47,63,69,29,88,62
48,53,28,28,43,40,52,35,60,55,35,45,67,48,30,51,61,33,52,50,43,41,31,63,21,12,33,63,42,31,70,34,45,42,29,31,64,51,58,57,49,49,0,69,42,36,58,22,61,18
100,40,67,66,91,29,31,80,71,48,83,90,4,42,99,17,7,89,25,37,77,81,97,74,84,56,86,56,85,98,64,80,83,71,97,58,76,18,16,76,108,34,69,0,40,93,102,56,119,86
87,54,57,57,80,27,47,40,79,61,43,80,41,52,71,29,35,50,42,49,73,73,73,82,63,33,47,71,77,73,80,69,77,68,71,52,84,24,24,80,90,47,42,40,0,77,94,44,102,60
12,62,27,27,11,64,67,68,49,59,67,15,90,57,28,76,85,61,70,62,26,20,17,50,15,43,63,61,17,19,65,15,22,31,22,36,50,78,88,42,14,63,36,93,77,0,23,37,26,22
