0,27,41,61,31,80,26,56,37,73,77,32,21,44,26,52,24,59,38,55,55,92,73,67,27,39,38,48,64,35,48,26,52,20,19,62,65,55,10,28,68,52,74,68,38,79,83,25,77,58,51,28
27,0,15,68,23,52,37,64,13,46,50,10,27,51,8,55,34,39,22,49,28,72,47,48,36,50,11,24,45,12,23,6,36,35,8,68,54,34,34,45,41,48,60,51,15,58,57,7,61,33,24,32
41,15,0,81,36,41,43,78,5,33,38,20,33,64,22,68,41,26,16,59,14,71,40,51,42,65,6,23,47,20,8,14,25,43,23,81,61,37,48,61,29,59,65,55,5,57,49,21,64,30,17,46
61,68,81,0,45,100,87,6,81,100,100,61,81,17,59,13,86,107,90,30,89,76,85,58,89,22,75,66,59,61,90,73,104,82,62,1,39,58,52,36,94,26,48,53,82,71,93,60,56,70,77,36
31,23,36,45,0,61,53,42,36,58,60,15,44,28,15,32,51,62,46,26,45,61,49,36,53,30,29,25,34,16,45,29,59,49,20,44,34,25,30,32,52,24,42,36,37,49,59,16,45,33,34,13
80,52,41,100,61,0,84,100,46,9,3,49,75,88,55,88,82,47,54,71,27,52,17,47,82,92,41,36,44,47,38,55,54,85,60,100,66,42,85,93,12,74,64,53,45,41,16,55,58,30,29,75
26,37,43,87,53,84,0,82,38,76,81,47,10,70,42,78,2,49,31,79,57,109,83,85,2,65,45,61,82,50,47,31,40,5,34,88,87,72,36,53,72,76,95,88,39,95,93,41,97,70,59,53
56,64,78,6,42,100,82,0,77,98,99,58,76,13,56,12,80,104,86,31,87,79,85,59,84,17,72,65,60,59,87,69,100,76,58,7,42,58,46,30,93,26,51,54,79,72,93,57,58,69,75,32
37,13,5,81,36,46,38,77,0,38,43,20,28,64,21,68,35,26,12,60,19,75,45,54,36,63,9,27,51,21,11,10,24,38,20,80,63,40,45,58,34,59,68,58,1,61,54,20,67,35,21,45
73,46,33,100,58,9,76,98,38,0,6,45,67,86,50,87,74,38,45,71,19,59,22,50,74,89,35,33,47,42,29,48,44,77,54,99,68,42,80,89,5,74,67,56,37,47,24,50,62,30,24,71
77,50,38,100,60,3,81,99,43,6,0,47,72,87,53,87,79,44,51,71,24,54,18,48,79,91,39,34,45,45,34,52,50,82,58,99,66,42,83,91,9,74,65,54,42,43,19,53,59,29,27,73
32,10,20,61,15,49,47,58,20,45,47,0,37,44,6,48,44,46,32,39,30,62,41,38,46,45,14,16,35,2,29,17,44,44,13,60,43,24,36,44,39,39,49,41,22,48,51,6,50,25,20,27
21,27,33,81,44,75,10,76,28,67,72,37,0,64,32,71,7,42,23,71,47,99,73,75,9,59,35,51,72,39,38,21,35,9,24,82,78,61,32,49,63,68,85,78,29,85,82,31,87,60,49,46
44,51,64,17,28,88,70,13,64,86,87,44,64,0,42,8,69,90,73,23,74,72,73,50,72,9,58,52,50,45,73,56,87,65,45,17,35,46,36,23,80,18,45,46,65,64,82,43,52,57,62,19
26,8,22,59,15,55,42,56,21,50,53,6,32,42,0,47,39,47,31,41,33,68,47,43,41,42,16,22,40,9,31,14,44,39,8,59,46,30,30,39,44,39,53,45,23,54,57,1,55,31,26,24
52,55,68,13,32,88,78,12,68,87,87,48,71,8,47,0,76,95,78,18,76,67,72,46,79,17,62,53,47,48,77,61,92,73,51,12,30,45,44,31,81,14,39,42,70,60,81,48,46,57,64,25
24,34,41,86,51,82,2,80,35,74,79,44,7,69,39,76,0,47,29,77,54,107,80,83,3,63,42,58,79,47,44,29,39,5,31,86,85,69,34,51,70,74,92,85,36,92,90,38,94,67,56,51
59,39,26,107,62,47,49,104,26,38,44,46,42,90,47,95,47,0,20,85,25,91,55,75,46,89,33,48,71,47,18,35,8,51,46,107,87,62,69,83,37,85,90,80,24,77,61,46,88,52,38,72
38,22,16,90,46,54,31,86,12,45,51,32,23,73,31,78,29,20,0,72,26,88,56,67,29,71,21,40,63,33,16,16,14,33,27,90,75,53,48,64,42,70,81,71,11,73,64,30,80,47,33,54
55,49,59,30,26,71,79,31,60,71,71,39,71,23,41,18,77,85,72,0,64,48,55,27,80,32,52,39,29,39,67,56,84,75,47,29,11,29,50,43,66,5,22,23,62,41,63,42,28,41,50,28
55,28,14,89,45,27,57,87,19,19,24,30,47,74,33,76,54,25,26,64,0,66,30,50,55,75,17,24,46,28,10,29,29,57,37,89,63,38,62,73,15,65,66,55,18,52,38,33,63,27,13,57
92,72,71,76,61,52,109,79,75,59,54,62,99,72,68,67,107,91,88,48,66,0,37,25,109,80,66,48,27,59,75,78,95,107,76,75,37,38,91,89,56,54,28,26,76,14,36,69,20,40,55,71
73,47,40,85,49,17,83,85,45,22,18,41,73,73,47,72,80,55,56,55,30,37,0,30,81,78,37,25,27,38,40,51,60,82,54,84,49,27,77,82,19,58,46,36,45,25,10,47,41,16,23,63
67,48,51,58,36,47,85,59,54,50,48,38,75,50,43,46,83,75,67,27,50,25,30,0,85,57,45,27,3,36,56,55,76,82,51,56,19,14,66,65,46,32,16,6,55,14,36,44,13,22,36,46
27,36,42,89,53,82,2,84,36,74,79,46,9,72,41,79,3,46,29,80,55,109,81,85,0,66,44,60,82,49,45,30,37,8,34,89,87,71,38,55,70,77,95,87,37,94,91,40,96,69,58,54
39,50,65,22,30,92,65,17,63,89,91,45,59,9,42,17,63,89,71,32,75,80,78,57,66,0,59,56,57,47,73,54,85,59,43,23,44,52,29,14,83,26,54,54,65,71,88,43,60,62,65,18
38,11,6,75,29,41,45,72,9,35,39,14,35,58,16,62,42,33,21,52,17,66,37,45,44,59,0,18,41,13,15,14,32,44,19,74,54,31,45,56,29,52,59,49,10,52,47,16,58,26,14,41
48,24,23,66,25,36,61,65,27,33,34,16,51,52,22,53,58,48,40,39,24,48,25,27,60,56,18,0,23,13,29,29,49,59,29,66,39,13,51,57,27,41,42,32,28,34,35,22,40,9,11,39
64,45,47,59,34,44,82,60,51,47,45,35,72,50,40,47,79,71,63,29,46,27,27,3,82,57,41,23,0,32,52,52,72,79,48,58,21,10,64,64,42,33,20,9,52,15,34,41,17,18,32,44
35,12,20,61,16,47,50,59,21,42,45,2,39,45,9,48,47,47,33,39,28,59,38,36,49,47,13,13,32,0,28,19,45,47,16,61,42,22,38,46,37,38,47,39,23,45,48,9,48,22,18,29
48,23,8,90,45,38,47,87,11,29,34,29,38,73,31,77,44,18,16,67,10,75,40,56,45,73,15,29,52,28,0,22,20,48,32,89,68,43,57,69,26,67,72,61,10,60,48,30,70,34,20,55
26,6,14,73,29,55,31,69,10,48,52,17,21,56,14,61,29,35,16,56,29,78,51,55,30,54,14,29,52,19,22,0,31,30,11,73,61,41,34,48,43,54,67,58,12,64,61,13,67,38,28,37
52,36,25,104,59,54,40,100,24,44,50,44,35,87,44,92,39,8,14,84,29,95,60,76,37,85,32,49,72,45,20,31,0,43,42,104,87,63,63,78,43,83,91,81,22,80,67,43,89,55,40,68
20,35,43,82,49,85,5,76,38,77,82,44,9,65,39,73,5,51,33,75,57,107,82,82,8,59,44,59,79,47,48,30,43,0,31,82,83,69,30,47,72,71,91,84,39,93,92,38,93,68,58,48
19,8,23,62,20,60,34,58,20,54,58,13,24,45,8,51,31,46,27,47,37,76,54,51,34,43,19,29,48,16,32,11,42,31,0,62,53,38,25,37,49,45,61,53,22,62,64,7,62,39,31,26
62,68,81,1,44,100,88,7,80,99,99,60,82,17,59,12,86,107,90,29,89,75,84,56,89,23,74,66,58,61,89,73,104,82,62,0,38,57,52,37,93,25,47,52,82,70,92,60,54,69,76,36
65,54,61,39,34,66,87,42,63,68,66,43,78,35,46,30,85,87,75,11,63,37,49,19,87,44,54,39,21,42,68,61,87,83,53,38,0,25,61,55,63,17,10,13,65,31,55,47,16,38,50,38
55,34,37,58,25,42,72,58,40,42,42,24,61,46,30,45,69,62,53,29,38,38,27,14,71,52,31,13,10,22,43,41,63,69,38,57,25,0,55,57,37,31,28,18,42,24,36,31,26,12,24,37
10,34,48,52,30,85,36,46,45,80,83,36,32,36,30,44,34,69,48,50,62,91,77,66,38,29,45,51,64,38,57,34,63,30,25,52,61,55,0,17,74,46,70,66,47,79,87,30,74,60,56,22
28,45,61,36,32,93,53,30,58,89,91,44,49,23,39,31,51,83,64,43,73,89,82,65,55,14,56,57,64,46,69,48,78,47,37,37,55,57,17,0,83,38,65,63,60,79,92,40,70,65,64,19
68,41,29,94,52,12,72,93,34,5,9,39,63,80,44,81,70,37,42,66,15,56,19,46,70,83,29,27,42,37,26,43,43,72,49,93,63,37,74,83,0,68,62,52,33,43,24,44,58,24,18,66
52,48,59,26,24,74,76,26,59,74,74,39,68,18,39,14,74,85,70,5,65,54,58,32,77,26,52,41,33,38,67,54,83,71,45,25,17,31,46,38,68,0,27,28,61,46,67,40,33,44,52,24
74,60,65,48,42,64,95,51,68,67,65,49,85,45,53,39,92,90,81,22,66,28,46,16,95,54,59,42,20,47,72,67,91,91,61,47,10,28,70,65,62,27,0,10,69,25,51,54,7,39,52,48
68,51,55,53,36,53,88,54,58,56,54,41,78,46,45,42,85,80,71,23,55,26,36,6,87,54,49,32,9,39,61,58,81,84,53,52,13,18,66,63,52,28,10,0,60,18,42,46,9,28,41,45
38,15,5,82,37,45,39,79,1,37,42,22,29,65,23,70,36,24,11,62,18,76,45,55,37,65,10,28,52,23,10,12,22,39,22,82,65,42,47,60,33,61,69,60,0,62,54,22,69,35,22,47
79,58,57,71,49,41,95,72,61,47,43,48,85,64,54,60,92,77,73,41,52,14,25,14,94,71,52,34,15,45,60,64,80,93,62,70,31,24,79,79,43,46,25,18,62,0,27,55,18,26,40,60
83,57,49,93,59,16,93,93,54,24,19,51,82,82,57,81,90,61,64,63,38,36,10,36,91,88,47,35,34,48,48,61,67,92,64,92,55,36,87,92,24,67,51,42,54,27,0,58,45,26,33,72
25,7,21,60,16,55,41,57,20,50,53,6,31,43,1,48,38,46,30,42,33,69,47,44,40,43,16,22,41,9,30,13,43,38,7,60,47,31,30,40,44,40,54,46,22,55,58,0,56,32,26,25
77,61,64,56,45,58,97,58,67,62,59,50,87,52,55,46,94,88,80,28,63,20,41,13,96,60,58,40,17,48,70,67,89,93,62,54,16,26,74,70,58,33,7,9,69,18,45,56,0,35,49,53
58,33,30,70,33,30,70,69,35,30,29,25,60,57,31,57,67,52,47,41,27,40,16,22,69,62,26,9,18,22,34,38,55,68,39,69,38,12,60,65,24,44,39,28,35,26,26,32,35,0,14,46
51,24,17,77,34,29,59,75,21,24,27,20,49,62,26,64,56,38,33,50,13,55,23,36,58,65,14,11,32,18,20,28,40,58,31,76,50,24,56,64,18,52,52,41,22,40,33,26,49,14,0,47
28,32,46,36,13,75,53,32,45,71,73,27,46,19,24,25,51,72,54,28,57,71,63,46,54,18,41,39,44,29,55,37,68,48,26,36,38,37,22,19,66,24,48,45,47,60,72,25,53,46,47,0
