0,44,66,41,26,15,37,57,58,26,73,42,47,32,60,54,51,29,66,61,43,83,80,59,30,31,19,34,13,86,79,92,92,87,38,87,88,24
44,0,22,8,60,48,13,39,45,18,51,21,35,12,21,16,53,19,21,17,1,40,37,56,14,38,25,44,42,44,36,60,52,44,27,53,44,21
66,22,0,27,80,69,33,43,50,40,49,34,49,34,20,17,68,41,5,9,23,19,16,69,36,58,47,64,63,29,18,49,38,27,41,46,21,43
41,8,27,0,61,48,5,46,52,16,59,28,27,9,19,24,45,13,25,20,9,46,43,48,14,31,23,37,42,44,38,68,51,46,32,50,49,22
26,60,80,61,0,13,58,55,52,44,69,48,73,51,80,64,78,51,81,78,59,94,91,85,47,58,38,61,18,105,96,91,112,105,41,110,100,38
15,48,69,48,13,0,45,49,48,31,65,38,60,38,67,54,66,38,69,66,46,83,80,73,34,46,25,49,5,92,84,85,99,93,33,97,89,26
37,13,33,5,58,45,0,50,54,14,63,31,23,8,22,29,40,8,30,25,13,52,48,43,13,26,20,31,40,48,42,73,54,50,34,51,54,21
57,39,43,46,55,49,50,0,7,43,15,19,73,43,57,27,89,51,48,48,38,47,45,93,39,71,45,77,46,73,62,36,82,71,19,89,56,37
58,45,50,52,52,48,54,7,0,46,17,23,78,47,64,34,93,55,55,55,43,54,52,98,43,74,47,80,46,80,69,39,89,78,22,95,63,40
26,18,40,16,44,31,14,43,46,0,58,23,33,6,36,30,47,9,40,35,17,58,55,52,5,28,6,34,26,61,54,72,68,62,24,65,62,7
73,51,49,59,69,65,63,15,17,58,0,34,86,57,67,36,103,65,55,56,50,46,46,107,53,86,61,92,62,77,66,23,87,75,35,96,55,53
42,21,34,28,48,38,31,19,23,23,34,0,54,23,42,17,70,31,37,35,20,45,43,74,19,51,27,57,34,62,52,50,71,61,6,74,52,19
47,35,49,27,73,60,23,73,78,33,86,54,0,30,30,50,19,24,44,39,36,68,64,21,35,18,36,20,55,51,50,94,53,54,57,43,67,41
32,12,34,9,51,38,8,43,47,6,57,23,30,0,29,26,46,8,33,29,11,52,49,50,5,29,13,35,33,54,47,69,61,55,26,59,56,13
60,21,20,19,80,67,22,57,64,36,67,42,30,29,0,30,49,31,15,11,22,38,35,49,33,43,42,48,62,25,21,69,32,27,48,32,37,41
54,16,17,24,64,54,29,27,34,30,36,17,50,26,30,0,69,34,21,21,15,29,26,72,25,54,36,60,49,46,35,44,55,45,24,61,35,30
51,53,68,45,78,66,40,89,93,47,103,70,19,46,49,69,0,38,64,59,54,87,84,7,50,21,47,17,63,69,69,113,69,72,71,56,87,54
29,19,41,13,51,38,8,51,55,9,65,31,24,8,31,34,38,0,39,34,19,59,56,43,11,20,13,26,33,57,51,78,63,59,33,59,62,16
66,21,5,25,81,69,30,48,55,40,55,37,44,33,15,21,64,39,0,5,23,23,20,64,36,55,47,60,64,25,15,54,34,24,43,41,24,43
61,17,9,20,78,66,25,48,55,35,56,35,39,29,11,21,59,34,5,0,19,28,25,59,31,49,42,55,60,27,18,58,35,27,42,40,29,39
43,1,23,9,59,46,13,38,43,17,50,20,36,11,22,15,54,19,23,19,0,41,37,57,13,39,24,45,41,46,37,59,54,46,25,55,45,20
83,40,19,46,94,83,52,47,54,58,46,45,68,52,38,29,87,59,23,28,41,0,3,87,53,78,64,83,78,35,25,37,44,31,52,57,9,59
80,37,16,43,91,80,48,45,52,55,46,43,64,49,35,26,84,56,20,25,37,3,0,84,50,74,61,80,75,33,23,38,43,30,49,55,10,56
59,56,69,48,85,73,43,93,98,52,107,74,21,50,49,72,7,43,64,59,57,87,84,0,55,27,53,24,69,66,68,115,66,70,76,51,86,59
30,14,36,14,47,34,13,39,43,5,53,19,35,5,33,25,50,11,36,31,13,53,50,55,0,32,11,38,29,58,50,67,65,58,21,64,58,8
31,38,58,31,58,46,26,71,74,28,86,51,18,29,43,54,21,20,55,49,39,78,74,27,32,0,27,6,42,67,64,98,71,70,52,62,79,34
19,25,47,23,38,25,20,45,47,6,61,27,36,13,42,36,47,13,47,42,24,64,61,53,11,27,0,33,20,68,61,76,74,69,26,71,69,7
34,44,64,37,61,49,31,77,80,34,92,57,20,35,48,60,17,26,60,55,45,83,80,24,38,6,33,0,46,71,69,104,74,74,58,64,84,40
