node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,81.54877655801359,49.47542404357036,0,0,1,0,480,0,,,
1,13.376069507700217,88.57019135404776,0,1,0,0,480,14,26.0,,
2,64.92287795409635,16.354568682413927,0,1,0,0,480,10,28.0,,
3,3.364972339902661,14.110964833264926,0,1,0,0,480,13,15.0,,
4,60.87979601803936,17.929623526004846,0,1,0,0,480,13,25.0,,
5,22.57630748750281,2.513972575631418,1,0,0,79,144,9,,0.0,195.0
6,72.29306722386036,81.03643997594371,-3,0,0,347,487,18,,0.0,-1.0
7,79.68481767721232,12.756815136428424,2,0,0,307,461,18,,0.0,-1.0
8,90.33011273887594,67.227882947408,-2,0,0,157,314,14,,0.0,-1.0
9,89.75286223768644,44.71605045306636,-1,0,0,17,153,17,,0.0,-1.0
10,43.69548610836978,78.45365186848953,-3,0,0,221,311,16,,0.0,106.0
11,9.329785547674351,52.08740366348857,-3,0,0,178,347,11,,1.0,112.0
12,83.63842356312257,83.01925630695713,1,0,0,264,435,15,,0.0,-1.0
13,95.6132856342369,69.82725935305464,2,0,0,303,425,9,,0.0,74.0
14,20.777062943972837,2.028031489458082,2,0,0,13,175,17,,0.0,-1.0
15,47.94157986271019,51.370386562255554,2,0,0,17,163,16,,0.0,-1.0
16,24.026258449893145,12.46974471236032,-1,0,0,299,405,7,,0.0,-1.0
17,58.6208166190509,76.42556740241413,1,0,0,251,318,15,,1.0,-1.0
18,99.31541035901606,75.83026172105185,2,0,0,141,296,14,,0.0,-1.0
19,79.3632414255581,61.64608782287975,1,0,0,167,277,15,,1.0,-1.0
20,98.59226589700178,63.995638511457045,-3,0,0,204,317,15,,0.0,-1.0
21,86.02532863997044,94.57846462409557,1,0,0,205,373,7,,0.0,241.0
22,92.9858500500561,38.14153437833565,3,0,0,282,458,17,,0.0,-1.0
23,7.866205831425866,17.187370253924684,2,0,0,43,212,5,,0.0,171.0
24,5.922330539660747,10.539693482914004,-3,0,0,79,220,11,,1.0,-1.0
25,18.465124589369765,34.10943165874018,-1,0,0,54,126,13,,1.0,343.0
26,54.35396465750758,71.1682059355086,-1,0,0,87,243,12,,1.0,-1.0
27,21.092733610651194,67.25224042381393,-3,0,0,181,359,18,,1.0,-1.0
28,70.42590745024197,55.86223368661894,-1,0,0,174,313,7,,0.0,-1.0
29,90.36178697987106,11.099481392181065,-2,0,0,271,342,8,,0.0,122.0
30,17.71214576024195,42.86648243894848,3,0,0,217,298,5,,1.0,-1.0
31,12.671273523423887,56.629614372408746,2,0,0,300,436,16,,1.0,42.0
32,39.84004666094244,28.459579453591843,-1,0,0,171,331,11,,1.0,-1.0
33,16.998981301763727,33.53382383482103,-2,0,0,75,170,8,,1.0,274.0
34,60.7959350832342,57.57852108894116,2,0,0,154,214,8,,0.0,-1.0
35,16.362400021023383,12.491981074063341,-3,0,0,258,425,7,,0.0,-1.0
36,2.667676260887253,1.2425593793932266,-2,0,0,245,397,15,,1.0,-1.0
37,87.98104357196851,4.508885600538992,2,0,0,59,140,12,,0.0,-1.0
38,73.12211098732463,87.1985096244957,-2,0,0,138,253,11,,0.0,-1.0
39,9.805784856245758,43.63014238330176,2,0,0,56,136,6,,0.0,-1.0
40,96.23029831742767,83.41386605235851,2,0,0,178,313,18,,1.0,-1.0
