0,108,74,85,61,91,85,98,88,111,69,51,101,54,22,9,47,49,100,103,41,12,50,26,12,22,11,40,29,26,13,73,84,90,22,84,116,113,79,119,85,11,60,69,63,59,104,43,53,62,90
108,0,61,69,71,34,29,10,28,18,44,93,39,71,107,100,73,96,14,12,86,96,57,90,98,95,98,68,80,83,101,35,55,93,86,24,22,31,46,14,24,96,48,38,47,64,25,86,54,67,17
74,61,0,13,14,73,62,52,64,76,24,93,84,19,87,71,71,94,48,66,80,64,44,48,62,53,69,40,61,61,62,39,10,116,61,52,81,87,73,76,55,67,47,39,29,73,77,82,38,78,54
85,69,13,0,24,85,74,61,75,85,37,106,96,31,99,83,85,108,55,75,93,76,58,58,73,63,81,53,75,74,73,51,13,130,74,64,90,97,86,83,66,79,61,52,42,87,87,95,52,92,64
61,71,14,24,0,77,66,61,68,84,28,85,89,7,76,59,65,86,58,74,72,52,40,34,48,39,57,31,52,51,49,43,24,113,51,58,89,93,74,86,60,55,46,41,30,69,83,74,35,75,61
91,34,73,85,77,0,11,32,9,24,49,63,11,73,84,82,47,67,41,22,60,80,45,82,84,86,80,58,62,65,88,34,72,58,68,21,27,22,14,37,19,79,34,35,47,36,15,59,46,37,23
85,29,62,74,66,11,0,24,2,25,38,64,22,63,81,76,45,67,32,19,58,74,37,74,77,78,74,50,56,59,81,23,61,65,63,10,30,29,17,36,8,74,26,24,36,35,19,57,36,38,14
98,10,52,61,61,32,24,0,24,24,34,86,39,61,98,90,65,89,8,14,78,86,47,80,87,85,88,57,71,73,91,24,47,89,76,16,28,36,41,24,17,86,38,28,37,57,27,78,44,61,10
88,28,64,75,68,9,2,24,0,23,40,65,20,65,83,79,47,69,32,17,60,76,39,76,79,80,77,52,59,61,84,25,62,65,65,11,28,26,18,34,9,76,28,26,38,37,17,59,39,39,14
111,18,76,85,84,24,25,24,23,0,55,87,23,82,106,102,70,91,31,9,83,99,61,97,102,102,100,74,82,84,106,42,71,80,88,28,5,13,38,13,26,99,50,45,56,59,9,82,59,61,23
69,44,24,37,28,49,38,34,40,55,0,74,60,27,75,63,51,76,33,45,62,57,25,48,57,53,61,28,48,48,60,15,25,93,50,29,60,64,48,58,31,59,24,14,7,51,54,63,19,56,32
51,93,93,106,85,63,64,86,65,87,74,0,69,78,31,42,22,4,92,83,13,46,49,63,53,63,42,53,34,37,58,67,98,39,38,69,91,83,49,99,68,43,51,64,66,28,78,11,55,26,75
101,39,84,96,89,11,22,39,20,23,60,69,0,85,92,92,56,73,48,26,67,90,56,93,95,97,90,70,72,75,99,45,82,56,79,32,24,14,22,36,29,90,46,47,59,43,14,66,57,44,32
54,71,19,31,7,73,63,61,65,82,27,78,85,0,68,52,58,79,59,72,65,45,34,28,42,33,50,25,45,43,42,40,29,106,43,55,87,91,69,85,57,48,41,38,26,63,80,67,30,68,59
22,107,87,99,76,84,81,98,83,106,75,31,92,68,0,17,36,28,102,100,25,24,52,44,30,42,18,48,27,27,34,74,95,71,25,82,111,106,71,117,82,21,59,71,68,49,99,27,57,49,89
9,100,71,83,59,82,76,90,79,102,63,42,92,52,17,0,37,40,93,94,31,7,42,26,13,24,2,34,20,17,16,65,80,81,14,76,107,104,70,111,76,4,52,62,56,50,95,34,46,52,82
47,73,71,85,65,47,45,65,47,70,51,22,56,58,36,37,0,25,71,64,13,38,27,49,44,51,36,34,20,23,49,44,76,49,27,48,74,69,34,81,48,36,29,42,44,12,62,13,33,14,55
49,96,94,108,86,67,67,89,69,91,76,4,73,79,28,40,25,0,95,87,14,45,51,62,52,62,40,54,34,37,57,69,100,42,38,72,94,87,53,103,72,42,54,67,69,32,82,12,57,29,79
100,14,48,55,58,41,32,8,32,31,33,92,48,59,102,93,71,95,0,22,84,88,51,81,89,86,91,59,75,76,92,27,41,98,79,23,35,44,49,28,25,89,43,31,38,64,35,84,46,68,18
103,12,66,75,74,22,19,14,17,9,45,83,26,72,100,94,64,87,22,0,77,91,53,88,94,93,92,65,74,77,97,33,62,80,80,19,15,21,35,16,18,91,42,35,47,54,13,77,51,57,13
41,86,80,93,72,60,58,78,60,83,62,13,67,65,25,31,13,14,84,77,0,34,37,50,41,50,30,40,20,23,46,57,86,50,25,61,87,81,46,94,61,32,41,54,55,24,74,2,43,24,68
12,96,64,76,52,80,74,86,76,99,57,46,90,45,24,7,38,45,88,91,34,0,38,19,7,17,5,29,18,15,11,61,73,84,11,72,104,102,68,107,73,2,48,57,51,50,93,37,41,53,78
50,57,44,58,40,45,37,47,39,61,25,49,56,34,52,42,27,51,51,53,37,38,0,36,40,40,40,13,24,25,44,23,49,73,28,34,66,66,37,69,35,38,11,20,17,29,56,38,6,35,40
26,90,48,58,34,82,74,80,76,97,48,63,93,28,44,26,49,62,81,88,50,19,36,0,14,5,25,23,29,26,14,56,58,98,24,69,102,103,73,104,71,22,48,52,43,59,93,52,37,63,75
12,98,62,73,48,84,77,87,79,102,57,53,95,42,30,13,44,52,89,94,41,7,40,14,0,11,12,29,24,20,4,62,71,91,17,75,107,106,73,110,76,10,51,59,51,55,96,44,43,59,81
22,95,53,63,39,86,78,85,80,102,53,63,97,33,42,24,51,62,86,93,50,17,40,5,11,0,23,28,31,27,9,60,63,99,24,74,107,107,76,108,75,20,52,57,48,61,97,53,42,65,79
11,98,69,81,57,80,74,88,77,100,61,42,90,50,18,2,36,40,91,92,30,5,40,25,12,23,0,32,18,15,16,63,78,80,12,74,105,102,68,109,74,2,50,60,54,48,93,33,44,51,80
40,68,40,53,31,58,50,57,52,74,28,53,70,25,48,34,34,54,59,65,40,29,13,23,29,28,32,0,21,21,33,33,47,82,22,46,79,79,51,81,47,30,24,29,22,40,69,42,14,45,51
29,80,61,75,52,62,56,71,59,82,48,34,72,45,27,20,20,34,75,74,20,18,24,29,24,31,18,21,0,3,29,47,69,68,7,56,87,84,50,91,57,17,32,44,40,31,75,23,29,35,63
26,83,61,74,51,65,59,73,61,84,48,37,75,43,27,17,23,37,76,77,23,15,25,26,20,27,15,21,3,0,25,49,68,72,3,58,89,87,53,94,59,14,35,45,41,35,78,26,30,38,65
13,101,62,73,49,88,81,91,84,106,60,58,99,42,34,16,49,57,92,97,46,11,44,14,4,9,16,33,29,25,0,66,72,96,22,78,111,110,78,113,79,14,55,63,54,60,101,49,47,64,84
73,35,39,51,43,34,23,24,25,42,15,67,45,40,74,65,44,69,27,33,57,61,23,56,62,60,63,33,47,49,66,0,39,80,51,14,47,50,34,48,16,62,15,3,14,40,40,57,19,45,19
84,55,10,13,24,72,61,47,62,71,25,98,82,29,95,80,76,100,41,62,86,73,49,58,71,63,78,47,69,68,72,39,0,119,69,50,76,83,73,70,53,76,50,39,32,76,73,87,43,82,50
90,93,116,130,113,58,65,89,65,80,93,39,56,106,71,81,49,42,98,80,50,84,73,98,91,99,80,82,68,72,96,80,119,0,75,75,81,71,48,93,73,82,68,79,87,43,70,47,78,38,79
