node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,96.31146593848798,12.287557989415266,0,0,1,0,480,0,,,
1,25.48819564111836,81.36278802229802,0,1,0,0,480,5,22.0,,
2,61.859696150110146,83.8149165376357,0,1,0,0,480,7,15.0,,
3,51.57361883740449,37.699323536663485,0,1,0,0,480,7,24.0,,
4,92.18454995477849,3.625231751479485,0,1,0,0,480,8,12.0,,
5,85.61302203530458,23.08177851877816,1,0,0,241,390,13,,0.0,147.0
6,84.87363277539679,13.91966134168856,-2,0,0,58,184,15,,0.0,-1.0
7,58.02189636905405,88.8107919011472,-3,0,0,126,303,11,,0.0,-1.0
8,47.35396468988905,74.65666738033929,-1,0,0,145,225,17,,1.0,-1.0
9,80.46716178555585,73.64942087167792,3,0,0,296,397,19,,0.0,100.0
10,92.53297368745983,44.68342305199287,-2,0,0,285,378,18,,0.0,-1.0
11,17.312543916515576,4.781106370247978,-1,0,0,242,339,16,,0.0,-1.0
12,24.64598696375051,14.319750388024211,3,0,0,112,201,7,,0.0,-1.0
13,55.79487414344805,18.4945337211732,2,0,0,338,439,18,,0.0,-1.0
14,3.8933707289371178,3.598982886866786,3,0,0,200,319,9,,0.0,-1.0
15,83.15694983648616,59.14499314430248,2,0,0,96,180,14,,0.0,-1.0
16,35.808530189337816,89.42280427402468,-1,0,0,72,198,19,,1.0,-1.0
17,7.01966114077136,98.03220727278259,-3,0,0,22,118,18,,0.0,-1.0
18,61.6291790254461,18.346425396884847,2,0,0,96,188,11,,0.0,44.0
19,67.90690989769685,76.33812597835626,2,0,0,125,273,5,,0.0,407.0
20,42.934278337077444,86.16326062455474,-2,0,0,59,201,8,,0.0,117.0
21,15.073240729647031,27.883758357760836,-1,0,0,310,433,5,,0.0,-1.0
22,9.349236158398977,21.087784060735217,1,0,0,129,267,9,,0.0,166.0
23,23.8728811911145,91.76331909217102,-1,0,0,210,287,8,,0.0,-1.0
24,7.81096887511562,42.74151201877095,-1,0,0,221,370,14,,0.0,106.0
25,53.2398687226913,89.86930538021608,1,0,0,352,416,16,,1.0,-1.0
26,99.76962186612135,75.33881149198358,1,0,0,45,155,15,,0.0,294.0
27,97.07909905690295,78.71011325358738,1,0,0,77,149,6,,0.0,-1.0
28,96.32026409714166,70.72707259444552,-1,0,0,342,406,6,,0.0,299.0
29,7.976342545107107,40.19201869926765,2,0,0,298,385,9,,0.0,-1.0
30,64.65972838024705,35.0718509454251,-3,0,0,149,291,17,,0.0,-1.0
31,27.33839181137786,57.739926713309096,2,0,0,293,418,5,,0.0,-1.0
32,93.35018767024349,3.498187351615356,2,0,0,99,181,8,,1.0,-1.0
33,76.92312035414378,72.2727278044627,-3,0,0,270,366,17,,0.0,-1.0
34,96.39534253882871,93.07112223325436,-3,0,0,205,342,5,,0.0,379.0
35,76.22325620441929,52.04087646825987,3,0,0,335,488,10,,0.0,-1.0
36,20.426755323351987,54.52357183255744,3,0,0,195,336,10,,0.0,-1.0
37,76.53519939196538,89.56692126378931,-1,0,0,293,432,7,,0.0,85.0
38,78.9712009210549,19.526693519105397,-3,0,0,286,428,13,,0.0,-1.0
39,59.96863142280594,33.217345953135705,1,0,0,265,387,13,,1.0,-1.0
40,0.9205667390642991,20.022093578866606,-2,0,0,318,396,5,,0.0,-1.0
41,11.322064993344927,84.27191235394686,-2,0,0,242,318,6,,0.0,-1.0
42,25.850625214781196,28.46979688875555,-1,0,0,312,381,9,,0.0,-1.0
43,95.99365717988843,37.908672304885215,1,0,0,54,151,7,,1.0,-1.0
44,0.9585640144394558,28.384614834613654,2,0,0,308,423,11,,0.0,-1.0
