node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,32.4329377351518,67.64837495206044,0,0,1,0,480,0,,,
1,59.42418273085972,60.3150120122947,0,1,0,0,480,13,17.0,,
2,68.25324595377215,57.53591731290986,0,1,0,0,480,11,10.0,,
3,42.906236930266594,27.592269438054686,0,1,0,0,480,8,21.0,,
4,76.8581330913202,22.62724300031862,0,1,0,0,480,11,20.0,,
5,69.23543061544142,23.333282264932663,0,1,0,0,480,11,24.0,,
6,62.53301699544539,74.70782671290289,3,0,0,343,477,17,,0.0,-1.0
7,21.87138889065392,5.994330086130828,1,0,0,45,171,5,,0.0,-1.0
8,13.097374299417408,60.59969672710255,-3,0,0,336,461,17,,1.0,-1.0
9,84.94464062257356,4.499682123542437,-1,0,0,160,222,16,,0.0,-1.0
10,73.41512590416463,34.13186459500521,1,0,0,211,379,8,,1.0,304.0
11,47.85283699195225,92.88595498455656,3,0,0,172,274,17,,0.0,81.0
12,33.19715047358455,46.5336933939486,2,0,0,341,443,7,,0.0,-1.0
13,1.3682414760681105,8.159872000483837,-2,0,0,239,413,14,,0.0,-1.0
14,25.859159113478402,2.7852240821074403,-3,0,0,19,134,7,,1.0,236.0
15,63.1375326048251,42.63983568016225,3,0,0,266,351,14,,1.0,-1.0
16,54.814520272802206,17.464718589632955,-1,0,0,274,397,10,,0.0,-1.0
17,29.593202943661613,66.38244748527251,-2,0,0,219,343,7,,1.0,-1.0
18,96.53027236303998,5.04167736022092,3,0,0,262,332,11,,0.0,-1.0
19,89.03843208552661,57.68812013112085,-2,0,0,357,526,16,,0.0,75.0
20,56.39195667556237,50.027853520776034,2,0,0,87,226,13,,1.0,83.0
21,6.9394085904183385,8.987685173616066,-3,0,0,115,292,8,,0.0,395.0
22,60.09120056590861,34.09585714355583,-2,0,0,10,161,10,,0.0,57.0
23,91.72680665776807,40.659053735947225,-1,0,0,312,397,13,,0.0,-1.0
24,14.328145870264109,71.4718833502036,1,0,0,269,406,7,,0.0,237.0
25,29.335342144100984,52.54703073558932,3,0,0,92,196,19,,0.0,387.0
26,69.783278550517,90.02641112020704,-2,0,0,46,158,10,,0.0,-1.0
27,79.2191194801676,67.63610678727241,-3,0,0,6,87,5,,1.0,-1.0
28,67.96331823951436,94.59246440320865,-2,0,0,305,466,15,,0.0,-1.0
29,29.582409749653603,0.11120941961874076,2,0,0,187,280,8,,1.0,-1.0
30,27.19545593981987,21.7891379626744,-2,0,0,259,319,11,,0.0,320.0
31,66.18345851139982,63.3711599765529,2,0,0,291,400,8,,0.0,-1.0
32,59.34613827047238,1.62434432094537,3,0,0,145,232,16,,1.0,-1.0
33,72.87780544506475,32.353041248549154,-1,0,0,186,276,8,,0.0,-1.0
34,66.50559890066312,55.65784285021533,3,0,0,38,202,8,,0.0,-1.0
35,34.27309254279072,13.457626710410775,-2,0,0,107,178,18,,0.0,-1.0
36,9.441889766048096,83.15183331122236,2,0,0,256,373,14,,1.0,-1.0
37,91.8397542081558,64.97880467642996,3,0,0,43,174,12,,0.0,-1.0
38,10.343411486048337,40.20272168882407,3,0,0,356,445,13,,1.0,-1.0
39,72.89392001051573,77.9820884010068,1,0,0,117,270,15,,0.0,361.0
40,11.82186222910886,0.003071884538241587,2,0,0,160,326,18,,0.0,-1.0
41,71.2137045880605,35.659617598620564,2,0,0,171,284,6,,0.0,265.0
42,25.448133161826025,1.289746978952544,3,0,0,185,277,16,,0.0,97.0
43,54.02994067614997,85.11507354259817,-1,0,0,209,336,5,,0.0,-1.0
44,95.76316462725879,56.574495061328925,-2,0,0,171,236,14,,1.0,-1.0
45,51.44613277398942,8.50563854892411,-1,0,0,143,297,18,,0.0,-1.0
46,54.887280154259976,37.99790789653946,-1,0,0,118,226,13,,0.0,244.0
47,60.71352808835769,38.87263478765467,2,0,0,41,153,15,,0.0,-1.0
