0,53,33,65,86,56,28,46,77,51,23,69,58,85,68,81,78,78,54,52,88,63,67,21,16,46,74,25,38,66,40,80,49,76,45,77,7,63,75,73
53,0,49,40,39,50,80,16,72,8,76,50,6,38,35,45,36,47,41,18,36,33,15,40,69,15,43,29,52,39,15,40,35,60,18,52,47,25,38,51
33,49,0,39,68,78,54,53,44,42,51,39,52,88,79,56,84,52,25,60,78,40,65,15,38,35,86,25,65,79,45,87,23,44,32,48,27,70,84,90
65,40,39,0,32,88,91,54,34,32,87,11,37,72,75,17,73,13,14,58,50,6,50,44,76,27,83,42,83,79,48,78,16,21,26,13,58,65,78,91
86,39,68,32,0,88,113,55,64,36,109,41,32,52,65,20,58,26,45,55,21,28,38,67,100,39,72,60,91,71,54,63,44,48,40,35,79,56,65,83
56,50,78,88,88,0,72,34,116,57,67,97,56,53,29,96,43,98,85,33,77,82,51,63,69,60,29,54,20,22,39,41,78,107,62,101,57,33,35,21
28,80,54,91,113,72,0,72,96,79,4,93,86,111,91,107,103,104,78,78,116,89,94,47,15,74,96,53,52,87,67,103,74,99,73,102,34,87,98,92
46,16,53,54,55,34,72,0,84,23,67,64,22,39,25,62,32,63,53,6,48,48,23,41,62,27,33,29,36,26,8,34,46,74,29,67,43,17,31,38
77,72,44,34,64,116,96,84,0,64,95,23,70,107,107,44,107,37,31,89,83,41,84,58,81,57,115,63,106,110,77,112,38,15,55,28,71,97,111,122
51,8,42,32,36,57,79,23,64,0,74,42,9,46,43,39,44,40,33,26,38,25,23,35,66,7,51,26,56,47,18,48,26,52,10,44,45,33,47,59
23,76,51,87,109,67,4,67,95,74,0,90,82,106,86,104,98,101,75,73,112,86,89,43,13,70,91,49,47,82,62,98,71,96,69,99,30,82,93,87
69,50,39,11,41,97,93,64,23,42,90,0,48,83,86,23,85,16,15,68,60,18,62,47,77,37,94,48,91,89,58,89,21,10,35,9,62,75,89,102
58,6,52,37,32,56,86,22,70,9,82,48,0,37,38,40,37,43,41,23,29,30,14,45,74,16,46,34,58,42,21,41,35,58,19,49,53,28,40,55
85,38,88,72,52,53,111,39,107,46,106,83,37,0,24,69,10,74,78,33,32,65,23,78,102,53,26,66,67,31,45,14,72,93,56,82,82,23,19,38
68,35,79,75,65,29,91,25,107,43,86,86,38,24,0,78,14,81,76,19,50,68,27,66,84,49,8,54,44,6,33,12,69,96,52,87,66,10,7,17
81,45,56,17,20,96,107,62,44,39,104,23,40,69,78,0,73,6,31,64,41,17,51,60,92,38,85,57,95,83,58,78,33,28,38,15,74,68,79,95
78,36,84,73,58,43,103,32,107,44,98,85,37,10,14,73,0,78,78,26,40,67,23,73,95,52,16,61,57,20,40,4,71,95,54,84,75,15,8,28
78,47,52,13,26,98,104,63,37,40,101,16,43,74,81,6,78,0,27,66,47,16,55,57,89,38,89,55,95,86,59,82,30,22,38,9,71,71,83,98
54,41,25,14,45,85,78,53,31,33,75,15,41,78,76,31,78,27,0,58,60,17,55,32,63,26,84,34,77,79,46,82,7,23,24,23,47,66,80,91
52,18,60,58,55,33,78,6,89,26,73,68,23,33,19,64,26,66,58,0,46,51,19,47,69,31,27,35,38,21,14,28,51,78,33,71,49,10,24,33
88,36,78,50,21,77,116,48,83,38,112,60,29,32,50,41,40,47,60,46,0,44,26,73,104,44,56,64,84,57,50,45,57,68,46,56,83,43,48,68
63,33,40,6,28,82,89,48,41,25,86,18,30,65,68,17,67,16,17,51,44,0,43,42,75,22,76,39,78,72,43,71,16,28,21,19,56,58,71,84
67,15,65,50,38,51,94,23,84,23,89,62,14,23,27,51,23,55,55,19,26,43,0,56,83,30,34,45,58,33,26,27,49,71,33,61,62,18,28,45
21,40,15,44,67,63,47,41,58,35,43,47,45,78,66,60,73,57,32,47,73,42,56,0,32,29,73,11,50,66,33,75,27,55,27,56,14,58,72,76
16,69,38,76,100,69,15,62,81,66,13,77,74,102,84,92,95,89,63,69,104,75,83,32,0,61,90,40,50,81,56,96,59,83,59,86,21,79,91,88
46,15,35,27,39,60,74,27,57,7,70,37,16,53,49,38,52,38,26,31,44,22,30,29,61,0,58,21,57,52,21,55,19,47,2,41,40,40,54,65
74,43,86,83,72,29,96,33,115,51,91,94,46,26,8,85,16,89,84,27,56,76,34,73,90,58,0,62,46,8,41,12,78,104,60,95,72,18,7,12
