node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,88.29148165187222,65.90454101322324,0,0,1,0,480,0,,,
1,21.1231831472931,86.29968313588721,0,1,0,0,480,7,12.0,,
2,88.60934353132082,19.66535849529587,0,1,0,0,480,10,11.0,,
3,73.74260857706773,28.651954892712293,0,1,0,0,480,10,15.0,,
4,80.26403123529296,99.72378999036027,0,1,0,0,480,12,17.0,,
5,3.0026005329392813,89.73658657909318,0,1,0,0,480,13,15.0,,
6,62.26305335986581,97.33826191648211,3,0,0,31,189,14,,0.0,-1.0
7,46.50095175264276,84.73879305713737,-3,0,0,314,404,17,,1.0,-1.0
8,6.239406859827723,33.527905007829574,-3,0,0,126,226,19,,0.0,412.0
9,6.701653775120997,97.53431334790706,3,0,0,12,116,19,,0.0,-1.0
10,81.69739072718367,85.25474212459704,1,0,0,204,344,10,,0.0,-1.0
11,93.79652314338942,8.510348611978536,2,0,0,272,355,14,,0.0,308.0
12,38.55975925133334,7.103488904400212,3,0,0,327,394,15,,0.0,258.0
13,21.07931015500286,22.936577703767234,-3,0,0,155,303,17,,0.0,-1.0
14,46.91072110475787,26.856216745364257,-2,0,0,285,447,17,,1.0,-1.0
15,10.09781068177611,16.749108909410772,3,0,0,337,409,15,,0.0,-1.0
16,14.727556355209092,97.30767979122983,-3,0,0,115,189,13,,0.0,82.0
17,75.92925069184736,96.7761465269562,1,0,0,312,423,13,,1.0,-1.0
18,43.974048650790856,27.83684816626566,-1,0,0,330,487,13,,0.0,-1.0
19,79.82931972091866,32.62539180411468,2,0,0,71,157,18,,0.0,-1.0
20,29.93833737053483,23.25059922078312,-2,0,0,189,363,15,,0.0,-1.0
21,12.967897822423534,25.646306101676597,-3,0,0,220,364,9,,1.0,371.0
22,35.53197484738877,67.39942081457303,-2,0,0,101,197,17,,1.0,-1.0
23,6.256484221945158,21.050693966534297,-3,0,0,226,400,15,,0.0,-1.0
24,80.90236402916764,14.692192358377076,-2,0,0,62,225,7,,0.0,-1.0
25,34.26451465225215,86.46589218581401,3,0,0,146,261,10,,0.0,-1.0
26,15.492531114344265,8.27368356181899,2,0,0,243,370,10,,0.0,-1.0
27,48.45379950800108,30.24195112785364,-2,0,0,268,379,14,,1.0,276.0
28,56.34083644838541,80.38048904834751,1,0,0,82,199,16,,0.0,-1.0
29,13.714848815274316,58.0699084554285,-1,0,0,283,343,14,,0.0,237.0
30,50.550876038986395,14.407878601319958,-2,0,0,136,306,12,,0.0,-1.0
31,62.39984855289824,27.364041786077166,3,0,0,236,320,19,,0.0,-1.0
32,48.78343185440125,8.227232427706188,3,0,0,117,282,13,,1.0,39.0
33,45.958405721362304,30.646346804282032,-1,0,0,322,405,9,,0.0,142.0
34,82.23812111853543,5.697872699736828,-1,0,0,104,216,16,,0.0,-1.0
35,41.860727491832996,45.8431424131438,-2,0,0,339,410,11,,0.0,-1.0
36,72.50060762991187,57.428757509021096,-3,0,0,245,393,6,,0.0,-1.0
37,66.72123371941811,77.7049285651756,-3,0,0,339,447,8,,0.0,401.0
38,86.22029736581888,31.38754967224705,3,0,0,252,326,14,,0.0,-1.0
39,53.802270536390296,84.01080784391999,3,0,0,24,104,12,,0.0,-1.0
40,98.94511309650565,88.95193110437631,-3,0,0,111,278,19,,0.0,-1.0
41,37.14672626243768,19.516651721865042,2,0,0,226,371,12,,0.0,271.0
42,48.93925374065887,74.16414518360422,-2,0,0,344,455,5,,0.0,-1.0
43,49.25690707532976,48.31808633136685,2,0,0,236,348,11,,0.0,-1.0
44,83.82304210818006,36.14037790671863,3,0,0,348,476,13,,1.0,389.0
45,85.97946748116456,40.680480095172356,1,0,0,306,395,15,,0.0,-1.0
46,32.82331056783394,45.3989911199699,-2,0,0,204,335,19,,0.0,-1.0
47,76.24469586748684,12.600202786399429,1,0,0,93,225,11,,1.0,-1.0
48,19.64192158720174,95.1444825663092,-2,0,0,246,336,8,,0.0,-1.0
49,17.54916273813574,56.77273179310546,3,0,0,39,199,19,,0.0,-1.0
50,57.931446666193786,48.96244620502448,-2,0,0,181,282,9,,1.0,-1.0
51,64.47452485768186,22.982672579761843,-1,0,0,207,274,18,,1.0,-1.0
52,55.266226777674824,37.21732552468971,-2,0,0,140,216,10,,0.0,-1.0
53,66.1667259629189,14.122354337314945,3,0,0,162,331,18,,0.0,339.0
54,57.08774168394763,18.52703553833237,2,0,0,282,354,5,,0.0,-1.0
