0,72,60,9,76,48,52,65,18,31,78,56,63,70,79,33,55,79,69,76,14,39,15,73,67,52,48,16,55,65,68,13,69,66,70,84,71,58,73,11,26,33,81,24,84,22,42,74
72,0,39,77,12,76,70,52,64,41,44,88,61,26,7,53,21,7,9,20,62,69,60,21,9,87,34,65,21,28,54,60,12,9,49,36,23,80,6,61,48,45,26,54,13,52,66,6
60,39,0,59,31,87,85,77,62,35,77,99,83,59,39,28,21,45,44,57,45,78,44,22,29,97,52,61,43,11,16,46,27,41,77,26,19,95,44,52,34,27,63,55,51,38,33,35
9,77,59,0,79,58,61,73,27,36,87,64,72,77,83,31,58,84,74,83,15,48,17,75,71,60,56,25,61,66,66,17,73,71,79,85,73,67,79,19,28,34,88,33,89,25,37,78
76,12,31,79,0,86,81,64,70,44,57,98,72,39,9,51,20,15,22,32,63,78,62,10,9,97,44,70,31,20,44,62,6,20,61,23,12,91,18,65,50,45,38,60,21,54,62,6
48,76,87,58,86,0,7,33,31,52,52,12,25,56,83,70,71,80,67,66,56,10,56,89,76,12,41,34,54,86,101,52,80,66,41,104,88,9,73,44,57,64,67,34,81,56,85,80
52,70,85,61,81,7,0,25,33,50,44,18,17,50,77,70,67,74,61,59,57,13,57,85,71,19,37,36,49,83,100,54,76,61,33,100,84,10,67,45,57,63,60,34,74,56,86,75
65,52,77,73,64,33,25,0,47,49,19,43,9,27,59,71,57,54,42,37,64,34,64,71,56,44,26,49,35,72,94,61,61,44,7,86,71,32,47,55,58,62,36,41,53,59,88,58
18,64,62,27,70,31,33,47,0,28,62,40,44,56,71,40,51,71,58,64,24,21,25,70,61,37,34,2,44,65,74,21,64,56,53,84,69,41,64,12,28,36,67,10,74,26,54,67
31,41,35,36,44,52,50,49,28,0,56,63,52,43,47,21,24,48,38,47,21,42,20,42,35,61,25,27,26,37,49,19,38,34,52,56,41,60,42,21,10,13,52,19,52,12,38,42
78,44,77,87,57,52,44,19,62,56,0,62,28,18,49,77,56,43,34,25,75,52,74,65,51,63,31,64,34,69,93,72,55,37,11,80,66,51,38,67,66,68,20,54,40,68,94,50
