node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,87.85172090640158,7.1451380609422355,0,0,1,0,480,0,,,
1,3.2460141762276407,74.45568571045793,0,1,0,0,480,10,16.0,,
2,13.335200675361348,13.299858707463919,0,1,0,0,480,9,26.0,,
3,2.236653449442927,4.980787758342187,0,1,0,0,480,10,15.0,,
4,26.367545859548912,6.5005489410806305,0,1,0,0,480,14,24.0,,
5,36.88790916592756,83.27750312273491,0,1,0,0,480,11,11.0,,
6,32.63202573215926,72.78341625793716,1,0,0,242,409,10,,0.0,310.0
7,9.39099648310301,65.93751874194929,-1,0,0,162,243,9,,1.0,-1.0
8,31.674718325743502,74.9752878697038,-1,0,0,222,390,9,,0.0,-1.0
9,13.625201405638187,89.78833777644819,-2,0,0,3,80,7,,1.0,-1.0
10,24.25772028979366,35.31377932811765,-2,0,0,357,441,8,,0.0,-1.0
11,95.01807108180417,57.84823597308589,3,0,0,116,194,18,,0.0,-1.0
12,36.5771518963022,94.96021470336316,2,0,0,15,88,13,,0.0,242.0
13,32.9077416890032,9.487071267517976,1,0,0,327,420,12,,0.0,144.0
14,99.68488878594198,26.784492055891384,2,0,0,221,366,8,,0.0,-1.0
15,85.12578486996074,16.554079482308726,-2,0,0,302,375,19,,0.0,-1.0
16,73.1353971777378,52.4449394472252,2,0,0,231,295,17,,0.0,381.0
17,98.09065582901296,55.28303560923995,1,0,0,78,156,10,,1.0,-1.0
18,2.5015151890854126,60.38779896240879,-3,0,0,16,149,16,,1.0,-1.0
19,14.531645633662604,79.85409152820871,-2,0,0,77,192,6,,0.0,-1.0
20,85.6568196489899,48.20935187947143,-3,0,0,134,269,6,,1.0,-1.0
21,78.32214570522986,14.511073548160514,-1,0,0,108,211,7,,0.0,47.0
22,49.20781865356461,39.394426469058466,2,0,0,293,432,8,,0.0,-1.0
23,61.13173870530814,4.447718880315998,-1,0,0,119,246,5,,1.0,-1.0
24,75.21228382486274,7.912928947468368,2,0,0,157,314,18,,1.0,-1.0
25,65.64715175301649,1.8457225539944222,1,0,0,32,196,5,,0.0,-1.0
26,83.18880637567295,17.46996302237813,-3,0,0,215,353,13,,0.0,289.0
27,51.549747597699046,26.149290372761936,3,0,0,259,323,13,,0.0,-1.0
28,72.26472020610684,32.13511001897212,2,0,0,330,444,15,,0.0,310.0
29,72.46091935883172,28.48712068354765,3,0,0,114,217,16,,0.0,-1.0
30,75.24730909357599,3.0605496336904237,-2,0,0,141,215,6,,0.0,-1.0
31,28.331133537384844,49.86335064402789,1,0,0,332,411,5,,0.0,126.0
32,4.505958191972548,18.603406137127866,3,0,0,226,400,8,,1.0,-1.0
33,93.45369816412033,97.68342651801892,-1,0,0,127,218,17,,0.0,249.0
34,73.97499473904855,25.220005061691285,-2,0,0,35,126,17,,0.0,-1.0
35,26.0517445435969,64.5790357795073,-1,0,0,86,259,15,,0.0,-1.0
36,11.759961659870177,94.83093804303667,-2,0,0,121,195,15,,1.0,-1.0
37,22.481289951018457,99.96356254254438,1,0,0,223,307,8,,0.0,377.0
38,49.573379530246044,77.14299889929363,-3,0,0,196,329,14,,0.0,47.0
39,0.21840945055572325,88.87464047516418,2,0,0,242,306,8,,1.0,317.0
40,27.000204478058045,66.79367445480653,-2,0,0,177,274,11,,1.0,-1.0
41,80.63552807935896,16.414774055900207,-3,0,0,21,123,7,,0.0,151.0
42,44.25094813292289,49.38359406519234,-2,0,0,307,402,16,,1.0,-1.0
43,31.211946533920454,48.17558297289815,3,0,0,136,216,16,,0.0,-1.0
44,31.754565765533805,36.07477450552092,1,0,0,286,372,14,,1.0,-1.0
45,66.93311787027389,63.25932683049971,2,0,0,114,264,12,,1.0,-1.0
46,23.226572579752524,89.74828847954245,-3,0,0,262,417,12,,1.0,-1.0
47,86.27885456713906,50.90833066899516,-1,0,0,294,359,15,,0.0,-1.0
48,43.32507426957504,37.68559829841088,-2,0,0,126,248,19,,0.0,-1.0
49,70.72679186664391,67.16660572094705,-1,0,0,61,123,6,,0.0,-1.0
50,19.61806069379787,67.14580313003613,2,0,0,341,450,13,,0.0,276.0
