0,27,60,52,64,12,42,65,73,26,70,93,18,50,78,77,61,16,26,49,14,21,43,68,51,60,30,29,71,36,24,32,74,80,62,29,16,72,66,57,60,9,78,36,66,84,74,87,78,45,60,41,55,101,27
27,0,34,70,60,39,32,51,94,53,90,90,39,26,77,80,55,44,17,57,37,34,57,86,72,42,9,23,69,29,39,60,93,68,46,33,33,90,64,43,68,33,64,60,65,81,90,86,93,34,61,17,78,94,48
60,34,0,91,57,73,35,37,114,86,111,83,67,10,73,82,50,77,38,69,66,58,75,104,94,24,29,39,67,38,63,92,111,52,31,51,67,107,63,31,77,64,44,87,64,75,105,82,106,35,64,19,102,80,73
52,70,91,0,53,50,56,70,23,51,20,68,33,80,56,46,56,47,55,26,37,36,15,16,5,75,66,52,53,52,30,40,22,76,72,39,65,20,49,68,29,42,81,20,48,62,23,60,28,57,42,72,14,83,24
64,60,57,53,0,73,28,22,71,83,68,30,54,50,17,24,7,73,44,27,57,44,39,58,58,34,51,38,9,31,45,79,65,23,27,34,80,60,6,26,26,59,29,62,7,21,56,25,55,26,11,49,67,37,52
12,39,73,50,73,0,53,76,69,13,67,101,20,63,86,83,71,5,38,54,17,28,46,67,49,72,43,41,80,47,29,22,72,91,74,38,15,71,74,69,65,14,90,32,74,92,74,94,79,56,68,53,51,110,28
42,32,35,56,28,53,0,22,79,65,76,58,39,24,45,51,23,55,17,34,40,29,40,68,60,20,22,12,38,6,32,66,76,38,20,19,56,72,33,16,42,40,36,56,33,50,70,54,71,2,32,21,68,62,43
65,51,37,70,22,76,22,0,91,88,88,45,61,32,37,47,15,78,39,44,62,50,55,79,75,13,42,35,30,28,52,87,86,17,5,39,78,81,29,8,47,63,13,75,29,38,77,45,77,19,32,35,84,44,62
73,94,114,23,71,69,79,91,0,66,3,79,55,103,70,58,76,65,79,46,59,59,38,12,21,97,90,76,69,75,54,53,7,94,93,63,85,12,66,90,45,64,100,37,65,75,19,71,24,80,60,96,19,96,46
26,53,86,51,83,13,65,88,66,0,64,109,28,77,94,90,82,10,51,61,26,38,51,66,48,85,57,53,88,60,38,13,70,102,86,49,25,70,83,81,71,25,102,30,82,101,74,101,80,68,76,67,47,120,33
70,90,111,20,68,67,76,88,3,64,0,77,52,100,67,55,73,62,75,43,56,56,35,10,18,94,87,72,66,72,50,51,7,92,90,60,82,11,63,87,42,61,97,35,62,73,18,69,23,77,57,93,16,94,42
93,90,83,68,30,101,58,45,79,109,77,0,80,77,14,22,35,100,74,48,84,72,59,67,74,58,81,68,21,61,71,102,72,33,51,63,109,67,26,52,39,87,42,84,27,8,60,8,56,56,32,78,82,17,76
18,39,67,33,54,20,39,61,55,28,52,80,0,56,66,63,53,19,29,34,3,10,26,50,34,60,38,29,60,33,9,26,56,74,59,21,32,54,54,55,45,8,74,20,54,72,56,73,60,42,47,47,38,91,9
50,26,10,80,50,63,24,32,103,77,100,77,56,0,66,74,42,67,27,59,55,47,64,93,83,19,19,28,59,27,52,81,101,49,26,40,59,97,55,24,67,53,42,76,56,69,95,75,96,25,55,9,91,76,62
78,77,73,56,17,86,45,37,70,94,67,14,66,66,0,13,23,85,60,33,69,57,45,57,62,49,68,54,7,48,56,88,63,29,42,49,94,57,12,42,27,72,38,70,12,6,52,8,49,43,18,66,70,27,62
77,80,82,46,24,83,51,47,58,90,55,22,63,74,13,0,32,82,63,28,66,56,39,45,52,58,72,57,16,51,54,82,50,42,52,49,93,45,18,51,18,70,50,63,17,17,39,13,36,49,19,72,60,38,57
61,55,50,56,7,71,23,15,76,82,73,35,53,42,23,32,0,72,39,30,55,43,41,64,62,26,45,34,16,26,44,79,71,21,19,32,76,66,13,19,32,57,24,64,14,27,62,32,61,20,17,42,71,40,52
16,44,77,47,73,5,55,78,65,10,62,100,19,67,85,82,72,0,41,53,16,29,44,63,45,75,47,43,79,49,28,16,67,92,76,39,20,67,74,71,63,15,92,27,73,92,70,93,75,58,67,57,46,110,25
26,17,38,55,44,38,17,39,79,51,75,74,29,27,60,63,39,41,0,40,28,20,41,70,58,34,11,5,53,12,25,54,77,56,36,16,39,74,48,32,50,26,53,49,48,65,73,69,76,20,44,18,65,79,36
49,57,69,26,27,54,34,44,46,61,43,48,34,59,33,28,30,53,40,0,37,28,12,34,31,51,51,35,29,32,25,54,42,50,47,23,65,38,24,44,11,41,55,36,23,40,35,40,36,34,16,54,40,61,28
14,37,66,37,57,17,40,62,59,26,56,84,3,55,69,66,55,16,28,37,0,12,30,54,37,60,37,29,63,34,12,26,60,76,61,23,28,58,57,56,48,5,76,23,57,75,60,77,64,43,51,46,41,94,13
21,34,58,36,44,28,29,50,59,38,56,72,10,47,57,56,43,29,20,28,12,0,24,51,38,49,31,19,51,23,5,37,58,63,49,10,37,56,45,44,39,14,63,28,45,64,56,65,60,31,39,38,44,82,15
43,57,75,15,39,46,40,55,38,51,35,59,26,64,45,39,41,44,41,12,30,24,0,28,20,59,52,37,41,36,19,43,36,62,56,25,59,33,36,53,20,34,66,24,35,52,32,51,35,41,29,58,29,73,18
68,86,104,16,58,67,68,79,12,66,10,67,50,93,57,45,64,63,70,34,54,51,28,0,18,86,81,66,56,65,46,54,7,82,81,54,81,4,53,79,32,59,87,35,52,62,9,58,15,69,47,86,21,83,40
51,72,94,5,58,49,60,75,21,48,18,74,34,83,62,52,62,45,58,31,37,38,20,18,0,80,69,55,59,56,32,36,22,82,76,43,64,22,55,73,35,42,86,17,54,68,26,66,31,62,47,76,9,89,24
60,42,24,75,34,72,20,13,97,85,94,58,60,19,49,58,26,75,34,51,60,49,59,86,80,0,33,31,43,26,53,86,93,29,7,39,72,89,40,7,56,60,22,76,41,51,86,57,86,18,42,24,88,56,63
30,9,29,66,51,43,22,42,90,57,87,81,38,19,68,72,45,47,11,51,37,31,52,81,69,33,0,15,60,20,36,62,89,59,37,27,40,85,56,33,61,34,54,59,56,72,85,77,87,25,53,10,75,84,46
29,23,39,52,38,41,12,35,76,53,72,68,29,28,54,57,34,43,5,35,29,19,37,66,55,31,15,0,47,7,24,55,74,51,32,12,43,70,42,28,45,28,49,48,42,59,69,63,72,15,38,20,63,74,34
71,69,67,53,9,80,38,30,69,88,66,21,60,59,7,16,16,79,53,29,63,51,41,56,59,43,60,47,0,40,50,83,62,26,35,42,87,57,5,36,24,66,34,65,5,12,52,16,50,36,12,58,67,31,56
