node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,87.03959082257019,35.91618242804188,0,0,1,0,480,0,,,
1,60.025303293350504,11.805450726005196,0,1,0,0,480,13,16.0,,
2,5.6274988111240765,41.19939894921726,0,1,0,0,480,9,27.0,,
3,57.89165325927175,39.269911335894136,0,1,0,0,480,8,11.0,,
4,57.7735770160842,51.5084376171785,0,1,0,0,480,7,21.0,,
5,68.57072292860758,64.95324310653898,-1,0,0,195,356,16,,0.0,-1.0
6,42.424570320658006,42.49952404198633,-3,0,0,271,339,13,,1.0,-1.0
7,14.077834001223199,51.323857209645915,-3,0,0,139,317,13,,1.0,-1.0
8,58.717912813569676,47.648939735382626,3,0,0,180,259,11,,0.0,136.0
9,32.5707335086999,72.16485442517359,-2,0,0,312,488,15,,0.0,-1.0
10,7.466164464522407,91.44403697540473,-2,0,0,295,368,11,,0.0,-1.0
11,2.0643439545793285,96.23501334382779,1,0,0,208,304,16,,0.0,-1.0
12,46.23556009346624,41.266994400354115,-3,0,0,347,456,8,,0.0,-1.0
13,25.644401746318813,1.0071134832283168,-3,0,0,272,340,8,,0.0,-1.0
14,27.479026442179975,10.939992546033395,2,0,0,264,353,8,,0.0,278.0
15,65.98208426933947,31.907497232072622,2,0,0,62,220,8,,0.0,181.0
16,76.71793284036616,20.691618734611694,1,0,0,113,250,13,,0.0,164.0
17,90.02348574321095,52.29815151058326,-2,0,0,140,267,6,,0.0,-1.0
18,11.450619646898142,40.084523565347894,3,0,0,209,340,15,,0.0,100.0
19,20.676052406976165,19.96854261681792,1,0,0,152,278,14,,0.0,-1.0
20,50.636973765220894,67.18920156363725,2,0,0,329,473,18,,0.0,186.0
21,91.16182055034282,50.216201076365344,1,0,0,17,134,16,,0.0,-1.0
22,96.58387750583302,94.16348520733688,-2,0,0,55,193,11,,1.0,-1.0
23,86.50625299843604,49.99772649624185,3,0,0,99,268,17,,1.0,-1.0
24,14.090394368798353,21.79044698153849,3,0,0,319,410,7,,1.0,-1.0
25,64.76700027119756,42.17549802841961,-2,0,0,62,197,16,,0.0,157.0
26,14.680163175399642,47.89939336393104,-1,0,0,184,357,16,,0.0,274.0
27,1.7430545502045924,73.38953708995932,1,0,0,70,175,19,,1.0,159.0
28,7.358129448969086,62.9113619912119,2,0,0,118,247,9,,1.0,-1.0
29,79.30103076255995,13.264387445396553,-3,0,0,261,436,14,,0.0,-1.0
30,51.863869066601254,77.90675143594696,3,0,0,36,103,11,,1.0,-1.0
31,26.06334547570014,16.29165930016191,1,0,0,17,133,7,,0.0,-1.0
32,33.68191109674569,55.46991765833158,1,0,0,214,298,16,,0.0,223.0
33,57.527959485475,13.087633345768701,3,0,0,103,196,10,,0.0,325.0
34,45.75688476739717,26.828219553948784,-1,0,0,79,151,14,,0.0,-1.0
35,84.20242180649508,31.357513206403077,2,0,0,333,448,6,,1.0,209.0
36,83.87045245338595,42.856461260179216,2,0,0,220,288,14,,1.0,-1.0
37,72.65857658264532,51.00602285441437,1,0,0,8,114,18,,0.0,-1.0
38,62.19626241309765,39.535651086138316,-3,0,0,31,192,7,,1.0,-1.0
39,76.82067678074908,42.51893835736583,3,0,0,83,238,12,,0.0,-1.0
40,45.74616465858219,51.76786682309572,-1,0,0,157,274,6,,0.0,281.0
41,83.18241183859834,65.93789286014649,-1,0,0,14,187,17,,1.0,-1.0
42,34.916038656574976,67.03196339815428,2,0,0,185,335,7,,0.0,-1.0
