0,23,49,53,98,99,61,99,64,98,98,25,36,78,4,43,104,89,62,42,6,100,54,88,30,44,43,99,93,65,6,3,95,97,43,76,88,105,95
23,0,46,33,80,79,50,83,45,97,86,34,19,62,24,53,103,88,41,18,26,98,37,75,35,30,59,79,90,54,20,26,79,80,21,67,75,84,76
49,46,0,38,65,74,22,62,42,50,53,27,31,44,45,26,56,41,47,51,44,52,31,46,20,24,40,72,44,25,42,47,58,60,46,28,44,78,63
53,33,38,0,46,46,25,49,12,80,57,47,16,29,51,60,84,72,10,22,52,80,9,44,43,15,71,46,71,28,47,54,46,47,16,43,45,52,42
98,80,65,46,0,16,42,10,34,78,33,86,62,21,96,91,78,73,39,66,97,75,44,26,80,54,106,12,68,40,92,98,11,9,61,44,29,16,4
99,79,74,46,16,0,51,26,35,93,49,92,63,30,98,100,94,88,37,62,99,91,47,41,86,58,113,3,84,50,94,100,27,26,58,58,44,5,14
61,50,22,25,42,51,0,40,23,54,37,45,30,21,58,48,59,47,30,45,58,54,16,26,38,20,63,49,46,4,55,61,36,38,40,18,26,56,41
99,83,62,49,10,26,40,0,37,69,23,85,64,21,97,88,69,65,44,71,97,66,45,18,78,55,102,22,60,37,93,99,4,2,65,38,21,26,13
64,45,42,12,34,35,23,37,0,76,47,56,28,18,62,66,80,69,8,33,63,76,12,34,51,22,79,34,67,23,59,65,34,35,27,38,36,41,30
98,97,50,80,78,93,54,69,76,0,46,73,80,66,93,59,7,8,84,98,92,4,71,52,67,70,70,90,9,53,91,95,67,69,93,38,49,95,79
98,86,53,57,33,49,37,23,47,46,0,79,66,29,95,77,46,44,55,79,95,43,49,12,72,56,91,46,37,33,92,97,21,23,73,24,11,50,35
25,34,27,47,86,92,45,85,56,73,79,0,32,65,20,19,80,64,57,47,19,75,44,71,7,33,26,90,69,48,19,22,81,83,46,55,70,97,84
36,19,31,16,62,63,30,64,28,80,66,32,0,43,34,47,85,71,27,19,35,81,18,55,28,10,57,63,72,34,30,37,60,61,15,48,55,69,58
78,62,44,29,21,30,21,21,18,66,29,65,43,0,76,70,68,59,25,51,76,64,24,17,59,34,84,28,56,19,72,78,17,18,45,28,19,34,19
4,24,45,51,96,98,58,97,62,93,95,20,34,76,0,39,100,85,61,42,2,96,51,85,26,41,39,97,89,62,3,2,93,94,43,72,84,103,93
43,53,26,60,91,100,48,88,66,59,77,19,47,70,39,0,66,51,69,65,36,62,54,71,18,45,14,98,57,51,38,39,84,86,62,52,69,104,89
104,103,56,84,78,94,59,69,80,7,46,80,85,68,100,66,0,15,88,103,99,4,75,53,74,76,77,91,12,56,98,102,67,69,98,41,50,95,80
89,88,41,72,73,88,47,65,69,8,44,64,71,59,85,51,15,0,77,90,83,11,63,47,58,62,63,85,7,45,83,86,62,64,85,31,44,90,74
62,41,47,10,39,37,30,44,8,84,55,57,27,25,61,69,88,77,0,27,62,84,16,42,53,24,82,37,75,31,57,64,41,41,22,46,44,42,35
42,18,51,22,66,62,45,71,33,98,79,47,19,51,42,65,103,90,27,0,44,99,29,66,46,27,73,63,90,49,38,44,68,68,6,64,68,68,62
6,26,44,52,97,99,58,97,63,92,95,19,35,76,2,36,99,83,62,44,0,94,52,85,24,42,37,98,87,62,5,3,93,94,45,72,84,105,93
100,98,52,80,75,91,54,66,76,4,43,75,81,64,96,62,4,11,84,99,94,0,71,50,69,71,74,88,8,52,94,97,64,66,93,37,46,92,77
54,37,31,9,44,47,16,45,12,71,49,44,18,24,51,54,75,63,16,29,52,71,0,37,38,10,67,46,62,19,48,54,42,43,23,34,38,53,41
88,75,46,44,26,41,26,18,34,52,12,71,55,17,85,71,53,47,42,66,85,50,37,0,64,45,86,37,43,22,81,87,14,17,60,20,3,42,26
30,35,20,43,80,86,38,78,51,67,72,7,28,59,26,18,74,58,53,46,24,69,38,64,0,28,28,84,62,42,24,28,74,76,43,48,63,91,78
44,30,24,15,54,58,20,55,22,70,56,33,10,34,41,45,76,62,24,27,42,71,10,45,28,0,57,57,63,23,37,44,51,53,22,37,45,63,51
43,59,40,71,106,113,63,102,79,70,91,26,57,84,39,14,77,63,82,73,37,74,67,86,28,57,0,111,69,66,40,39,98,100,72,67,84,118,104
99,79,72,46,12,3,49,22,34,90,46,90,63,28,97,98,91,85,37,63,98,88,46,37,84,57,111,0,80,47,93,100,24,22,58,55,41,6,10
93,90,44,71,68,84,46,60,67,9,37,69,72,56,89,57,12,7,75,90,87,8,62,43,62,63,69,80,0,44,86,90,57,59,85,28,39,85,70
65,54,25,28,40,50,4,37,23,53,33,48,34,19,62,51,56,45,31,49,62,52,19,22,42,23,66,47,44,0,59,65,32,34,43,15,22,53,38
6,20,42,47,92,94,55,93,59,91,92,19,30,72,3,38,98,83,57,38,5,94,48,81,24,37,40,93,86,59,0,6,89,90,39,69,81,100,89
3,26,47,54,98,100,61,99,65,95,97,22,37,78,2,39,102,86,64,44,3,97,54,87,28,44,39,100,90,65,6,0,95,97,45,74,87,106,95
95,79,58,46,11,27,36,4,34,67,21,81,60,17,93,84,67,62,41,68,93,64,42,14,74,51,98,24,57,32,89,95,0,2,62,34,18,28,13
