0,37,89,21,76,57,79,59,13,82,53,22,24,76,37,52,13,32,38,65,81,68,42,23,88,36,30,52,9,40,32,42,56,50,15,67,30,46,55,77,44,70,70,27,87,61,53,39,84
37,0,94,55,65,80,89,25,36,51,69,26,13,77,61,23,39,12,60,65,78,59,76,15,58,47,58,79,41,61,5,29,22,17,44,61,62,14,36,83,74,39,35,64,64,76,80,72,85
89,94,0,77,43,44,12,89,102,86,38,105,88,17,56,79,75,102,53,30,23,42,76,86,88,52,64,54,80,51,90,66,90,87,74,37,70,85,63,11,64,82,95,86,67,30,55,72,13
21,55,77,0,76,39,66,73,33,92,39,44,42,68,21,64,16,53,24,60,76,68,21,40,99,31,13,33,13,25,49,50,71,65,12,65,10,60,61,66,23,81,84,11,92,47,33,17,76
76,65,43,76,0,64,45,51,87,43,49,84,64,26,61,44,65,75,57,21,19,8,86,63,45,45,66,70,71,56,62,37,53,52,67,11,73,51,28,37,76,41,54,87,25,48,72,81,29
57,80,44,39,64,0,32,88,71,97,14,79,69,43,20,76,46,83,20,43,53,57,31,66,102,33,27,9,48,19,74,59,87,81,43,52,30,77,65,36,20,88,97,44,87,16,10,29,49
79,89,12,66,45,32,0,87,93,88,26,97,81,19,45,76,66,95,42,28,28,42,63,79,90,44,53,41,70,40,84,61,88,83,64,37,58,81,61,8,52,82,94,74,71,18,43,60,20
59,25,89,73,51,88,87,0,61,25,74,51,36,71,72,11,57,37,70,59,69,48,92,36,32,55,72,89,61,70,28,28,3,9,61,52,78,13,26,80,87,15,10,84,42,79,91,88,77
13,36,102,33,87,71,93,61,0,86,67,13,26,89,51,56,27,27,52,77,93,79,53,26,93,49,44,66,23,54,33,50,58,52,29,78,43,48,62,90,57,74,71,36,94,75,66,51,97
82,51,86,92,43,97,88,25,86,0,83,77,60,69,86,30,76,63,83,60,63,45,109,59,6,67,88,101,81,83,53,42,29,34,80,50,94,37,32,80,102,12,19,103,23,85,103,104,73
53,69,38,39,49,14,26,74,67,83,0,72,59,32,18,63,40,73,15,29,41,43,39,57,87,21,26,21,43,13,63,46,74,68,38,38,31,65,51,27,28,74,83,47,72,8,22,35,38
22,26,105,44,84,79,97,51,13,77,72,0,19,90,58,48,33,15,59,78,93,77,65,21,84,52,52,75,32,60,24,46,48,43,36,77,53,40,57,93,67,65,61,49,88,80,75,62,98
24,13,88,42,64,69,81,36,26,60,59,19,0,72,49,30,26,14,48,60,75,58,62,2,67,38,45,67,28,49,8,27,33,26,30,58,49,22,38,77,61,48,46,50,69,67,67,58,80
76,77,17,68,26,43,19,71,89,69,32,90,72,0,48,61,63,86,45,12,10,24,71,70,71,39,55,52,68,43,73,48,72,69,63,19,62,67,45,11,60,64,77,78,51,27,53,67,8
37,61,56,21,61,20,45,72,51,86,18,58,49,48,0,61,25,62,3,42,57,53,24,46,91,18,7,18,27,5,55,45,71,65,22,49,13,60,53,45,16,75,82,29,80,26,18,19,56
52,23,79,64,44,76,76,11,56,30,63,48,30,61,61,0,47,35,59,49,60,39,82,29,37,43,61,78,52,59,23,16,11,8,51,42,67,8,16,69,77,18,21,74,40,68,79,77,68
13,39,75,16,65,46,66,57,27,76,40,33,26,63,25,47,0,38,25,52,69,57,37,24,83,23,19,42,5,27,33,35,54,48,4,55,22,43,47,63,35,65,67,26,78,48,42,32,71
32,12,102,53,75,83,95,37,27,63,73,15,14,86,62,35,38,0,62,73,88,69,74,16,70,52,58,80,39,63,13,38,34,29,42,70,61,26,48,91,73,52,46,60,76,81,81,70,93
38,60,53,24,57,20,42,70,52,83,15,59,48,45,3,59,25,62,0,39,53,49,28,46,89,16,10,19,28,1,54,42,69,63,23,46,17,59,51,42,19,73,80,32,77,24,20,23,53
65,65,30,60,21,43,28,59,77,60,29,78,60,12,42,49,52,73,39,0,16,15,66,58,63,29,48,50,58,37,60,36,60,57,53,10,55,55,33,20,56,54,66,70,45,27,51,62,20
81,78,23,76,19,53,28,69,93,63,41,93,75,10,57,60,69,88,53,16,0,20,80,73,64,46,63,62,74,52,75,49,70,68,69,17,71,67,43,20,69,60,73,86,43,37,63,76,9
68,59,42,68,8,57,42,48,79,45,43,77,58,24,53,39,57,69,49,15,20,0,78,56,48,37,58,63,62,48,56,30,50,48,59,5,65,47,23,34,68,40,53,79,30,42,65,73,29
42,76,76,21,86,31,63,92,53,109,39,65,62,71,24,82,37,74,28,66,80,78,0,61,115,42,21,22,35,29,70,67,90,84,32,74,14,79,77,66,11,98,103,17,105,45,21,5,78
23,15,86,40,63,66,79,36,26,59,57,21,2,70,46,29,24,16,46,58,73,56,61,0,66,35,43,64,26,47,9,25,33,27,28,56,47,22,36,74,59,47,47,49,67,64,65,56,78
88,58,88,99,45,102,90,32,93,6,87,84,67,71,91,37,83,70,89,63,64,48,115,66,0,73,93,106,88,88,60,48,36,41,87,53,100,44,38,82,108,18,25,109,22,89,108,110,74
36,47,52,31,45,33,44,55,49,67,21,52,38,39,18,43,23,52,16,29,46,37,42,35,73,0,21,34,28,15,42,27,54,48,23,34,29,44,35,41,34,57,64,42,62,28,36,37,47
30,58,64,13,66,27,53,72,44,88,26,52,45,55,7,61,19,58,10,48,63,58,21,43,93,21,0,22,20,12,52,45,70,63,15,54,7,59,55,53,16,76,82,22,84,34,23,16,63
52,79,54,33,70,9,41,89,66,101,21,75,67,52,18,78,42,80,19,50,62,63,22,64,106,34,22,0,43,19,73,61,88,82,38,59,23,78,69,45,11,91,99,36,93,25,1,20,58
9,41,80,13,71,48,70,61,23,81,43,32,28,68,27,52,5,39,28,58,74,62,35,26,88,28,20,43,0,30,36,40,58,52,5,61,22,47,52,68,35,69,72,22,83,52,43,31,76
40,61,51,25,56,19,40,70,54,83,13,60,49,43,5,59,27,63,1,37,52,48,29,47,88,15,12,19,30,0,55,42,69,63,25,44,18,59,50,40,19,73,80,34,76,22,20,24,51
32,5,90,49,62,74,84,28,33,53,63,24,8,73,55,23,33,13,54,60,75,56,70,9,60,42,52,73,36,55,0,25,25,19,38,57,56,15,34,79,68,41,38,58,63,70,74,66,81
42,29,66,50,37,59,61,28,50,42,46,46,27,48,45,16,35,38,42,36,49,30,67,25,48,27,45,61,40,42,25,0,27,22,38,32,52,19,12,55,61,31,37,61,44,51,63,62,56
56,22,90,71,53,87,88,3,58,29,74,48,33,72,71,11,54,34,69,60,70,50,90,33,36,54,70,88,58,69,25,27,0,6,59,53,76,11,27,81,86,18,13,81,45,79,89,86,79
50,17,87,65,52,81,83,9,52,34,68,43,26,69,65,8,48,29,63,57,68,48,84,27,41,48,63,82,52,63,19,22,6,0,52,51,69,4,24,77,79,22,20,74,47,74,83,79,76
15,44,74,12,67,43,64,61,29,80,38,36,30,63,22,51,4,42,23,53,69,59,32,28,87,23,15,38,5,25,38,38,59,52,0,57,18,48,50,63,31,69,72,22,81,46,39,28,71
67,61,37,65,11,52,37,52,78,50,38,77,58,19,49,42,55,70,46,10,17,5,74,56,53,34,54,59,61,44,57,32,53,51,57,0,62,49,26,29,64,45,57,76,35,37,60,69,25
30,62,70,10,73,30,58,78,43,94,31,53,49,62,13,67,22,61,17,55,71,65,14,47,100,29,7,23,22,18,56,52,76,69,18,62,0,65,62,59,13,83,88,15,91,39,22,9,70
46,14,85,60,51,77,81,13,48,37,65,40,22,67,60,8,43,26,59,55,67,47,79,22,44,44,59,78,47,59,15,19,11,4,48,49,65,0,23,75,75,25,24,70,49,70,79,75,74
55,36,63,61,28,65,61,26,62,32,51,57,38,45,53,16,47,48,51,33,43,23,77,36,38,35,55,69,52,50,34,12,27,24,50,26,62,23,0,54,69,22,33,72,31,55,70,72,51
77,83,11,66,37,36,8,80,90,80,27,93,77,11,45,69,63,91,42,20,20,34,66,74,82,41,53,45,68,40,79,55,81,77,63,29,59,75,54,0,54,74,86,75,62,20,46,62,13
44,74,64,23,76,20,52,87,57,102,28,67,61,60,16,77,35,73,19,56,69,68,11,59,108,34,16,11,35,19,68,61,86,79,31,64,13,75,69,54,0,91,98,25,96,34,11,8,67
70,39,82,81,41,88,82,15,74,12,74,65,48,64,75,18,65,52,73,54,60,40,98,47,18,57,76,91,69,73,41,31,18,22,69,45,83,25,22,74,91,0,13,91,27,77,93,93,69
70,35,95,84,54,97,94,10,71,19,83,61,46,77,82,21,67,46,80,66,73,53,103,47,25,64,82,99,72,80,38,37,13,20,72,57,88,24,33,86,98,13,0,94,40,87,100,98,82
27,64,86,11,87,44,74,84,36,103,47,49,50,78,29,74,26,60,32,70,86,79,17,49,109,42,22,36,22,34,58,61,81,74,22,76,15,70,72,75,25,91,94,0,103,55,36,16,85
87,64,67,92,25,87,71,42,94,23,72,88,69,51,80,40,78,76,77,45,43,30,105,67,22,62,84,93,83,76,63,44,45,47,81,35,91,49,31,62,96,27,40,103,0,73,94,100,53
61,76,30,47,48,16,18,79,75,85,8,80,67,27,26,68,48,81,24,27,37,42,45,64,89,28,34,25,52,22,70,51,79,74,46,37,39,70,55,20,34,77,87,55,73,0,26,42,33
53,80,55,33,72,10,43,91,66,103,22,75,67,53,18,79,42,81,20,51,63,65,21,65,108,36,23,1,43,20,74,63,89,83,39,60,22,79,70,46,11,93,100,36,94,26,0,19,59
39,72,72,17,81,29,60,88,51,104,35,62,58,67,19,77,32,70,23,62,76,73,5,56,110,37,16,20,31,24,66,62,86,79,28,69,9,75,72,62,8,93,98,16,100,42,19,0,74
84,85,13,76,29,49,20,77,97,73,38,98,80,8,56,68,71,93,53,20,9,29,78,78,74,47,63,58,76,51,81,56,79,76,71,25,70,74,51,13,67,69,82,85,53,33,59,74,0
