node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,3.879945472888746,18.677252823112934,0,0,1,0,480,0,,,
1,83.12458050899426,76.67683563383358,0,1,0,0,480,6,24.0,,
2,35.06426914571469,37.681062777421246,0,1,0,0,480,10,16.0,,
3,53.35544335535795,0.02410046851345493,0,1,0,0,480,5,15.0,,
4,24.124433603802785,20.823180860821445,1,0,0,52,189,16,,1.0,-1.0
5,25.048294674976347,80.59058425334413,-2,0,0,104,173,14,,1.0,-1.0
6,27.967385654644318,19.152132205014816,3,0,0,36,214,7,,0.0,-1.0
7,50.42634607930315,86.56450363727319,1,0,0,100,215,16,,1.0,-1.0
8,24.134970383749987,7.853624279279869,-2,0,0,91,173,19,,1.0,-1.0
9,35.64047358496647,74.76518245649778,3,0,0,217,370,5,,0.0,-1.0
10,55.06905446947946,81.67933695743474,3,0,0,326,499,14,,0.0,-1.0
11,95.9592147609234,79.26624767516171,3,0,0,233,399,13,,0.0,298.0
12,60.38030788437534,49.33415880523805,-2,0,0,130,224,5,,0.0,-1.0
13,4.006908634826667,98.43219788140412,-2,0,0,162,236,12,,1.0,-1.0
14,38.348112257504255,15.222821391686681,2,0,0,352,443,8,,0.0,-1.0
15,66.67088553964568,28.428828909545935,2,0,0,117,274,19,,1.0,-1.0
16,58.57782709310476,58.67679078445912,3,0,0,243,375,9,,1.0,-1.0
17,44.572982090286914,83.61186155450426,-2,0,0,91,269,7,,1.0,-1.0
18,26.496706155544302,44.86325916177341,-1,0,0,197,334,16,,0.0,328.0
19,53.76921285909715,66.36247207672996,1,0,0,50,128,9,,1.0,-1.0
20,78.39718505055895,39.480728287825606,-2,0,0,172,259,18,,1.0,-1.0
21,64.6046944096596,15.061095306851913,-2,0,0,272,399,16,,0.0,-1.0
22,93.26481005424786,38.305880642100355,1,0,0,329,413,19,,0.0,-1.0
23,72.95214219764384,2.0341081882177647,-3,0,0,197,282,12,,0.0,-1.0
24,20.5187142904807,48.7082544323578,3,0,0,256,376,11,,1.0,-1.0
25,87.82524677323465,52.72551499506771,2,0,0,306,380,12,,0.0,388.0
26,92.98704822938791,48.37968965827963,-2,0,0,101,238,5,,1.0,-1.0
27,49.044909673594994,11.974678850053188,-1,0,0,286,397,14,,1.0,52.0
28,80.26562441522198,24.69654124670625,2,0,0,295,360,10,,1.0,-1.0
29,89.9612489372315,91.0824220330396,2,0,0,312,388,8,,0.0,-1.0
30,94.33101118741497,52.023048910309,3,0,0,12,82,16,,0.0,309.0
31,67.70937847836443,77.85158800616635,2,0,0,72,237,8,,0.0,-1.0
32,13.10146186504656,60.09571949974972,-1,0,0,207,299,17,,1.0,-1.0
33,3.4297901303311673,49.75660833887259,-1,0,0,30,117,16,,0.0,-1.0
34,15.48426816202274,18.29229259620847,3,0,0,216,290,6,,1.0,228.0
35,36.50475666926015,43.243716671650304,1,0,0,113,196,15,,1.0,-1.0
36,62.317242453218725,7.442841843851566,-2,0,0,64,243,8,,1.0,335.0
37,50.36917612374447,18.262513025310113,3,0,0,73,191,18,,0.0,247.0
38,57.397517503174186,63.74046122611835,2,0,0,140,208,15,,0.0,227.0
39,55.67092565528539,73.82955104783076,2,0,0,213,328,19,,0.0,-1.0
40,33.56092442409013,76.5106591633131,-2,0,0,127,233,14,,0.0,255.0
41,43.27670817081937,48.41844983225968,-2,0,0,47,180,6,,0.0,-1.0
42,64.81021272610714,1.835838399922396,2,0,0,256,380,19,,0.0,-1.0
43,65.39942214202483,61.858514907211536,2,0,0,58,209,5,,0.0,86.0
44,30.984711675327993,8.579428489948949,-3,0,0,47,178,5,,1.0,98.0
45,9.093544991304114,92.32237469852286,3,0,0,88,212,13,,0.0,-1.0
46,68.92793212258371,12.710261377074039,-1,0,0,48,126,16,,0.0,358.0
47,35.67231693089064,59.248299390159644,-3,0,0,60,136,5,,0.0,160.0
