0,76,50,42,71,42,57,62,15,20,65,81,48,16,77,41,33,68,31,62,73,31,61,59,34,38,84,86,76,8,12,44,49,74,69,59,89,82,46,60,61,47,59,49,27,54
76,0,36,42,42,39,20,63,87,77,37,23,28,88,25,35,58,61,71,31,10,79,25,23,45,43,7,26,26,75,78,73,28,14,70,18,19,26,62,52,73,82,37,78,97,26
50,36,0,7,23,8,25,69,57,44,16,52,20,57,27,16,48,33,59,44,28,44,39,12,33,11,43,37,26,52,46,37,15,42,77,19,41,32,59,21,75,46,11,42,75,10
42,42,7,0,29,4,29,68,49,36,22,57,22,49,35,15,45,34,54,47,35,37,41,19,30,5,49,44,34,45,39,32,17,47,76,24,49,40,57,23,73,40,17,37,68,16
71,42,23,29,0,31,43,91,75,60,7,64,41,75,18,39,72,20,83,63,32,56,56,24,57,34,47,26,17,74,65,43,36,54,99,34,35,21,83,15,98,51,12,46,97,28
42,39,8,4,31,0,25,64,50,38,24,53,18,50,35,11,41,38,51,42,33,39,37,18,27,3,47,44,34,44,40,36,13,43,72,21,48,40,53,26,69,44,19,41,67,14
57,20,25,29,43,25,0,49,69,60,36,27,8,69,33,17,38,58,51,19,20,64,13,18,25,28,27,39,33,55,59,61,11,18,57,8,37,37,44,46,57,70,33,67,77,16
62,63,69,68,91,64,49,0,77,78,83,48,49,78,83,53,28,102,32,32,68,88,38,66,37,63,67,88,82,54,72,93,54,50,8,57,83,86,15,90,10,100,79,100,63,62
15,87,57,49,75,50,69,77,0,15,70,94,60,1,84,52,49,68,45,76,82,25,74,68,48,46,95,94,83,22,10,40,59,87,83,69,98,89,61,62,76,40,65,44,31,63
20,77,44,36,60,38,60,78,15,0,56,87,51,14,71,43,49,53,50,71,71,11,68,56,44,34,85,80,70,28,7,25,49,78,85,59,86,76,62,47,79,27,51,30,44,52
65,37,16,22,7,24,36,83,70,56,0,58,34,70,17,32,65,23,76,56,27,53,49,17,50,27,43,26,16,68,60,42,28,48,92,27,34,21,75,15,91,50,5,45,91,21
