node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,2.094496103091281,8.217166747642734,0,0,1,0,480,0,,,
1,96.78600348450304,29.544477747742025,0,1,0,0,480,6,18.0,,
2,76.92231478381336,62.46635688542638,0,1,0,0,480,13,29.0,,
3,38.19396396528959,20.56872621955551,0,1,0,0,480,8,19.0,,
4,12.138641815940643,61.50129680388666,0,1,0,0,480,14,21.0,,
5,77.4633780637788,64.39042535411306,-3,0,0,13,106,9,,0.0,-1.0
6,53.030213324915835,4.195122343163627,-1,0,0,222,400,10,,1.0,161.0
7,96.84887775943838,79.87141916545745,2,0,0,131,210,14,,1.0,-1.0
8,29.282203670096475,97.99703293588506,2,0,0,229,373,10,,0.0,-1.0
9,60.18815896363221,58.24226582072465,3,0,0,259,378,13,,0.0,-1.0
10,74.8073179429532,81.17697880901376,1,0,0,220,293,7,,0.0,-1.0
11,65.64786073315027,12.809574636620003,1,0,0,253,336,6,,0.0,-1.0
12,33.82675059944984,92.80836403260497,1,0,0,59,137,5,,0.0,-1.0
13,22.461561184385193,37.21670238375133,2,0,0,75,164,14,,1.0,221.0
14,43.2076882944196,43.940498969445215,-1,0,0,172,331,18,,0.0,-1.0
15,61.29395824945255,94.30758377447076,-2,0,0,318,493,5,,0.0,342.0
16,24.069271183250496,12.150137630091805,1,0,0,117,221,5,,0.0,-1.0
17,19.747048985993732,88.69249002092695,-1,0,0,197,303,18,,1.0,119.0
18,64.5810812655206,28.590678923916013,2,0,0,60,129,6,,0.0,379.0
19,81.59469389686173,86.1369996363436,3,0,0,117,285,10,,0.0,-1.0
20,84.6514338690278,91.89265336395545,2,0,0,34,139,14,,1.0,78.0
21,25.224102017336158,75.50419287462783,2,0,0,73,196,9,,1.0,-1.0
22,46.053949727414,84.19985528900615,3,0,0,230,328,6,,1.0,129.0
23,72.84906771616131,77.64474464997247,3,0,0,296,409,18,,0.0,-1.0
24,65.61618376810715,17.742876946970686,1,0,0,151,299,8,,0.0,-1.0
25,54.502691889693835,98.46697395245081,-2,0,0,341,492,11,,0.0,149.0
26,93.73880664971189,4.317373579701167,-2,0,0,335,410,10,,0.0,99.0
27,16.481481572943714,13.172877345456191,1,0,0,328,432,8,,0.0,-1.0
28,72.59799099852955,81.77853298569451,-2,0,0,20,147,6,,0.0,-1.0
29,21.35113663106719,50.5852692951829,-2,0,0,159,338,15,,1.0,-1.0
30,84.07030280112,73.28015447662506,2,0,0,153,320,12,,0.0,343.0
31,54.223720549184826,59.03476904587729,2,0,0,81,209,7,,1.0,-1.0
32,50.83605469162799,29.754845131882057,-3,0,0,344,488,16,,0.0,-1.0
33,56.50219928590161,68.88853020500906,-2,0,0,116,243,19,,0.0,318.0
34,87.33229158608077,63.629135397924806,-3,0,0,151,271,17,,1.0,198.0
35,76.1121537043158,16.0071634954573,3,0,0,176,252,6,,0.0,-1.0
36,46.15574744197899,0.9331619827093296,-3,0,0,329,473,9,,1.0,95.0
37,24.667886452162303,72.64617151130048,-2,0,0,97,172,7,,0.0,-1.0
38,99.18099513493634,9.917809958721591,3,0,0,58,127,7,,0.0,61.0
39,40.14943158612883,80.00709686991596,2,0,0,19,104,19,,1.0,172.0
40,20.403563462889885,55.50849493022862,2,0,0,78,223,8,,1.0,-1.0
41,73.30712960296748,61.5985450260179,-3,0,0,167,284,16,,1.0,-1.0
