node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
6,56.20727944025711,94.70906671085191,-2,0,0,56,123,14,,0.0,351.0,1
7,49.62587528823615,38.05177098698945,3,0,0,57,185,16,,0.0,248.0,2
8,16.3035336931591,78.6205652261058,-3,0,0,203,333,15,,0.0,-1.0,3
9,73.44439320755914,38.43550385241349,-1,0,0,207,268,16,,0.0,-1.0,4
10,2.519341395922936,83.89973277180107,-2,0,0,294,444,17,,1.0,-1.0,5
11,1.1417983454073632,70.3699779629051,-3,0,0,147,314,7,,0.0,-1.0,6
12,97.02571097260571,43.766132814820345,3,0,0,308,401,10,,1.0,-1.0,7
13,23.497340499595275,70.48710100433817,-2,0,0,72,228,10,,0.0,-1.0,8
14,81.71281420155852,54.64303160778473,1,0,0,257,345,8,,1.0,-1.0,9
15,96.70352752561462,5.166872165796111,-2,0,0,308,446,15,,1.0,408.0,10
16,50.479559830452814,71.845394732255,3,0,0,355,512,18,,0.0,-1.0,11
17,86.2640471149179,17.925561190779003,-3,0,0,300,427,11,,0.0,-1.0,12
18,80.00034817636814,55.27070757185453,-3,0,0,137,232,13,,1.0,-1.0,13
19,39.65536819899632,13.171502857909356,3,0,0,175,272,5,,0.0,207.0,14
20,86.52957589089124,15.727320817971535,-1,0,0,243,387,19,,1.0,161.0,15
21,30.978785920909925,29.004553196243688,2,0,0,72,158,14,,1.0,-1.0,16
22,87.14140341908544,67.2702994208898,-1,0,0,40,141,6,,1.0,-1.0,17
23,79.66813971913723,25.046789879249896,-3,0,0,244,326,19,,1.0,-1.0,18
24,62.48740996069989,57.17459831437487,-3,0,0,68,170,6,,0.0,-1.0,19
25,83.28303767882711,90.60870604812605,-1,0,0,317,434,5,,0.0,-1.0,20
26,1.2156771477386807,67.40199190587927,-2,0,0,337,434,19,,1.0,106.0,21
27,5.1835799119729025,54.88586650773559,3,0,0,357,481,11,,1.0,-1.0,22
28,28.76327290436782,30.67765995221412,-1,0,0,208,340,17,,0.0,-1.0,23
29,35.29585034523566,62.12924490496101,-3,0,0,283,439,10,,1.0,-1.0,24
30,33.40499656687692,73.26990505902803,-1,0,0,340,401,17,,1.0,-1.0,25
31,40.45273855738697,6.835320030995861,3,0,0,167,262,6,,0.0,121.0,26
32,78.37598424841073,28.5758324592706,-2,0,0,353,475,10,,1.0,-1.0,27
33,43.276687959926264,68.54438832219016,2,0,0,259,404,11,,0.0,-1.0,28
34,33.2456157148712,5.658565614671563,1,0,0,206,266,11,,1.0,-1.0,29
35,37.39210470128136,94.44485826943034,-3,0,0,101,198,9,,0.0,-1.0,30
