0,38,44,12,60,49,25,70,49,29,30,8,44,65,50,64,69,31,68,24,56,70,45,58,53,20,69,36,48,33,20,59,27,25,61,12,53,70,42,59,55
38,0,58,43,90,29,63,55,65,55,34,46,66,94,72,88,64,13,96,51,85,50,80,91,43,55,78,73,39,4,44,36,30,16,99,28,34,97,76,57,64
44,58,0,32,39,41,57,43,7,20,72,49,13,44,17,31,32,61,43,68,35,49,44,47,30,60,24,44,29,55,24,47,68,42,77,39,41,43,38,23,10
12,43,32,0,49,45,29,63,37,16,43,16,32,54,37,52,60,39,56,36,44,65,37,48,46,28,56,30,41,38,8,55,39,27,59,15,49,58,33,50,43
60,90,39,49,0,79,55,81,33,34,91,59,26,4,21,15,68,89,7,77,4,89,22,13,70,65,45,31,68,86,45,86,88,73,53,64,80,10,20,61,43
49,29,41,45,79,0,74,26,48,49,60,57,52,84,58,72,36,40,84,70,75,22,77,85,15,69,54,73,12,30,41,10,55,26,105,36,4,84,72,30,42
25,63,57,29,55,74,0,92,60,37,45,17,51,58,55,65,88,55,63,24,52,94,34,48,75,12,80,24,70,59,36,84,44,51,36,38,77,66,35,78,68
70,55,43,63,81,26,92,0,47,59,85,78,56,86,59,70,17,66,83,93,78,10,86,90,16,90,43,85,21,56,56,20,80,50,118,58,21,83,81,20,38
49,65,7,37,33,48,60,47,0,22,78,53,9,38,12,24,35,68,36,73,30,55,41,43,36,64,20,43,35,62,29,54,74,50,76,45,47,36,36,27,10
29,55,20,16,34,49,37,59,22,0,59,31,15,39,21,35,52,54,41,51,29,64,28,36,44,41,43,25,40,51,10,58,55,38,58,29,51,43,23,42,30
30,34,72,43,91,60,45,85,78,59,0,33,74,95,80,95,90,21,99,24,87,82,74,88,71,33,96,65,65,31,50,69,4,35,81,32,65,101,72,81,81
8,46,49,16,59,57,17,78,53,31,33,0,47,63,51,65,76,38,66,20,55,79,41,54,61,12,73,31,56,41,25,68,31,34,53,21,61,69,39,66,59
44,66,13,32,26,52,51,56,9,15,74,47,0,31,6,21,44,67,31,67,22,62,32,34,43,57,29,34,41,62,24,60,70,49,66,43,53,32,26,36,20
65,94,44,54,4,84,58,86,38,39,95,63,31,0,26,18,72,93,6,80,9,93,24,12,75,68,48,34,73,90,50,91,92,78,53,68,85,9,23,65,47
50,72,17,37,21,58,55,59,12,21,80,51,6,26,0,15,47,73,25,71,18,67,31,31,48,61,28,35,46,68,30,65,76,56,66,49,58,26,26,39,22
64,88,31,52,15,72,65,70,24,35,95,65,21,18,15,0,55,89,13,84,15,78,35,28,61,73,30,42,60,84,45,78,91,71,68,64,72,12,31,50,32
69,64,32,60,68,36,88,17,35,52,90,76,44,72,47,55,0,73,69,94,65,27,76,78,21,88,26,77,25,64,52,34,85,55,110,60,32,68,71,10,24
31,13,61,39,89,40,55,66,68,54,21,38,67,93,73,89,73,0,95,40,84,62,76,88,53,45,83,68,47,10,43,48,17,19,91,24,45,97,73,65,69
68,96,43,56,7,84,63,83,36,41,99,66,31,6,25,13,69,95,0,85,11,91,29,18,73,73,44,39,72,92,52,90,95,79,59,70,84,3,28,63,45
24,51,68,36,77,70,24,93,73,51,24,20,67,80,71,84,94,40,85,0,73,93,57,71,77,12,93,47,72,47,44,80,25,44,58,35,75,87,56,84,79
56,85,35,44,4,75,52,78,30,29,87,55,22,9,18,15,65,84,11,73,0,85,20,14,66,61,43,28,64,81,40,82,84,68,53,59,76,14,17,57,40
70,50,49,65,89,22,94,10,55,64,82,79,62,93,67,78,27,62,91,93,85,0,92,97,19,90,53,89,23,51,59,13,77,48,122,58,17,91,86,28,46
45,80,44,37,22,77,34,86,41,28,74,41,32,24,31,35,76,76,29,57,20,92,0,13,72,45,59,10,69,76,37,86,72,64,34,52,79,32,5,67,52
58,91,47,48,13,85,48,90,43,36,88,54,34,12,31,28,78,88,18,71,14,97,13,0,77,58,57,23,75,87,47,93,85,74,40,64,86,21,15,70,53
53,43,30,46,70,15,75,16,36,44,71,61,43,75,48,61,21,53,73,77,66,19,72,77,0,73,39,70,5,43,40,17,66,35,103,42,12,73,67,15,29
20,55,60,28,65,69,12,90,64,41,33,12,57,68,61,73,88,45,73,12,61,90,45,58,73,0,84,35,68,50,37,79,33,44,47,32,73,75,44,78,71
69,78,24,56,45,54,80,43,20,43,96,73,29,48,28,30,26,83,44,93,43,53,59,57,39,84,0,63,41,76,48,57,91,64,94,63,52,43,54,25,14
36,73,44,30,31,73,24,85,43,25,65,31,34,34,35,42,77,68,39,47,28,89,10,23,70,35,63,0,66,68,32,83,63,57,33,45,76,42,10,67,53
48,39,29,41,68,12,70,21,35,40,65,56,41,73,46,60,25,47,72,72,64,23,69,75,5,68,41,66,0,38,35,18,60,30,98,36,12,72,63,18,30
33,4,55,38,86,30,59,56,62,51,31,41,62,90,68,84,64,10,92,47,81,51,76,87,43,50,76,68,38,0,40,38,26,12,94,23,34,93,72,56,62
20,44,24,8,45,41,36,56,29,10,50,25,24,50,30,45,52,43,52,44,40,59,37,47,40,37,48,32,35,40,0,51,46,27,63,18,44,53,32,42,34
59,36,47,55,86,10,84,20,54,58,69,68,60,91,65,78,34,48,90,80,82,13,86,93,17,79,57,83,18,38,51,0,64,36,114,46,6,90,81,32,47
27,30,68,39,88,55,44,80,74,55,4,31,70,92,76,91,85,17,95,25,84,77,72,85,66,33,91,63,60,26,46,64,0,30,81,28,60,98,70,76,77
25,16,42,27,73,26,51,50,50,38,35,34,49,78,56,71,55,19,79,44,68,48,64,74,35,44,64,57,30,12,27,36,30,0,85,12,31,81,59,47,50
61,99,77,59,53,105,36,118,76,58,81,53,66,53,66,68,110,91,59,58,53,122,34,40,103,47,94,33,98,94,63,114,81,85,0,72,108,62,39,101,86
12,28,39,15,64,36,38,58,45,29,32,21,43,68,49,64,60,24,70,35,59,58,52,64,42,32,63,45,36,23,18,46,28,12,72,0,40,72,48,50,48
53,34,41,49,80,4,77,21,47,51,65,61,53,85,58,72,32,45,84,75,76,17,79,86,12,73,52,76,12,34,44,6,60,31,108,40,0,84,74,28,41
70,97,43,58,10,84,66,83,36,43,101,69,32,9,26,12,68,97,3,87,14,91,32,21,73,75,43,42,72,93,53,90,98,81,62,72,84,0,31,63,45
42,76,38,33,20,72,35,81,36,23,72,39,26,23,26,31,71,73,28,56,17,86,5,15,67,44,54,10,63,72,32,81,70,59,39,48,74,31,0,62,46
59,57,23,50,61,30,78,20,27,42,81,66,36,65,39,50,10,65,63,84,57,28,67,70,15,78,25,67,18,56,42,32,76,47,101,50,28,63,62,0,18
55,64,10,43,43,42,68,38,10,30,81,59,20,47,22,32,24,69,45,79,40,46,52,53,29,71,14,53,30,62,34,47,77,50,86,48,41,45,46,18,0
